context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
are,11,0.04,0.02,0.02,0.1
released,11,0.03,0.02,0.01,0.05
were,11,0.03,0.02,0.02,0.07
five,11,0.02,0.01,0.01,0.03
under,11,0.03,0.02,0.01,0.11
can,11,0.06,0.04,0.02,0.15
but,11,0.04,0.02,0.01,0.08
played,11,0.03,0.03,0.01,0.15
star,11,0.08,0.07,0.01,0.61
life,11,0.03,0.03,0.01,0.07
using,11,0.03,0.02,0.01,0.11
12,11,0.02,0.01,0.01,0.05
than,11,0.03,0.02,0.01,0.11
women,11,0.02,0.02,0.0,0.06
10,11,0.02,0.01,0.01,0.03
while,11,0.03,0.02,0.01,0.07
year,11,0.05,0.03,0.02,0.1
after,11,0.03,0.02,0.01,0.1
playing,11,0.03,0.02,0.01,0.08
west,10,0.02,0.02,0.01,0.05
east,10,0.04,0.03,0.01,0.1
near,10,0.02,0.02,0.01,0.08
small,10,0.02,0.01,0.01,0.05
town,10,0.02,0.01,0.01,0.03
along,10,0.02,0.01,0.01,0.03
point,10,0.02,0.01,0.01,0.04
that,10,0.08,0.05,0.03,0.31
off,10,0.04,0.03,0.01,0.15
found,10,0.05,0.04,0.02,0.28
one,10,0.06,0.04,0.03,0.1
new,10,0.02,0.01,0.01,0.05
may,10,0.03,0.02,0.01,0.08
this,10,0.04,0.02,0.02,0.08
called,10,0.04,0.02,0.02,0.07
half,10,0.03,0.02,0.01,0.08
re,10,0.05,0.03,0.01,0.18
some,10,0.04,0.03,0.01,0.15
name,10,0.04,0.03,0.02,0.1
although,10,0.02,0.01,0.01,0.04
later,10,0.02,0.01,0.01,0.04
could,10,0.03,0.02,0.01,0.08
used,10,0.03,0.02,0.01,0.08
non,10,0.03,0.02,0.01,0.06
other,10,0.03,0.02,0.02,0.06
american,10,0.04,0.02,0.01,0.1
now,10,0.02,0.01,0.01,0.03
six,10,0.02,0.01,0.01,0.03
season,10,0.03,0.02,0.01,0.1
due,10,0.02,0.01,0.01,0.06
second,10,0.02,0.01,0.01,0.04
became,10,0.02,0.01,0.01,0.04
green,10,0.07,0.05,0.02,0.14
three,10,0.04,0.03,0.02,0.11
england,10,0.02,0.01,0.01,0.05
way,10,0.02,0.02,0.01,0.07
