,food,communication,plant,fruit,no-cat,all,mammal,relation,bird,tool,object,vegetable,measure,animal,mean
jam,0.002201446013905642,0.0,0.0,0.0,0.0,0.0022561951767179535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003184029421873996
tea,0.005025803895358801,0.0,0.004367475388282685,0.0,0.0,0.00506133520106142,0.0,0.0055624715646094836,0.0,0.0,0.004962999558711724,0.0,0.0,0.0,0.0017842918291445797
dewberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate,0.026384179934152062,0.0,0.0,0.0,0.0,0.026198372883987412,0.0,0.02741668224170755,0.0,0.0,0.0,0.0,0.0,0.0,0.0057142310757033596
fennel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhubarb,0.008955352471772066,0.0,0.008330020501036919,0.0,0.0,0.008756170066420139,0.0,0.0,0.0,0.0,0.008545828457830345,0.008445400414617459,0.0,0.0,0.0030737694222626377
date,0.0007778453941056426,0.0,0.0,0.0008959549835212585,0.0,0.0007935361830798649,0.0,0.0,0.0,0.0,0.0007775337490410871,0.0,0.0007758546483678965,0.0,0.0002871946398654107
lychee,0.07271941802951813,0.0,0.0,0.07578662618912803,0.0,0.07265445295909119,0.0,0.0,0.0,0.0,0.07100807244973475,0.0,0.0,0.0,0.020869183544819432
pomegranate,0.002543490982174241,0.0,0.0023145658870580943,0.002495230114260603,0.0,0.0025060675224600803,0.0,0.0,0.0,0.0,0.00239975046008906,0.0,0.0,0.0,0.0008756503547172913
litchi,0.07774063896640736,0.0,0.04857424344339766,0.05807298957733614,0.0,0.07743572352255786,0.0,0.0,0.0,0.0,0.07643428462351794,0.0,0.0,0.0,0.02416127715237264
allspice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.011054834152212758,0.0,0.009203836749359992,0.013217058840894517,0.0,0.011450912462842055,0.0,0.0,0.0,0.0,0.011160536251975274,0.0,0.0,0.0,0.004006227032663185
pepper,0.0020717659766606713,0.0,0.0018229661114107319,0.0,0.0,0.0020277067451712617,0.0,0.0,0.0,0.0,0.0019490811169277425,0.0019479138438177155,0.0,0.0,0.0007013881281420088
watermelon,0.026136404457409036,0.0,0.023772199542197447,0.02522082003575885,0.0,0.02554234119129658,0.0,0.0,0.0,0.0,0.024850996867918525,0.0,0.0,0.0,0.008965911578184316
cherry,0.009723079277265742,0.0,0.008705412851029326,0.009781879358475286,0.0,0.009652607290248352,0.0,0.009987050753673912,0.0,0.0,0.009490558109169756,0.0,0.0,0.0,0.004095756259990169
parsnip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orange,0.011400217126024233,0.0,0.009971450508696491,0.011812275881673398,0.0,0.011288519812446336,0.0,0.012001431212275745,0.0,0.0,0.011008191799886137,0.0,0.0,0.0,0.00482014902435731
yoghurt,0.012748214314629372,0.0,0.0,0.0,0.0,0.01284958308798681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00182841410018687
mangosteen,0.0802345826518514,0.0,0.035614924492340716,0.0450804980171458,0.0,0.07825099554676594,0.0,0.0,0.0,0.0,0.07554617347671493,0.0,0.0,0.0,0.022480512441772772
chilli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
melon,0.018569120048013175,0.0,0.01622656174843077,0.020836697896985227,0.0,0.019174794125437752,0.0,0.0,0.0,0.0,0.018742864867971,0.0,0.0,0.0,0.006682145620488423
plantain,0.506798071057022,0.0,0.4740121480150302,0.0,0.0,0.501456487536803,0.0,0.0,0.0,0.0,0.49676892711068477,0.4732515477144357,0.0,0.0,0.17516337010242686
pear,0.02883288225049566,0.0,0.02540274424227369,0.02705836646403578,0.0,0.029087857366062366,0.0,0.0,0.0,0.0,0.027412793823169947,0.0,0.0,0.0,0.009842474581859818
doughnut,0.001533521660071716,0.0,0.0,0.0,0.0,0.0015549859120429404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022060768372247544
nectarine,0.03354972125545955,0.0,0.029861792808226446,0.03600709430652111,0.0,0.0339716497478496,0.0,0.0,0.0,0.0,0.032905177815423695,0.0,0.0,0.0,0.011878245423820029
mango,0.1813027195807304,0.0,0.16216029328441062,0.17337636935690953,0.0,0.1776470201442047,0.0,0.0,0.0,0.0,0.1732581544248155,0.0,0.0,0.0,0.061981754056505044
huckleberry,0.0007006007918181782,0.0,0.0005661965104871297,0.0010039020852607014,0.0,0.0007323732588151496,0.0,0.0,0.0,0.0,0.0007564419218252952,0.0,0.0,0.0,0.0002685367548718896
cookie,0.001052404558158759,0.001084554345304206,0.0,0.0,0.0,0.0010615989397336895,0.0,0.0,0.0,0.0,0.0010596409128035016,0.0,0.0,0.0,0.00030415705400001116
blueberry,0.0740965188595806,0.0,0.06679483423527487,0.07402195812920999,0.0,0.07227460842623493,0.0,0.0,0.0,0.0,0.07034325030515741,0.0,0.0,0.0,0.025537940711104126
pineapple,0.17438447577563104,0.0,0.15282620249437384,0.16246821457785918,0.0,0.1701644362274371,0.0,0.0,0.0,0.0,0.1639777486222816,0.0,0.0,0.0,0.05884436269268448
honey,0.01295481448777941,0.0,0.0,0.0,0.0,0.012807852605575407,0.0,0.0,0.0,0.0,0.012519634505026652,0.0,0.0,0.0,0.0027344501141701046
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,0.059197392706920704,0.0,0.053990221285386074,0.06154378919826131,0.0,0.05909771895985453,0.0,0.0,0.0,0.0,0.057405879082570145,0.0,0.0,0.0,0.020802500088070913
yogurt,0.047000883585802684,0.0,0.0,0.0,0.0,0.046092868334433365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066495537085882895
carrot,0.008243574690708529,0.0,0.00714847484855237,0.0,0.0,0.008279600229667675,0.0,0.0,0.0,0.0,0.008072816142096782,0.0074069899732879,0.0,0.0,0.002796532563165232
dessert,0.04714048703968354,0.0,0.0,0.0,0.0,0.0463888338778757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668066577982566
saskatoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.0012544318803352173,0.0,0.0,0.0,0.0,0.0012427530976066184,0.0,0.001345329302151301,0.0,0.0,0.0,0.0,0.0,0.0,0.0002744653057209383
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taro,0.00032689933904691686,0.0,0.00029773677112458654,0.0,0.0,0.00032118862475654134,0.0,0.0,0.0,0.0,0.0003268021669443517,0.000338594435658862,0.0,0.0,0.00011508723839508989
grape,0.0059564190254829,0.0,0.005312606635073382,0.006094275139243387,0.006487254670381222,0.005922486926859369,0.0,0.0,0.0,0.0,0.005795187571732059,0.0,0.0,0.0,0.0025405878549123084
tomato,0.003875243211342721,0.0,0.00354284039398655,0.0,0.0,0.003766212730497984,0.0,0.0,0.0,0.0,0.0036375562847563245,0.0039029821496224877,0.0,0.0,0.001337488197871862
vegetable,0.0053664593115935995,0.0,0.004826321961103011,0.0,0.0,0.0053715297025002376,0.0,0.0,0.0,0.0,0.0052619657856527,0.00503315737714463,0.0,0.0,0.0018471024384281557
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tangerine,0.0051561752518715556,0.0,0.004487286428359704,0.005126827952844021,0.0,0.005525797725594292,0.0,0.0,0.0,0.0,0.004997735297680614,0.0,0.0,0.0,0.0018067016183107275
onion,0.0028029281162360786,0.0,0.002525202075567055,0.0,0.0,0.0027190810712440436,0.0,0.0,0.0,0.0,0.0026056188581458314,0.00278873800087978,0.0,0.0,0.0009601120087194848
puree,0.011560157966485744,0.0,0.0,0.0,0.0,0.011014460596748986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016124727545167663
raspberry,0.03493946941725364,0.02604598088458515,0.03120388343881388,0.033840726641455404,0.0,0.034314386177814356,0.0,0.0,0.0,0.0,0.03285910240662506,0.0,0.0,0.0,0.013800253497610535
cake,0.025878636262677307,0.0,0.0,0.0,0.0,0.025644907019432173,0.0,0.0,0.0,0.0,0.025278798477957488,0.0,0.0,0.0,0.005485881554290498
peach,0.017835777632527836,0.0,0.015537327522007045,0.01877045010815295,0.019439226323626435,0.017747019537183367,0.0,0.0,0.0,0.0,0.017218465546233155,0.0,0.0,0.0,0.007610590476409343
grapefruit,0.02009701105945241,0.0,0.017848019608006506,0.018452410923900434,0.0,0.019473435714252977,0.0,0.0,0.0,0.0,0.018687878947883423,0.0,0.0,0.0,0.006754196875249696
sugar,0.00949451540556263,0.0,0.0,0.0,0.0,0.009469008715423216,0.0,0.009830420548250831,0.0,0.0,0.0,0.0,0.00902135060902274,0.0,0.002701092519875673
corn,0.0036675701913856367,0.0,0.003376010302632217,0.004069178206739544,0.0,0.003668484115128594,0.0,0.0037814434175034483,0.0,0.0,0.00364156167858508,0.0,0.0,0.0,0.0015860177079981797
apricot,0.027090456304864004,0.0,0.02427545967607378,0.02780073374600857,0.0,0.026884854348693463,0.0,0.0,0.0,0.0,0.025975318112949664,0.0,0.0,0.0,0.009430487299184965
biscuit,0.013102222684541079,0.0,0.0,0.0,0.0,0.013086807917203916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018706450429817854
hackberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squash,0.0071797053089840855,0.0,0.0063683014028567755,0.0,0.0,0.007058810908545822,0.0,0.0,0.0,0.0,0.006873409066894093,0.007111941259313108,0.0,0.0,0.0024708691390424205
candy,0.0037315063377445046,0.0,0.0,0.0,0.0,0.0037746983225092376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361574757324102
sultana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muscat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tabasco,0.004049591954654671,0.0,0.0,0.0,0.0,0.004049488992789146,0.0,0.0,0.0,0.0,0.0,0.003852885752606834,0.0,0.0,0.0008537119071464751
veg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,0.002114707386174138,0.0,0.0020303439717603198,0.0,0.0,0.0021160753728185536,0.0,0.0,0.0,0.0,0.0020449737188284376,0.00250356673204856,0.0,0.0,0.0007721190844021435
scallop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabbage,0.0014226616620788438,0.0,0.0013923336460500539,0.0,0.0,0.0014222536399345696,0.0,0.0,0.0,0.0,0.0014018232610654559,0.0017193804201874464,0.0016625836957294463,0.0,0.0006443597375032726
cucumber,0.00566873402369369,0.0,0.005533989291853674,0.0,0.0,0.005631064391427927,0.0,0.0,0.0,0.0,0.005474727089432955,0.006615302177024031,0.0,0.0,0.002065986926673734
lemon,0.004190156241871834,0.0,0.004012582009350172,0.0038711003410780488,0.0,0.004129766012233164,0.0,0.0,0.0,0.0,0.00398544920616692,0.0,0.0,0.0,0.001442075272192867
pork,0.0018474629957136567,0.0,0.0,0.0,0.0,0.0018736698077757086,0.0,0.0,0.0,0.0,0.0,0.0,0.002321034356738868,0.0,0.00043158336858773095
bacon,0.002871720091563234,0.0,0.0,0.0,0.0,0.002883997473488382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004111226832179725
soybean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup,0.0030687538642143347,0.0,0.0,0.0,0.0,0.0030941226536279984,0.0,0.004188582255479841,0.0,0.0,0.0,0.0,0.0,0.0,0.0007393899123801553
broccoli,0.0012744536049390553,0.0,0.0013366418090093402,0.0,0.0,0.0013028779048841622,0.0,0.0,0.0,0.0,0.0012864764518275879,0.0017938191248523555,0.0,0.0,0.0004995906353937502
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chipotle,0.0011204487372051028,0.0,0.0,0.0,0.0,0.0010975447464171438,0.0,0.0,0.0,0.0,0.0,0.0014264418035054508,0.0,0.0,0.00026031680622340696
sardine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emperor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sorrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.002328939385846725,0.0,0.0022345384218337982,0.0,0.0,0.0023275350080250363,0.0,0.0,0.0,0.0,0.002227277703859773,0.0,0.0,0.0,0.0006513064656832381
wintergreen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olive,0.000746276954676979,0.0,0.0007429719863199914,0.0007073425296523939,0.0,0.0007565146695542468,0.0,0.00101429158615692,0.0,0.0,0.0007445076698307189,0.0,0.0,0.0,0.0003365646711565179
pulse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jack,0.0002754207125167199,0.0,0.0,0.0002656541391314341,0.0003788516678620232,0.0002770843983935238,0.00041840889331724857,0.00042610066828282855,0.0,0.0005879979151570065,0.00027082297835045245,0.0,0.00043548268366959636,0.00041840889331724857,0.0002681594964284344
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salad,0.005416145282912368,0.0,0.0,0.0,0.0,0.005418053903983711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000773871370492577
crab,0.0004677366470719804,0.0,0.0,0.0,0.0,0.0004710278847282471,0.0,0.0,0.0,0.0,0.00045859507457403077,0.0,0.0,0.0005990922404488189,0.0001426037033445055
grain,0.001720588821433095,0.0,0.0016682823184449528,0.0016439171359976087,0.0,0.0017462412127297313,0.0,0.002386208520312711,0.0,0.0,0.0017246553298903768,0.0,0.002357427596722259,0.0,0.0009462372096807667
lentil,0.003977490428094144,0.0,0.003785235415591318,0.0034972329398218786,0.0,0.004001697662063354,0.0,0.0,0.0,0.0,0.0038251099330700866,0.004899986269176736,0.0,0.0,0.0017133394748441082
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rice,0.0007482287398451396,0.0,0.0007549344613650121,0.0,0.0,0.0007728029683012363,0.0,0.0,0.0,0.0,0.0008231635190756002,0.0,0.0,0.0,0.00022136640632764202
avocado,0.038457125846926545,0.0,0.03773514317080784,0.0355176176662776,0.0,0.039826779120404186,0.0,0.0,0.0,0.0,0.037449724032971456,0.0,0.0,0.0,0.013499027845527686
lobster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artichoke,0.0014278257199724369,0.0,0.0013712262606293713,0.0,0.0,0.0014533248058703676,0.0,0.0,0.0,0.0,0.0013944920757040142,0.001517946466514055,0.0,0.0,0.0005117725234778746
ginger,0.0046738412843798476,0.0,0.004466519160160823,0.0,0.0,0.0046073996190588275,0.0,0.0,0.0,0.0,0.004411829200933698,0.0,0.0,0.0,0.0012971135188952283
chicken,0.0023346618606353707,0.0,0.0,0.0,0.0,0.0023127598091066846,0.0,0.0,0.0025856925361823968,0.0,0.0022205449028208477,0.0,0.0,0.0025856925361823968,0.000859953688923407
freestone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rye,0.0005465148072752263,0.0,0.000510703011601594,0.0005180217264934073,0.0,0.0005652605838089678,0.0,0.0007634450172384997,0.0,0.0,0.0005358444331420803,0.0,0.0,0.0,0.00024569925568284105
legume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asparagus,0.006108397077308722,0.0,0.005893440903514467,0.0,0.0,0.006088169768651874,0.0,0.0,0.0,0.0,0.005928361681809141,0.007175778987606964,0.0,0.0,0.0022281534584922265
butter,0.013647537260730943,0.0,0.0,0.0,0.0,0.013785307236676295,0.0,0.0,0.0,0.0,0.013171899953623476,0.0,0.0,0.0,0.0029003388893593363
cauliflower,0.001551984123958127,0.0,0.0015593950756545097,0.0,0.0,0.001540145429627729,0.0,0.0,0.0,0.0,0.0015289131667512786,0.0020734437132000814,0.0,0.0,0.000589562964942266
coffee,0.012644042757269824,0.0,0.011529821380456136,0.011410264143623889,0.0,0.01273770515686836,0.0,0.01855074783241502,0.0,0.0,0.01192338210307474,0.0,0.0,0.0,0.005628283098121997
zucchini,0.010384493973331473,0.0,0.010226030518705896,0.0,0.0,0.010196865008255281,0.0,0.0,0.0,0.0,0.009960763732286618,0.012324301161073697,0.0,0.0,0.0037923181709752117
kale,0.00172240263175764,0.0,0.0017599238950373605,0.0,0.0,0.0016844837945284754,0.0,0.0,0.0,0.0,0.001718800430619284,0.002540104652053342,0.003084419441214814,0.0,0.0008935810603722083
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soy,0.0008011943567351096,0.0,0.0007766817446410633,0.0007244448618249146,0.0,0.0007928671285330924,0.0,0.0,0.0,0.0,0.0007612248610921225,0.0008864932160371154,0.0,0.0,0.0003387790120616727
oyster,0.00097302885399993,0.0,0.0,0.0,0.0,0.0009768018579634195,0.0,0.0,0.0,0.0,0.0009487415034755504,0.0,0.0012127102401131749,0.0010391763018487996,0.00036788991124291954
lime,0.005545072119231696,0.0,0.005315553335128498,0.005160105737827011,0.0,0.005470536240822354,0.0,0.0064861844661940294,0.0,0.0,0.005294565555903613,0.0,0.0,0.0,0.0023765726753648
bean,0.00639028837603597,0.0,0.006030358952798328,0.005763993827849482,0.0,0.006413947971691898,0.0,0.0,0.0,0.0,0.0061393848579251046,0.007047539574262482,0.0,0.0,0.0026989652543259472
mast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pip,0.0,0.006738420351541711,0.0,0.005092459503519658,0.0,0.005458143146160543,0.0,0.0,0.0,0.0,0.005663012624039446,0.0,0.0,0.0,0.0016394311160900972
almond,0.0,0.0,0.011280304692267564,0.013093089797693259,0.0,0.012334207157937501,0.0,0.0,0.0,0.0,0.012243475235509864,0.0,0.0,0.0,0.0034965054916720134
peanut,0.0,0.0,0.023138575921160334,0.023860977518259555,0.0,0.024832355291008804,0.0,0.0,0.0,0.0,0.023896814847874905,0.0,0.0,0.0,0.006837765969878827
groundnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walnut,0.0,0.0,0.015816442879647154,0.021191585627865085,0.0,0.019215357084820556,0.0,0.022651161837702074,0.0,0.0,0.019365493620567394,0.0,0.0,0.0,0.007017145789328734
hazelnut,0.0,0.0,0.01313457237749499,0.014431113030572956,0.0,0.014246192888887272,0.0,0.0,0.0,0.0,0.013746067341795114,0.0,0.0,0.0,0.003968424688482167
pistachio,0.0,0.0,0.009767765656222848,0.009893410200982873,0.0,0.010086688676534018,0.0,0.0,0.0,0.0,0.01013869932874567,0.0,0.0,0.0,0.0028490402758918148
amaranth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruit,0.0,0.0,0.0,0.02482592193773987,0.0,0.024587572094705336,0.0,0.0,0.0,0.0,0.02390367685533632,0.0,0.0,0.0,0.0052369407776986805
cob,0.0,0.0,0.0,0.002198630622921096,0.0,0.002152571148959455,0.0024575218303848844,0.0,0.0020101854061145975,0.0,0.0020767531542828653,0.0,0.0,0.0026252540118875674,0.0009657797267536046
nut,0.0,0.0,0.0,0.08431943575262717,0.0,0.07612449014907526,0.0,0.0,0.0,0.0,0.07681738121017752,0.0,0.06990519242144544,0.0,0.021940464252380384
acorn,0.0,0.0,0.0,0.0034109016157732133,0.0,0.003799717566830562,0.0,0.0,0.0,0.0,0.0036959083616929333,0.0,0.0,0.0,0.0007790376817354793
hip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cottonseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flavor,0.0,0.0,0.0,0.0,0.012952566108804606,0.012589126541629043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018244066178881178
gift,0.0,0.0,0.0,0.0,0.0,0.0014083678517705566,0.0,0.0015935443813647537,0.0,0.0,0.0,0.0,0.0,0.0,0.0002144223023668079
desert,0.0,0.0,0.0,0.0,0.0,0.00017841567602693175,0.0,0.0,0.0,0.0,0.0001780519049521058,0.0,0.0,0.0,2.5461970069931253e-05
fry,0.0,0.0,0.0,0.0,0.0,0.00196853293405505,0.0,0.0,0.0,0.0,0.001882304069445247,0.0,0.0,0.0,0.00027505978596430695
peeler,0.0,0.0,0.0,0.0,0.0,0.0013700956749837132,0.0,0.0,0.0,0.0,0.0012699664257869367,0.0,0.0,0.0,0.0001885758643407607
