,rel,strength,label,pairs,rel_names
73,0.85,0.0013164467213838912,part,"('wings', 'lark')",implied_category
74,1.0,0.0008626052593582248,color,"('black', 'pupil')",implied_category
75,0.95,0.0005291070087300011,shape,"('round', 'disk')",implied_category
76,1.3,0.002758170515360325,function-action,"('used_in_cooking', 'lentil')",implied_category
77,0.95,5.8899429810446016e-05,shape,"('round', 'patty')",implied_category
78,0.8,0.00988774284772776,taste,"('juicy', 'cherry')",implied_category
79,1.3,0.0028355624452244357,function-action,"('used_in_cooking', 'fork')",implied_category
80,0.95,0.005066789073305709,shape,"('round', 'tortilla')",implied_category
81,1.3,0.00333364604261442,function-action,"('used_in_cooking', 'slaw')",implied_category
82,0.85,0.013155008189772202,part,"('wheels', 'snowplow')",implied_category
83,1.45,0.0004998764704809398,encyclopedic,"('dangerous', 'bow')",implied_category
84,1.3,0.0,function-action,"('fly', 'grosbeak')",implied_category
85,0.85,0.0006188314590490156,part,"('wings', 'wren')",implied_category
86,1.3,0.0,function-action,"('swim', 'sardine')",implied_category
87,1.0,0.0011040055645829628,color,"('black', 'night')",implied_category
88,0.85,0.008548396658797768,part,"('wheels', 'minivan')",implied_category
89,0.85,0.008011923344422696,part,"('wheels', 'bike')",implied_category
90,0.85,0.0023292911750687224,part,"('wings', 'archaeopteryx')",implied_category
91,1.3,0.0,function-action,"('swim', 'cob')",implied_category
92,1.4,0.10171617055075823,taxonomic,"('lay_eggs', 'turtle')",implied_category
93,1.35,0.0,temperature,"('warm', 'tunic')",implied_category
94,1.3,0.0002689861521657358,function-action,"('roll', 'grindstone')",implied_category
95,0.85,0.0,part,"('wings', 'grosbeak')",implied_category
96,0.8,0.0014669022877024812,taste,"('sweet', 'cookie')",implied_category
97,0.95,0.00037470821668561007,shape,"('round', 'disc')",implied_category
98,1.25,0.0003388044998380092,material,"('made_of_wood', 'barrel')",implied_category
99,1.0,0.0010917161242850028,color,"('green', 'dogwood')",implied_category
100,0.95,0.0005080493724818895,shape,"('round', 'pudding')",implied_category
101,1.4,0.0,taxonomic,"('lay_eggs', 'pickerel')",implied_category
102,1.25,0.0009420241653357508,material,"('made_of_wood', 'girder')",implied_category
103,1.3,0.004419593023186398,function-action,"('roll', 'cart')",implied_category
104,1.4,0.0,taxonomic,"('lay_eggs', 'acaridae')",implied_category
105,0.95,0.0009096568740590258,shape,"('round', 'tomato')",implied_category
106,1.35,0.0011064973200707966,temperature,"('warm', 'poncho')",implied_category
107,0.85,0.0,part,"('wings', 'accentor')",implied_category
108,0.95,0.00011362717992716612,shape,"('round', 'globe')",implied_category
109,0.8,0.015907431709053243,taste,"('juicy', 'apple')",implied_category
110,1.3,0.0,function-action,"('fly', 'pheasant')",implied_category
111,0.85,0.0,part,"('wings', 'hydroplane')",implied_category
112,1.4,0.0,taxonomic,"('lay_eggs', 'flounder')",implied_category
113,1.3,0.0018087583330532134,function-action,"('used_in_cooking', 'cutlet')",implied_category
114,1.3,0.007521391123341795,function-action,"('fly', 'vulture')",implied_category
115,1.3,0.014058665109213477,function-action,"('roll', 'skateboard')",implied_category
116,1.3,0.0,function-action,"('roll', 'flywheel')",implied_category
117,0.85,0.035293041530453644,part,"('wheels', 'undercarriage')",implied_category
118,0.8,0.0,taste,"('juicy', 'pawpaw')",implied_category
119,1.3,0.0,function-action,"('roll', 'millstone')",implied_category
120,1.4,0.0,taxonomic,"('lay_eggs', 'grackle')",implied_category
121,1.35,0.0006303635830105445,temperature,"('warm', 'robe')",implied_category
122,0.85,0.0044242097218167254,part,"('wheels', 'cabriolet')",implied_category
123,1.3,0.0,function-action,"('swim', 'burbot')",implied_category
124,1.3,0.002707911889087326,function-action,"('fly', 'pelican')",implied_category
125,0.95,0.0,shape,"('round', 'sapodilla')",implied_category
126,1.0,0.002793231541042468,color,"('green', 'weed')",implied_category
127,0.85,0.0005816829914663769,part,"('wings', 'mosquito')",implied_category
128,1.3,0.00020405586071148922,function-action,"('fly', 'nightingale')",implied_category
129,1.3,0.00048301650473495827,function-action,"('fly', 'butterfly')",implied_category
130,0.8,0.0010891964102215245,taste,"('sweet', 'strawberry')",implied_category
131,1.3,0.0013674587642973756,function-action,"('used_in_cooking', 'butter')",implied_category
132,1.3,0.002516999693965156,function-action,"('fly', 'gull')",implied_category
133,0.8,0.0,taste,"('sweet', 'sultana')",implied_category
134,1.45,0.0,encyclopedic,"('dangerous', 'fusil')",implied_category
135,1.25,0.0,material,"('made_of_wood', 'gunwale')",implied_category
136,0.95,0.0001660923022376955,shape,"('round', 'button')",implied_category
137,0.95,0.0,shape,"('square', 'mainframe')",implied_category
138,1.4,0.0,taxonomic,"('lay_eggs', 'charadrius')",implied_category
139,1.3,0.0005028204541047713,function-action,"('used_in_cooking', 'parer')",implied_category
140,0.85,0.00263812414294279,part,"('wings', 'hen')",implied_category
141,1.3,0.0,function-action,"('swim', 'scaup')",implied_category
142,0.95,0.00020570693553090326,shape,"('round', 'planet')",implied_category
143,1.3,0.0014734654972181995,function-action,"('used_in_cooking', 'spoon')",implied_category
144,1.45,0.0,encyclopedic,"('dangerous', 'adze')",implied_category
145,1.4,0.0014374488360076939,taxonomic,"('lay_eggs', 'turkey')",implied_category
146,1.45,0.0012983014397111607,encyclopedic,"('dangerous', 'shotgun')",implied_category
147,1.3,0.00046391377936297806,function-action,"('fly', 'woodpecker')",implied_category
148,1.3,0.0,function-action,"('swim', 'cyprinid')",implied_category
149,1.3,0.0006479003095276661,function-action,"('roll', 'cylinder')",implied_category
150,0.85,0.0,part,"('wings', 'megapode')",implied_category
151,1.3,0.0003480215549345302,function-action,"('swim', 'bay')",implied_category
152,1.4,0.001331651555190108,taxonomic,"('lay_eggs', 'bass')",implied_category
153,0.85,0.0,part,"('wings', 'tropicbird')",implied_category
154,1.35,0.007833044992236214,temperature,"('hot', 'soup')",implied_category
155,1.45,0.0004711263527616682,encyclopedic,"('dangerous', 'methamphetamine')",implied_category
156,0.8,0.006195851340729293,taste,"('sweet', 'fruit')",implied_category
157,1.45,0.0,encyclopedic,"('dangerous', 'freebooter')",implied_category
158,1.0,0.0013691111163524551,color,"('yellow', 'butter')",implied_category
159,1.3,0.010248307387585023,function-action,"('roll', 'wagon')",implied_category
160,1.3,0.0,function-action,"('fly', 'titmouse')",implied_category
161,0.8,0.0007176341512405307,taste,"('sweet', 'date')",implied_category
162,0.85,0.0,part,"('wheels', 'underframe')",implied_category
163,1.3,0.000930333842682339,function-action,"('roll', 'tire')",implied_category
164,1.0,0.0,color,"('green', 'combretum')",implied_category
165,1.4,0.0,taxonomic,"('lay_eggs', 'toadfish')",implied_category
166,0.85,0.003867273577587352,part,"('wheels', 'saloon')",implied_category
167,0.8,0.004567853479969347,taste,"('sweet', 'pie')",implied_category
168,1.0,0.001811891454716387,color,"('green', 'herb')",implied_category
169,0.85,0.016177396514214126,part,"('wheels', 'locomotive')",implied_category
170,1.3,0.003071148598889894,function-action,"('used_in_cooking', 'mayonnaise')",implied_category
171,1.3,0.0,function-action,"('roll', 'screw')",implied_category
172,0.85,0.0011304469863408528,part,"('wheels', 'limousine')",implied_category
173,0.85,0.0,part,"('wings', 'weka')",implied_category
174,1.45,0.0005054363081353263,encyclopedic,"('dangerous', 'scalpel')",implied_category
175,1.35,0.0014859573479637362,temperature,"('warm', 'sock')",implied_category
176,1.25,0.0004712687936736897,material,"('made_of_wood', 'fir')",implied_category
177,0.95,0.0,shape,"('round', 'matzah')",implied_category
178,1.3,0.003690447701279917,function-action,"('roll', 'bike')",implied_category
179,0.8,0.027027717255404496,taste,"('juicy', 'mango')",implied_category
180,0.85,0.0002511442340932366,part,"('wings', 'roach')",implied_category
181,1.4,0.00010184862515723536,taxonomic,"('lay_eggs', 'crow')",implied_category
182,1.0,0.0022908807012139375,color,"('red', 'crab')",implied_category
183,1.35,0.0011942734645877088,temperature,"('hot', 'lightning')",implied_category
184,1.3,0.0,function-action,"('swim', 'pug')",implied_category
185,1.3,0.002474212606776848,function-action,"('used_in_cooking', 'cheese')",implied_category
186,1.4,0.0,taxonomic,"('lay_eggs', 'lark')",implied_category
187,1.35,0.0,temperature,"('warm', 'waistcoat')",implied_category
188,1.45,0.00033197293171767007,encyclopedic,"('dangerous', 'war')",implied_category
189,0.95,0.0010295609606278775,shape,"('round', 'cherry')",implied_category
190,1.45,0.002524452669938879,encyclopedic,"('dangerous', 'fire')",implied_category
191,0.85,0.0022413129485135386,part,"('wheels', 'wheelbase')",implied_category
192,1.3,0.004725622938308618,function-action,"('used_in_cooking', 'scallop')",implied_category
193,1.3,0.0,function-action,"('swim', 'goatfish')",implied_category
194,0.8,0.004242226536208166,taste,"('sweet', 'plum')",implied_category
195,1.0,0.0,color,"('green', 'fenugreek')",implied_category
196,1.25,0.002998590854211277,material,"('made_of_wood', 'joist')",implied_category
197,0.85,0.00711564981449529,part,"('wheels', 'pram')",implied_category
198,1.3,0.0013437729436971396,function-action,"('used_in_cooking', 'lime')",implied_category
199,1.45,0.0019102621141087245,encyclopedic,"('dangerous', 'torpedo')",implied_category
200,1.3,0.0006056736526822122,function-action,"('fly', 'flicker')",implied_category
201,1.3,0.002691376105854628,function-action,"('used_in_cooking', 'bean')",implied_category
202,0.85,0.0034137743095165097,part,"('wings', 'jet')",implied_category
203,1.3,0.0,function-action,"('swim', 'croaker')",implied_category
204,1.3,0.0033064625930041003,function-action,"('used_in_cooking', 'bacon')",implied_category
205,1.4,0.0028706310980352273,taxonomic,"('lay_eggs', 'crane')",implied_category
206,1.3,0.0075116171326932,function-action,"('used_in_cooking', 'casserole')",implied_category
207,1.3,8.532369660556403e-06,function-action,"('fly', 'tit')",implied_category
208,0.85,0.0,part,"('wings', 'jackdaw')",implied_category
209,1.3,0.0030677686422845006,function-action,"('roll', 'wheel')",implied_category
210,1.4,0.0,taxonomic,"('lay_eggs', 'paridae')",implied_category
211,1.3,0.0,function-action,"('fly', 'phalacrocorax')",implied_category
212,1.0,0.00017568924760975093,color,"('yellow', 'cider')",implied_category
213,1.4,0.0,taxonomic,"('lay_eggs', 'pintail')",implied_category
214,0.85,0.018081153031559067,part,"('wheels', 'bicycle')",implied_category
215,1.4,0.0,taxonomic,"('lay_eggs', 'micropterus')",implied_category
216,1.4,0.0,taxonomic,"('lay_eggs', 'apodidae')",implied_category
217,1.4,0.0,taxonomic,"('lay_eggs', 'cotingidae')",implied_category
218,1.35,0.0,temperature,"('warm', 'brogue')",implied_category
219,1.4,0.00016147419383334848,taxonomic,"('lay_eggs', 'robin')",implied_category
220,0.85,0.0005085208813205886,part,"('wings', 'nightingale')",implied_category
221,1.3,0.0,function-action,"('swim', 'anglerfish')",implied_category
222,1.3,0.0012097596310126225,function-action,"('roll', 'marble')",implied_category
223,1.3,0.0,function-action,"('fly', 'moorcock')",implied_category
224,1.3,0.0,function-action,"('roll', 'calliper')",implied_category
225,0.8,0.0,taste,"('sweet', 'tangerine')",implied_category
226,1.3,0.0026114521728747117,function-action,"('swim', 'crab')",implied_category
227,1.4,0.012779522709857504,taxonomic,"('lay_eggs', 'salmon')",implied_category
228,1.45,0.004542043311311403,encyclopedic,"('dangerous', 'alligator')",implied_category
229,1.3,0.004781457238189814,function-action,"('used_in_cooking', 'marinade')",implied_category
230,0.85,0.005752376633380295,part,"('wheels', 'automobile')",implied_category
231,1.3,0.0,function-action,"('swim', 'bullhead')",implied_category
232,1.35,0.004437524745355296,temperature,"('warm', 'jacket')",implied_category
233,0.85,0.00010945606963204662,part,"('wheels', 'coach')",implied_category
234,1.45,0.0,encyclopedic,"('dangerous', 'raper')",implied_category
235,1.35,0.0,temperature,"('warm', 'calfskin')",implied_category
236,1.3,0.0,function-action,"('fly', 'icteridae')",implied_category
237,0.85,0.008765534884370582,part,"('wheels', 'suv')",implied_category
238,0.95,0.0019064326268602725,shape,"('round', 'coconut')",implied_category
239,0.95,0.0,shape,"('square', 'cupboard')",implied_category
240,0.85,0.0020889222563379817,part,"('wheels', 'auto')",implied_category
241,1.3,0.0,function-action,"('swim', 'albatross')",implied_category
242,0.95,0.0,shape,"('round', 'nutlet')",implied_category
243,1.35,0.0,temperature,"('warm', 'kimono')",implied_category
244,1.0,0.0028547162931491423,color,"('green', 'eucalyptus')",implied_category
245,1.3,0.0,function-action,"('swim', 'silverside')",implied_category
246,1.3,0.006788288289855358,function-action,"('swim', 'guppy')",implied_category
247,1.4,0.09986373659646146,taxonomic,"('lay_eggs', 'hen')",implied_category
248,1.0,0.009178931406737903,color,"('green', 'lettuce')",implied_category
249,0.95,0.0,shape,"('square', 'shelf')",implied_category
250,1.3,0.0,function-action,"('fly', 'skylark')",implied_category
251,0.95,0.0,shape,"('square', 'screen')",implied_category
252,1.4,0.0,taxonomic,"('lay_eggs', 'pleuronectidae')",implied_category
253,1.4,0.001861856347844884,taxonomic,"('lay_eggs', 'stork')",implied_category
254,0.85,0.00488866080400041,part,"('wheels', 'tractor')",implied_category
255,1.3,0.0011076063609443065,function-action,"('fly', 'snowbird')",implied_category
256,1.4,0.0,taxonomic,"('lay_eggs', 'mosquitofish')",implied_category
257,0.85,0.01673160519643162,part,"('wings', 'gnat')",implied_category
258,1.4,0.09413758804362189,taxonomic,"('lay_eggs', 'quail')",implied_category
259,0.85,0.0,part,"('wings', 'skylark')",implied_category
260,1.4,0.0,taxonomic,"('lay_eggs', 'tanager')",implied_category
261,0.8,0.001952939481581556,taste,"('juicy', 'honeydew')",implied_category
262,1.3,0.011392097413307375,function-action,"('swim', 'fish')",implied_category
263,1.45,0.0006057860308349889,encyclopedic,"('dangerous', 'henchman')",implied_category
264,0.95,0.00011858211380295694,shape,"('round', 'bowl')",implied_category
265,1.3,0.0,function-action,"('fly', 'puffin')",implied_category
266,1.4,0.010514865941327776,taxonomic,"('lay_eggs', 'duck')",implied_category
267,1.4,0.006808102962692908,taxonomic,"('lay_eggs', 'tortoise')",implied_category
268,0.85,0.0,part,"('wings', 'crake')",implied_category
269,0.8,0.01145662846042673,taste,"('juicy', 'peach')",implied_category
270,0.95,0.0015432060185107904,shape,"('round', 'cabbage')",implied_category
271,0.85,0.0,part,"('wings', 'currawong')",implied_category
272,0.95,0.0,shape,"('square', 'apartment')",implied_category
273,1.4,0.0,taxonomic,"('lay_eggs', 'procellariidae')",implied_category
274,0.95,0.0,shape,"('square', 'keypad')",implied_category
275,1.4,0.011847845742718056,taxonomic,"('lay_eggs', 'egret')",implied_category
276,1.3,0.0024460332505407147,function-action,"('swim', 'rodent')",implied_category
277,1.3,0.0015972981248914932,function-action,"('swim', 'shrimp')",implied_category
278,1.35,0.0004459249933225034,temperature,"('warm', 'scarf')",implied_category
279,1.3,0.0037230564477101075,function-action,"('fly', 'pigeon')",implied_category
280,1.3,0.00498410654938037,function-action,"('used_in_cooking', 'stove')",implied_category
281,0.8,0.0017011277117957178,taste,"('juicy', 'strawberry')",implied_category
282,1.3,0.0,function-action,"('swim', 'sheldrake')",implied_category
283,1.3,0.001544544469054347,function-action,"('roll', 'dowel')",implied_category
284,1.45,0.000771900122003187,encyclopedic,"('dangerous', 'coyote')",implied_category
285,0.8,0.00927027960130911,taste,"('sweet', 'raspberry')",implied_category
286,1.25,0.0,material,"('made_of_wood', 'cello')",implied_category
287,0.8,0.009588622310518364,taste,"('juicy', 'pear')",implied_category
288,1.0,0.0024330824330282418,color,"('green', 'moss')",implied_category
289,0.85,4.7756209348962544e-05,part,"('wings', 'cricket')",implied_category
290,1.3,0.0007561570288311468,function-action,"('fly', 'fowl')",implied_category
291,1.3,0.0011262664435900752,function-action,"('roll', 'bead')",implied_category
292,0.85,0.0,part,"('wings', 'tit')",implied_category
293,1.4,0.0,taxonomic,"('lay_eggs', 'neritidae')",implied_category
294,0.8,0.056059213357579504,taste,"('juicy', 'tangerine')",implied_category
295,1.3,0.0,function-action,"('swim', 'albacore')",implied_category
296,1.3,0.002581804584086834,function-action,"('used_in_cooking', 'cutlery')",implied_category
297,1.3,0.001966418343157594,function-action,"('used_in_cooking', 'turnip')",implied_category
298,0.85,0.0003656210096887851,part,"('wheels', 'carrier')",implied_category
299,1.35,0.0,temperature,"('warm', 'undershirt')",implied_category
300,0.95,0.0,shape,"('round', 'cucurbit')",implied_category
301,2.85,0.0,part,"('wings', 'babbler')",typical_of_concept
302,3.4,0.03052048095534936,taxonomic,"('lay_eggs', 'chicken')",typical_of_concept
303,3.3,0.005669059756680376,function-action,"('used_in_cooking', 'cauliflower')",typical_of_concept
304,3.3,0.0,function-action,"('fly', 'motacilla')",typical_of_concept
305,3.45,0.0,encyclopedic,"('dangerous', 'bolo')",typical_of_concept
306,3.3,0.0,function-action,"('fly', 'ouzel')",typical_of_concept
307,2.85,0.006309767816395626,part,"('wheels', 'bus')",typical_of_concept
308,3.25,0.0,material,"('made_of_wood', 'bedstead')",typical_of_concept
309,2.8,0.004071762886284689,taste,"('juicy', 'meat')",typical_of_concept
310,2.8,0.00990581579975906,taste,"('sweet', 'melon')",typical_of_concept
311,3.3,0.001616991127830739,function-action,"('used_in_cooking', 'pimento')",typical_of_concept
312,3.45,0.0,encyclopedic,"('dangerous', 'blunderbuss')",typical_of_concept
313,3.45,0.0009486741294255255,encyclopedic,"('dangerous', 'killer')",typical_of_concept
314,3.35,0.002249280995789642,temperature,"('hot', 'roast')",typical_of_concept
315,2.85,0.011315067754629158,part,"('wheels', 'chassis')",typical_of_concept
316,3.35,0.0009265913459571098,temperature,"('cold', 'sundae')",typical_of_concept
317,3.45,0.0005688721767183249,encyclopedic,"('dangerous', 'scorpion')",typical_of_concept
318,2.85,0.018402634842965997,part,"('wheels', 'vehicle')",typical_of_concept
319,3.3,0.002926218512082605,function-action,"('used_in_cooking', 'mushroom')",typical_of_concept
320,2.8,0.00046472120683227047,taste,"('juicy', 'mandarin')",typical_of_concept
321,3.35,0.001438887713578252,temperature,"('cold', 'river')",typical_of_concept
322,3.0,0.0,color,"('black', 'starling')",typical_of_concept
323,3.35,0.009984825616608522,temperature,"('warm', 'fireplace')",typical_of_concept
324,3.3,0.0027222364391102927,function-action,"('fly', 'hawk')",typical_of_concept
325,2.8,0.0008923313049844969,taste,"('sweet', 'doughnut')",typical_of_concept
326,2.85,0.0,part,"('wheels', 'streamliner')",typical_of_concept
327,3.25,0.003078463622544461,material,"('made_of_wood', 'ladder')",typical_of_concept
328,2.95,0.0,shape,"('square', 'diskette')",typical_of_concept
329,3.35,0.003569606232236882,temperature,"('warm', 'comforter')",typical_of_concept
330,2.95,0.0,shape,"('square', 'dumbwaiter')",typical_of_concept
331,3.35,0.0067677268555292385,temperature,"('hot', 'lava')",typical_of_concept
332,3.45,0.0,encyclopedic,"('dangerous', 'reduviidae')",typical_of_concept
333,2.85,0.0014840674998146761,part,"('wings', 'hawk')",typical_of_concept
334,3.35,0.005544573775753406,temperature,"('hot', 'dish')",typical_of_concept
335,2.95,0.0,shape,"('square', 'card')",typical_of_concept
336,3.3,0.0,function-action,"('fly', 'twinjet')",typical_of_concept
337,3.3,0.0014615104499216846,function-action,"('fly', 'owl')",typical_of_concept
338,3.0,0.03398809107976477,color,"('yellow', 'daffodil')",typical_of_concept
339,2.8,0.0029147773423526687,taste,"('sweet', 'apple')",typical_of_concept
340,2.8,0.006834087451524718,taste,"('juicy', 'apricot')",typical_of_concept
341,3.45,0.0022391044607434516,encyclopedic,"('dangerous', 'attack')",typical_of_concept
342,3.45,0.0005159340786731016,encyclopedic,"('dangerous', 'hack')",typical_of_concept
343,2.95,0.0012379829121599779,shape,"('round', 'pie')",typical_of_concept
344,3.0,0.003392961597695949,color,"('black', 'coffee')",typical_of_concept
345,2.85,0.0022585732370750656,part,"('wings', 'owl')",typical_of_concept
346,3.0,0.01040271437453575,color,"('green', 'spinach')",typical_of_concept
347,2.8,0.0028302022405243066,taste,"('sweet', 'cake')",typical_of_concept
348,3.3,0.002416017937074998,function-action,"('used_in_cooking', 'vegetable')",typical_of_concept
349,3.0,0.031387623747951315,color,"('blue', 'parrotfish')",typical_of_concept
350,3.25,0.00031694329297634715,material,"('made_of_wood', 'lumber')",typical_of_concept
351,3.0,0.0008475538630276599,color,"('black', 'tar')",typical_of_concept
352,3.0,0.031209106634515857,color,"('red', 'wine')",typical_of_concept
353,2.95,0.0,shape,"('square', 'cubicle')",typical_of_concept
354,3.35,0.006292323551692389,temperature,"('hot', 'quesadilla')",typical_of_concept
355,3.25,0.007340283648937039,material,"('made_of_wood', 'fence')",typical_of_concept
356,2.85,0.0,part,"('wings', 'brant')",typical_of_concept
357,2.95,0.0,shape,"('square', 'basement')",typical_of_concept
358,3.45,0.0005049509164275531,encyclopedic,"('dangerous', 'blade')",typical_of_concept
359,3.3,0.005017869102258058,function-action,"('fly', 'chinook')",typical_of_concept
360,3.25,0.0023296214036815175,material,"('made_of_wood', 'pencil')",typical_of_concept
361,2.8,0.003947015698865104,taste,"('sweet', 'candy')",typical_of_concept
362,3.3,0.005256288030108165,function-action,"('used_in_cooking', 'aubergine')",typical_of_concept
363,3.25,0.0,material,"('made_of_wood', 'hardboard')",typical_of_concept
364,2.8,0.00032783073894302486,taste,"('sweet', 'jam')",typical_of_concept
365,2.85,0.005836344823819549,part,"('wings', 'plane')",typical_of_concept
366,2.85,0.0009851243679270775,part,"('wings', 'quail')",typical_of_concept
367,3.35,0.01184839478990521,temperature,"('hot', 'sauna')",typical_of_concept
368,2.95,0.0,shape,"('square', 'box')",typical_of_concept
369,3.3,0.0,function-action,"('used_in_cooking', 'croquette')",typical_of_concept
370,2.85,0.0,part,"('wheels', 'charabanc')",typical_of_concept
371,3.0,0.0023156122358081056,color,"('blue', 'water')",typical_of_concept
372,3.45,0.0005796072811643232,encyclopedic,"('dangerous', 'traitor')",typical_of_concept
373,3.0,0.0012169628627403816,color,"('red', 'strawberry')",typical_of_concept
374,3.25,0.013734490506790825,material,"('made_of_wood', 'toothpick')",typical_of_concept
375,3.0,0.002668508810586484,color,"('green', 'fern')",typical_of_concept
376,3.3,0.00595973413930958,function-action,"('used_in_cooking', 'garlic')",typical_of_concept
377,2.85,0.0,part,"('wheels', 'stanhope')",typical_of_concept
378,3.3,0.0012899246685981864,function-action,"('fly', 'arrow')",typical_of_concept
379,2.85,0.00987425588090534,part,"('wheels', 'cart')",typical_of_concept
380,3.0,0.006650085376268285,color,"('green', 'vegetable')",typical_of_concept
381,3.0,0.007207672284381352,color,"('red', 'ruby')",typical_of_concept
382,3.35,0.0012636103536181641,temperature,"('hot', 'heating')",typical_of_concept
383,3.35,0.0,temperature,"('cold', 'snowfield')",typical_of_concept
