,animal,fruit,plant,round,measure,relation,object,bird,food,all,mean
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004207270405600756,0.0032926019448999066,0.0007499872350500662
omelette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010778792959263418,0.008404891171834761,0.001918368413109818
cheeseburger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doughnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002301685016891341,0.002048720050228924,0.0004350405067120265
pudding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004612293835200011,0.0034416079126849217,0.0008053901747884934
puree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03129406656650879,0.02555755398502593,0.005685162055153471
tortilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matzah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
custard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015139926978139354,0.012443212806068953,0.002758313978420831
mozzarella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
popsicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020803462620923602,0.017718057536306744,0.003852152015723034
scone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biscuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010337077362433187,0.0008852804272841336,0.00019189881635274525
samosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coleslaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marshmallow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cornmeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
