,vegetable,black,mammal,animal,fruit,bird,reptile,all,communication,relation,fish,object,food,plant,measure,mean
giraffe,0.0,0.0,0.007861111831214884,0.007415597496020498,0.0,0.0,0.0,0.009086004133887271,0.0,0.0,0.0,0.008431991420343272,0.0,0.0,0.0,0.0021863136587643947
viscacha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.00864256857248355,0.007948031632737941,0.0,0.0,0.0,0.00849843655653376,0.0,0.0,0.0,0.008019697194419351,0.0,0.0,0.0,0.00220724893041164
lion,0.0,0.0,0.03458303822969728,0.030964183587975622,0.0,0.0,0.0,0.03188621767317565,0.0,0.0,0.0,0.030753360095651387,0.0,0.0,0.0,0.008545786639099997
dolphin,0.0,0.0,0.006528563067872362,0.006095238869655384,0.0,0.0,0.0,0.005703248339074179,0.0,0.0,0.011555835658031097,0.005574160658338733,0.0,0.0,0.0,0.002363803106198117
mussel,0.0,0.0,0.0,0.004619048981158225,0.0,0.0,0.0,0.004431118097372518,0.0,0.0,0.0,0.004431814419879809,0.004280198315026456,0.0,0.0,0.0011841453208958005
cockroach,0.0,0.0,0.0,0.0036014634255570844,0.0,0.0,0.0,0.0031519683634286927,0.0,0.0,0.0,0.003236745794239001,0.0,0.0,0.0,0.0006660118388816517
beetle,0.0,0.0,0.0,0.0008306560469829328,0.0,0.0,0.0,0.0007176583174878385,0.0,0.0,0.0,0.0007374811085889222,0.0,0.0,0.0,0.00015238636487064622
millipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pelican,0.0,0.0,0.0,0.02668411814629903,0.0,0.03149705077713982,0.0,0.02499350156399515,0.0,0.0,0.0,0.024063390705091232,0.0,0.0,0.0,0.007149204079501683
crocodile,0.0,0.0,0.0,0.0015591801101777203,0.0,0.0,0.0025195504240243154,0.001443746848458375,0.0,0.0,0.0,0.00140533385682731,0.0,0.0,0.0,0.0004618540826325147
snake,0.0,0.0,0.0,0.03313777608692694,0.0,0.0,0.04726440545925838,0.03069776509318722,0.0,0.0,0.0,0.03010642375180039,0.0,0.0,0.0,0.009413758026078195
hornet,0.0,0.0,0.0,0.008385502488630459,0.0,0.0,0.0,0.007742579128628755,0.0,0.0,0.0,0.007788665512736092,0.0,0.0,0.0,0.0015944498086663535
housefly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pipefish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insect,0.0,0.0,0.0,0.0038034315153979504,0.0,0.0,0.0,0.0038813245009662605,0.0,0.0,0.0,0.003891794919158681,0.0,0.0,0.0,0.0007717700623681929
penguin,0.0,0.0,0.0,0.01653689500031457,0.0,0.016436880255520526,0.0,0.015201638607990453,0.0,0.0,0.0,0.014895974551939117,0.0,0.0,0.0,0.004204759227717644
lizard,0.0,0.0,0.0,0.01974691992854354,0.0,0.0,0.027228322830542367,0.016959882547620563,0.0,0.0,0.0,0.016278025319530418,0.0,0.0,0.0,0.00534754337508246
bird,0.0,0.0,0.0,0.03553279878028752,0.0,0.040275957325865225,0.0,0.03228639622191468,0.040513922986765184,0.0,0.0,0.03235588761399214,0.030926544980847747,0.0,0.0,0.014126100527311499
crow,0.0,0.0,0.0,0.026053186807747528,0.0,0.029409135247905793,0.0,0.02536390020857802,0.0,0.0,0.0,0.02537401366637972,0.0,0.0,0.0,0.007080015728707405
owl,0.0,0.0,0.0,0.013750508262689887,0.0,0.01644647336085503,0.0,0.01145828527356721,0.0,0.0,0.0,0.011482180033210554,0.0,0.0,0.0,0.0035424964620215118
magpie,0.0,0.0,0.0,0.17900350423357467,0.0,0.2193912534900522,0.0,0.166492312367438,0.0,0.0,0.0,0.16908996340391266,0.0,0.0,0.0,0.048931802232998506
calf,0.0,0.0,0.0,0.007264059137349925,0.0,0.0,0.0,0.007463596803572791,0.0,0.008071548848595494,0.0,0.007362539067990054,0.0,0.0,0.0,0.0020107829238338844
woodpecker,0.0,0.0,0.0,0.047910889789344394,0.0,0.04928411025059689,0.0,0.04884430188517927,0.0,0.0,0.0,0.04853626157224364,0.0,0.0,0.0,0.012971704233157612
currawong,0.0,0.0,0.0,0.09767463062172091,0.0,0.12844709558006917,0.0,0.09674783204881748,0.0,0.0,0.0,0.09308578201935416,0.0,0.0,0.0,0.02773035601799745
starling,0.0,0.0,0.0,0.03178434022515193,0.0,0.04333522854915832,0.0,0.02661121102057464,0.0,0.0,0.0,0.0268842517328641,0.0,0.0,0.0,0.008574335435183267
toucanet,0.0,0.0,0.0,0.09530859683381586,0.0,0.11025604064440765,0.0,0.11401069777879753,0.0,0.0,0.0,0.11447652274147925,0.0,0.0,0.0,0.02893679053323335
alligator,0.0,0.0,0.0,0.006622636304653962,0.0,0.0,0.008816281542412902,0.006205498790022701,0.0,0.006699612286078677,0.0,0.0060955937526781506,0.0,0.0,0.0,0.0022959748450564264
ladybird,0.0,0.0,0.0,0.003506760679092305,0.0,0.0,0.0,0.003045457128484326,0.0,0.0,0.0,0.00298472815085917,0.0,0.0,0.0,0.0006357963972290534
frog,0.0,0.0,0.0,0.003934999621356276,0.0,0.0,0.0,0.003549777617976167,0.0,0.0,0.0,0.0034502852550669077,0.0,0.0,0.0,0.00072900416629329
lobster,0.0,0.0,0.0,0.004989643066003647,0.0,0.0,0.0,0.004903188917382904,0.0,0.0,0.0,0.004870472289138017,0.005480908946672028,0.0,0.0,0.0013496142146131064
lark,0.0,0.0,0.0,0.013330150824071746,0.0,0.018519054049633832,0.0,0.012993968460020032,0.0,0.0,0.0,0.01221178228954327,0.0,0.0,0.0,0.0038036637082179254
peacock,0.0,0.0,0.0,0.0017598119318512427,0.0,0.00196075112054328,0.0,0.001707419170986326,0.0,0.0,0.0,0.001650167784458748,0.0,0.0,0.0,0.00047187666718930644
frogmouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parrot,0.0,0.0,0.0,0.04008822832954073,0.0,0.04494905150908625,0.0,0.03879353636639133,0.0,0.0,0.0,0.037961654411125124,0.0,0.0,0.0,0.010786164707742896
raisin,0.0,0.0,0.0,0.0,0.006228031471516392,0.0,0.0,0.006209765307254268,0.0,0.0,0.0,0.006003055522115693,0.0064566410821478995,0.0,0.0,0.0016598328922022834
olive,0.0,0.0,0.0,0.0,0.02816803967812555,0.0,0.0,0.025546244511572135,0.0,0.027554849807496014,0.0,0.02491735022634494,0.028132220036050756,0.02813798338099554,0.0,0.010830445842705665
cherry,0.0,0.0,0.0,0.0,0.069123200054245,0.0,0.0,0.058294372286589846,0.0,0.0634841514258861,0.0,0.05798573046338304,0.06427558812366577,0.06644419695581169,0.0,0.025307149287305427
grape,0.0,0.0,0.0,0.0,0.012792743621669692,0.0,0.0,0.011550863255173209,0.0,0.0,0.0,0.011339574700975248,0.013470900727258168,0.01304204600515044,0.0,0.004146408554015117
coffee,0.0,0.0,0.0,0.0,0.019949147218443198,0.0,0.0,0.01824172661857427,0.0,0.019765317854236027,0.0,0.017649327220090685,0.020443400163184453,0.019426119159957084,0.0,0.007698335882299048
apple,0.0,0.0,0.0,0.0,0.004960757458082733,0.0,0.0,0.0044442407985100536,0.0,0.0,0.0,0.004382220326024367,0.004948005055093381,0.005511599005929667,0.0,0.0016164548429093465
pear,0.0,0.0,0.0,0.0,0.006382468515005484,0.0,0.0,0.0040036280707782075,0.0,0.0,0.0,0.003940430313698529,0.005618663753111348,0.0072014036069146204,0.0,0.0018097729506338792
avocado,0.0,0.0,0.0,0.0,0.010103167433714188,0.0,0.0,0.00844098683099918,0.0,0.0,0.0,0.00824621897799254,0.009269619562207322,0.011300125320705741,0.0,0.003157341208374598
raspberry,0.0,0.0,0.0,0.0,0.021324231159328084,0.0,0.0,0.017464313819733367,0.02756675429658569,0.0,0.0,0.017161523065894302,0.020482376387055048,0.023624223425206068,0.0,0.008508228143586838
corn,0.0,0.0,0.0,0.0,0.0022789756580358896,0.0,0.0,0.0015018647808277227,0.0,0.0018347804429231322,0.0,0.0014749157074694797,0.0020570332468223644,0.0025369952220965,0.0,0.0007789710038783392
lime,0.0,0.0,0.0,0.0,0.0054143620758583645,0.0,0.0,0.004739958716555085,0.0,0.0057581483445469555,0.0,0.004601564136043777,0.005117642815027818,0.006065596097605851,0.0,0.0021131514790425233
glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031069634544534947,0.0,0.0,0.0,0.0029028601600845205,0.0,0.0,0.005570299452297263,0.0007720082044556852
pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003803431897412031,0.0,0.0,0.0,0.0036815854457612368,0.0,0.0,0.0,0.0004990011562115512
blackboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006902341672105807,0.0,0.0,0.0,0.0068404002884350345,0.0,0.0,0.0,0.0009161827973693894
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075997880108459055,0.0,0.0,0.0,0.007350403025131665,0.0,0.0,0.0,0.0009966794023985046
pupil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003113899476820891,0.0,0.0,0.0,0.003110712955678412,0.0,0.0,0.0,0.00041497416216662017
market,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04220268403000487,0.0,0.0,0.0,0.04134345059988558,0.0,0.0,0.0,0.005569742308659364
gown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1008138693383498,0.0,0.0,0.0,0.09727474035813584,0.0,0.0,0.0,0.013205907313099043
parka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stocking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010484055082328476,0.0,0.0,0.0,0.010061981916635163,0.0,0.0,0.0,0.0013697357999309092
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038512005789934248,0.0,0.0,0.0,0.0037324698093192193,0.0,0.0,0.0,0.0005055780258875096
night,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014544561883913678,0.0,0.0,0.0,0.0,0.0,0.0,0.01908260952478308,0.0022418114272464503
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057550468733140535,0.0,0.0,0.0,0.05608061040427421,0.0,0.0,0.0,0.007575405275827649
tyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006472210519342006,0.0,0.0,0.0,0.0006133307875894189,0.0,0.0,0.0,8.403678930157463e-05
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010830060791602364,0.0,0.0,0.0,0.01040858022538535,0.0,0.0,0.0,0.001415909401132514
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015105577501688588,0.0,0.0,0.0,0.014936783776404765,0.0,0.0,0.0,0.0020028240852062234
pot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009358774420582116,0.0,0.009593435269398718,0.0,0.009287360581465025,0.0,0.0,0.013676456140520042,0.0027944017607977266
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01571477377523732,0.0,0.0,0.0,0.015236049477469307,0.0,0.0,0.0,0.0020633882168471086
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017686550903702706,0.0,0.0,0.0,0.0017155496434012837,0.0,0.0,0.0,0.00023228031558477028
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006983675597499657,0.0,0.0,0.0,0.006794424297154117,0.0,0.0,0.0,0.0009185399929769183
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03127896058713054,0.0,0.0,0.0,0.030526327232594686,0.0,0.0,0.0,0.004120352521315015
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06498469871196136,0.0,0.0717684394848718,0.0,0.06206433170634958,0.0,0.0,0.0,0.013254497993545517
tar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036042491045104896,0.0,0.0037186727699914423,0.0,0.003758645094082497,0.0,0.0,0.0,0.0007387711312389619
jean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002066085465906607,0.0,0.0,0.0,0.002069241798170452,0.0,0.0,0.0,0.0002756884842718039
lantern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05906453317637101,0.0,0.0,0.0,0.058273102030791876,0.0,0.0,0.0,0.007822509013810859
umbrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00836761356314909,0.0,0.0,0.0,0.008088823217428777,0.0,0.0,0.0,0.0010970957853718576
hair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06559232299199123,0.0,0.0,0.0,0.06553675547756309,0.0,0.0,0.09469665593791125,0.015055048960497704
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007267363699150997,0.0,0.0,0.0,0.006671974827634206,0.0,0.0,0.0,0.0009292892351190136
miner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032039972986081834,0.0,0.0,0.0,0.030247884858192974,0.0,0.0,0.0,0.004152523856284987
suit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02366042358594004,0.0,0.02728735816629948,0.0,0.0228052942771973,0.0,0.0,0.0,0.0049168717352957875
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006987544791349779,0.0,0.0,0.0,0.00679485179608532,0.0,0.0,0.0,0.0009188264391623399
combretum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00676242103738605,0.0,0.007684182102890028,0.0,0.0,0.0,0.0,0.0,0.0009631068760184052
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008312744686268537,0.0,0.008873234335349933,0.0,0.0,0.0,0.0,0.0,0.0011457319347745645
sun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012040249342289644,0.0,0.0,0.0,0.011586739694550584,0.0,0.0,0.0,0.0015751326024560151
ketchup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011590549312580863,0.0,0.012598332904754353,0.0,0.0,0.0,0.0,0.0,0.0016125921478223476
brick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023944247748899834,0.0,0.0,0.0,0.002366743906462243,0.0,0.0,0.0,0.00031741124542348175
weed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00342447476655923,0.0,0.0,0.0,0.003304392996354613,0.0,0.003987576820822403,0.0,0.0007144296389157497
heart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007132133109934989,0.0,0.007775644651494445,0.0,0.0070510476687253455,0.007434203065634224,0.0,0.0,0.0019595352330526003
flower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002797033299398523,0.0,0.0,0.0,0.002729583467880074,0.0,0.003858073921208947,0.004114826217268955,0.0008999677937170999
carnation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004020486209131626,0.0,0.0,0.0,0.00387802168775966,0.0,0.005326098799698426,0.0,0.0008816404464393142
rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005008704298841123,0.0,0.0,0.0,0.004921113590730931,0.006553685539091767,0.007915434376920199,0.0,0.0016265958537056012
supermarket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011587324797674452,0.0,0.0,0.0,0.0011355714404764374,0.0,0.0,0.0,0.0001529535946829255
fir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002775406823957724,0.0,0.0032012062082223203,0.0,0.002701958132193147,0.0,0.0046089750009548945,0.0,0.0008858364110218723
honey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038201116951042577,0.0,0.0,0.0,0.003747836340699915,0.0038078457338206664,0.0,0.0,0.0007583862513083226
pansy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032619688069535735,0.0,0.0037469701934582183,0.0,0.0,0.004263622244833109,0.0,0.0,0.0007515040830163267
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00363087541088684,0.0,0.004729337129238327,0.0,0.0,0.0049450325490726504,0.0,0.0,0.0008870163392798546
bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008129762289048218,0.0,0.0,0.0,0.008003138677006316,0.0,0.0,0.011993647022856761,0.001875103199260753
milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006517150119699376,0.0,0.007319399232397045,0.0,0.0,0.007577408082023511,0.0,0.0,0.001427597162274662
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047800751447094215,0.0,0.0,0.0,0.004691900322044751,0.006720813595040709,0.0,0.0,0.0010795192707863254
dogbane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
