pair,prop-specific,non-specific,p,l,n,i,r,b,u
"('fly', 'butterfly')",0.0280890545958718,0.020590316785018187,0.018353180319693806,0.0054272212544200955,0.004308653021757903,0.004308653021757903,0.016281663763260287,,0.9513206286191099
"('fly', 'craft')",0.011249611563575632,0.04293199594585298,0.007499741042383754,0.0024999136807945846,0.0012499568403972923,0.007933204414728792,0.03168238438227735,0.00331640714884684,0.9458183924905713
"('fly', 'chinook')",0.0400557013472485,0.07710597899941814,0.029424468537967523,0.005315616404640487,0.005315616404640487,0.016797913043708694,0.060308065955709436,,0.8828383196533334
"('fly', 'pigeon')",0.02305433511036007,0.03623249198158909,0.018498508987736445,0.004555826122623625,,0.003083084831289408,0.027747763481604668,0.005401643668695022,0.9407131729080509
"('fly', 'albatross')",0.017800298411190775,0.034499275236478465,0.017800298411190775,,,0.008900149205595387,0.025599126030883077,,0.9477004263523308
"('fly', 'kite')",0.021923734203662615,0.04532116087799655,0.016095578430524737,0.003145559368050419,0.0026825964050874564,0.008510752178225332,0.031445215889596305,0.005365192810174913,0.9327551049183409
"('fly', 'duck')",0.015615820922645254,0.04182375058498855,0.013124309245187765,0.0015498920917701071,0.0009416195856873823,0.0068045844549680864,0.027781836750792318,0.0072373293792281496,0.942560428492366
"('fly', 'hawk')",0.03508045244722137,0.07404343955414637,0.023386968298147577,0.007795656099382526,0.003897828049691263,0.02488089463043598,0.043060563269003455,0.0061019816547069365,0.8908761079986323
"('fly', 'puffin')",,0.02516025641025641,,,,0.02516025641025641,,,0.9748397435897436
"('fly', 'toy')",0.011585551316156545,0.02879251413257629,0.008480655092524226,0.0015524481118161584,0.0015524481118161584,0.006209792447264634,0.020311859040052064,0.002270862645259594,0.9596219345512672
"('fly', 'nightingale')",0.00939982347749338,0.03987202118270079,0.00939982347749338,,,0.016526919682259486,0.023345101500441306,,0.9507281553398058
"('fly', 'airship')",0.04174319891072914,0.0626147983660937,0.03130739918304685,0.0052178998638411425,0.0052178998638411425,0.010435799727682285,0.04174319891072914,0.010435799727682285,0.8956420027231772
"('fly', 'vulture')",0.03487599375701117,0.0535296228426502,0.024911424112150835,0.004982284822430167,0.004982284822430167,0.0149468544672905,0.033600483552929536,0.004982284822430167,0.9115943834003386
"('fly', 'loon')",0.015132275454732246,0.020729909245090494,0.015132275454732246,,,0.007566137727366123,0.007566137727366123,0.005597633790358249,0.9641378153001773
"('fly', 'jet')",0.021063257496161527,0.07064954261442316,0.014561382463692318,0.004853794154564105,0.0016480808779051055,0.010145015434006682,0.053829162825083626,0.006675364355332841,0.9082871998894153
"('fly', 'stork')",0.022472252095042913,0.043813282470628816,0.01797780167603433,0.004494450419008583,,0.006736602885376296,0.03258222916624393,0.004494450419008583,0.9337144654343283
"('fly', 'plane')",0.011702933249808284,0.049511257690474944,0.00780195549987219,0.00260065183329073,0.001300325916645365,0.009460447605629302,0.03614983233490955,0.003900977749936095,0.9387858090597169
"('fly', 'flycatcher')",,0.05482456140350877,,,,0.05482456140350877,,,0.9451754385964912
"('fly', 'fowl')",0.016873413797797606,0.03404917995164194,0.012655060348348204,0.0042183534494494015,,0.0065932323316268485,0.027455947620015086,,0.9490774062505605
"('fly', 'balloon')",0.016110716618854205,0.04622688669866789,0.011556721674666972,0.002627874665076074,0.0019261202791111618,0.010332355781520721,0.03081792446577859,0.005076606451368573,0.9376623966824779
"('fly', 'tit')",,0.021848739495798318,,,,0.021848739495798318,,,0.9781512605042018
"('fly', 'capsule')",0.014004751980788255,0.044631985932801856,0.00823903814905401,0.003843809221156162,0.001921904610578081,0.006532418791436101,0.034520088974203854,0.003579478167161898,0.94136326208641
"('fly', 'quail')",0.024835125912083915,0.04297630909589186,0.018152765293279822,,0.006682360618804092,0.006682360618804092,0.032642064814031826,0.0036518836630559438,0.9321885649920242
"('fly', 'marabou')",,0.034074074074074076,,,,,0.034074074074074076,,0.9659259259259259
"('fly', 'woodpecker')",0.045372870772042856,0.02137064591233722,0.045372870772042856,,,0.01068532295616861,0.01068532295616861,,0.93325648331562
"('fly', 'helicopter')",0.023289481407020224,0.06951476854289752,0.01552632093801348,0.0051754403126711606,0.0025877201563355803,0.013880220367365284,0.04963402535461028,0.006000522820921985,0.9071957500500822
"('dangerous', 'looter')",0.024367005063959488,0.23489812081503347,,0.012183502531979744,0.012183502531979744,0.0808985528115775,0.14181606547147624,0.012183502531979744,0.740734874121007
"('dangerous', 'hippopotamus')",0.018829104463216936,0.08544021614780697,,0.018829104463216936,,0.027357724869874835,0.05808249127793215,,0.8957306793889761
"('dangerous', 'conspiracy')",0.04006410256410256,0.15821678321678323,0.005536130536130536,0.01995920745920746,0.014568764568764568,0.06905594405594406,0.08027389277389277,0.008886946386946388,0.8017191142191142
"('dangerous', 'arrow')",0.015972940034448463,0.12112868393193385,0.0020333070063048965,0.006918251624479338,0.007021381403664227,0.05208408765368444,0.059287226549507244,0.009757369728742159,0.8628983760336176
"('dangerous', 'conspirator')",0.0204800549551108,0.1877727385545703,,0.014874984644158137,0.005605070310952664,0.05809447164622147,0.12799476522484712,0.0016835016835016836,0.7917472064903189
"('dangerous', 'bow')",0.022548855042424154,0.0966738132160743,0.0030888753058322897,0.01146809379380329,0.007991885942788577,0.043254512920348806,0.04614594506525608,0.007273355230469413,0.8807773317415015
"('dangerous', 'revolver')",0.0436301703163017,0.2221508515815085,,0.027464720194647203,0.0161654501216545,0.11229197080291971,0.10852554744525549,0.0013333333333333333,0.7342189781021898
"('dangerous', 'fire')",0.029804255849002263,0.11937734808209599,0.002927403315547098,0.01809464258681387,0.008782209946641294,0.04594516362758716,0.06506048353906621,0.008371700915442606,0.8508183960689019
"('dangerous', 'shotgun')",0.03154233715543798,0.14668190088038327,0.0025406623964244514,0.01563302678221395,0.013368647976799571,0.06779277223931286,0.07568313024996866,0.0032059983911017637,0.8217757619641787
"('dangerous', 'traitor')",0.026400704127025148,0.1221065746865101,0.004123385410868998,0.014847461218872553,0.007429857497283594,0.04207937979718384,0.07012616434881241,0.009901030540513845,0.8514927211864647
"('dangerous', 'methamphetamine')",0.026403932315455216,0.12306755404758797,0.005968071686458741,0.010217930314498238,0.010217930314498238,0.04810561572926182,0.07025968941667754,0.004702248901648614,0.8505285136369568
"('dangerous', 'snake')",0.026366288104269626,0.11845918611734706,0.0018461151143720216,0.015446661889916783,0.009073511099980822,0.04017391659370695,0.07206105312428261,0.006224216399357491,0.8551745257783834
"('dangerous', 'morphine')",0.035722083593262635,0.1236353711790393,,0.0176621958827199,0.018059887710542732,0.04107922645040549,0.0706487835308796,0.01190736119775421,0.840642545227698
"('dangerous', 'plot')",0.026856257069173883,0.10166191557431264,0.0034242913272747636,0.014257389398734908,0.009174576343164214,0.036461659090679416,0.05663952816544632,0.00856072831818691,0.8714818273565136
"('dangerous', 'handgun')",0.036955125397798605,0.15319808180783043,0.004279254620303057,0.014325859099004407,0.018350011678491138,0.07429682709993869,0.07108679308633324,0.007814461621558496,0.8098467927943709
"('dangerous', 'virus')",0.05314264743330488,0.10073173654488533,0.006778112314444494,0.03165490795248581,0.014709627166374572,0.03619736664719364,0.06338096736020611,0.0011534025374855825,0.8461256160218098
"('dangerous', 'punk')",0.027099673202614378,0.10129221132897603,0.0022222222222222222,0.012051674836601307,0.01282577614379085,0.03449993191721133,0.06251702069716775,0.00427525871459695,0.8716081154684097
"('dangerous', 'bolo')",0.020445990180032732,0.1279950900163666,,0.020445990180032732,,0.07697626841243863,0.05101882160392798,,0.8515589198036007
"('dangerous', 'pentobarbital')",0.07692307692307693,0.038461538461538464,,,0.07692307692307693,0.038461538461538464,,,0.8846153846153846
"('dangerous', 'neurotoxin')",0.0693664795509222,0.057805399625768514,0.011561079925153702,0.0346832397754611,0.023122159850307404,,0.04624431970061481,0.011561079925153702,0.8728281208233093
"('dangerous', 'pistol')",0.029539892779572575,0.17828555406643617,,0.01499822053110391,0.01454167224846867,0.08236602860680713,0.08647250044989803,0.009447025009731021,0.7921745531539912
"('dangerous', 'scalpel')",0.010876674716807543,0.09647680553159681,,,0.010876674716807543,0.03807554913460986,0.052962919038583176,0.005438337358403772,0.8926465197515957
"('dangerous', 'venom')",0.027143239429766944,0.09988809419549458,0.002466184985160317,0.014812314503965359,0.009864739940641269,0.039458959762565075,0.055496764462608865,0.004932369970320634,0.8729686663747385
"('dangerous', 'mallet')",0.027006688963210703,0.09902452619843925,,0.013503344481605352,0.013503344481605352,0.027006688963210703,0.06751672240802675,0.004501114827201783,0.87396878483835
"('dangerous', 'killer')",0.03869755310275756,0.15189722549155635,0.004613723189466684,0.021146200136674113,0.012937629776616765,0.0654260789600009,0.07956160073376617,0.0069095457977892925,0.8094052214056862
"('dangerous', 'blade')",0.034468579514738355,0.13632243920034579,0.0033322689658358538,0.01749382818486162,0.013642482364040887,0.043560134492290896,0.08686996754858395,0.005892337159470936,0.8292089812849157
"('dangerous', 'blunderbuss')",0.01840628507295174,0.26374859708193044,,0.01840628507295174,,0.1717171717171717,0.09203142536475868,,0.7178451178451178
"('dangerous', 'weapon')",0.02663454774034352,0.10601926755446894,0.0025739693154213767,0.015891243185593137,0.008169335239329008,0.0454544671199151,0.05284289248828972,0.0077219079462641305,0.8673461847051875
"('dangerous', 'buckshot')",0.03488409738409739,0.13718919968919968,,0.020930458430458432,0.013953638953638952,0.05115255115255116,0.07905982905982906,0.006976819476819476,0.8279267029267029
"('dangerous', 'hack')",0.017680297498945303,0.111711559285537,0.0038683585073417317,0.007638863070375861,0.006173075921227708,0.033336809699404064,0.07191347115037092,0.006461278435762027,0.8706081432155176
"('dangerous', 'dose')",0.02338874175011731,0.06987381351906526,0.0020283396205986117,0.014736880305956573,0.006623521823562125,0.024705232659159016,0.04290075625379849,0.0022678246061077407,0.9067374447308175
"('dangerous', 'poison')",0.038833004792826226,0.14473658781694498,0.003157370902906617,0.022297271181199754,0.013378362708719851,0.05629638218923933,0.07859365337043908,0.009846552257266543,0.8164304073902289
"('dangerous', 'nightstick')",0.015151515151515152,0.21212121212121213,,0.015151515151515152,,0.06060606060606061,0.12121212121212122,0.030303030303030304,0.7727272727272727
"('dangerous', 'gun')",0.023486878689299554,0.1113858693736562,0.0019025703545666969,0.013495644890080384,0.008088663444652472,0.04839373469595092,0.057162479499571844,0.005829655178133429,0.8651272519370443
"('dangerous', 'alligator')",0.015582511935226145,0.08832504590574622,0.0029022772032168617,0.0061872121672278835,0.006493022564781401,0.03861857340155252,0.04808321686299834,0.0016232556411953502,0.8960924421590277
"('dangerous', 'mafioso')",0.045590522914921626,0.11277970563599378,,0.01519684097164054,0.03039368194328108,0.03525986199194288,0.0775198436440509,,0.8416297714490847
"('dangerous', 'gunman')",0.03287087508080538,0.12962391366777634,0.0018595866554451978,0.019252083775480808,0.011759204649879368,0.04838007939331066,0.07254758571444785,0.008696248560017805,0.8375052112514183
"('dangerous', 'terrorism')",0.025869759143621766,0.09468480523342254,0.0027282188522152837,0.014298988997918524,0.008842551293487957,0.03748884924174844,0.051081623550401425,0.006114332441272673,0.8794454356229557
"('dangerous', 'torpedo')",0.027426850065461382,0.10151390414539697,0.0013417220928706101,0.016491931786460537,0.009593196186130233,0.042290167095752,0.051756430944656893,0.007467306104988085,0.8710592457891416
"('dangerous', 'grenade')",0.06638550452983442,0.23976882224304905,,0.04339789649068,0.02298760803915443,0.117359158596272,0.11220451942101427,0.010205144225762783,0.6938456732271165
"('dangerous', 'firearm')",0.043441208778088214,0.15464037538505623,0.006332533371540464,0.01811107529192636,0.01899760011462139,0.08664660792320367,0.06421185853809967,0.0037819089237528954,0.8019184158368556
"('dangerous', 'racketeer')",0.021061966522558474,0.1551934375346414,,0.008812770202859992,0.01224919631969848,0.03868750692827846,0.11650593060636294,,0.8237445959428001
"('dangerous', 'attack')",0.028310902767276575,0.10831997580523212,0.0024618176319370936,0.017232723423559658,0.008616361711779829,0.043081808558899135,0.0578527143505217,0.007385452895811281,0.8633691214274912
"('dangerous', 'bayonet')",0.045236100533130236,0.1523944317508674,0.005026233392570027,0.025131166962850133,0.015078700177710078,0.08202716425488704,0.07036726749598037,,0.8023694677160025
"('dangerous', 'sword')",0.038035879472800176,0.14002645797737379,0.0018546952304355241,0.016380198007283766,0.019800986235080895,0.07079627548736771,0.0636739157432202,0.005556266746785893,0.8219376625498259
"('dangerous', 'scimitar')",0.04082766439909297,0.0883219954648526,,0.020413832199546483,0.020413832199546483,0.06790816326530612,0.020413832199546483,,0.8708503401360543
"('dangerous', 'shaft')",0.032902462136654896,0.09258734014475759,0.004985369055311151,0.017438237232570174,0.010478855848773571,0.02648286187406613,0.06610447827069146,,0.8745101977185874
"('dangerous', 'malaria')",0.043454517085348726,0.07918552036199095,0.007177406771727259,0.02059603682321735,0.01568107349040412,0.0411920736464347,0.03799344671555625,,0.8773599625526604
"('dangerous', 'raper')",,0.07695681511470985,,,,0.07695681511470985,,,0.9230431848852901
"('dangerous', 'gang')",0.031005184849095906,0.13006055136155278,0.00332094301465255,0.016060941283159432,0.011623300551283924,0.0531350882344408,0.06973980330770356,0.007185659819408417,0.8389342637893513
"('dangerous', 'bootlegger')",0.014783383709214911,0.09843318091399933,,,0.014783383709214911,,0.08364979720478442,0.014783383709214911,0.8867834353767857
"('dangerous', 'hammer')",0.020873667844869433,0.10761922343352333,0.0014539830515500824,0.013119959650495899,0.006299725142823454,0.04463082417402179,0.05717246705330121,0.00581593220620033,0.8715071087216072
"('dangerous', 'war')",0.022722768004143183,0.0960372822511293,0.0025335434762454325,0.013261541609255665,0.006927682918642085,0.035311362103304635,0.05439206145721109,0.0063338586906135814,0.8812399497447274
"('dangerous', 'warhead')",0.023588783101815725,0.0876333177254045,0.0037875240622236095,0.015238541178918891,0.004562717860673222,0.03262577389313771,0.04553873367670777,0.009468810155559025,0.8887778991727797
"('dangerous', 'henchman')",0.03719039950924009,0.1342944048258058,,0.017560003067249443,0.019630396441990643,0.06956266135010097,0.060603736932239353,0.00412800654346548,0.8285151956649542
"('dangerous', 'harpoon')",0.029902333840690003,0.12874175545408423,,0.01610857432775241,0.013793759512937594,0.07356671740233384,0.05517503805175038,,0.8413559107052258
"('dangerous', 'scorpion')",0.031495083630630534,0.1227361487117798,,0.015178713601435858,0.016316370029194675,0.05748975679009774,0.058719843910004205,0.00652654801167787,0.8457687676575897
"('dangerous', 'knife')",0.03903116533938233,0.14694692906553466,0.004165556649881312,0.02061893911707949,0.014246669572421527,0.0563577527937625,0.08525733632742225,0.005331839944349942,0.814021905595083
"('dangerous', 'coyote')",0.03436389109452714,0.10804753903544939,0.004019368808123891,0.017763549479107594,0.012580972807295653,0.049071273318671046,0.05611176031279093,0.00286450540398741,0.8575885698700235
"('dangerous', 'tiger')",0.027102412038516994,0.18361230162715958,0.0009344215469074391,0.020188480741553147,0.005979509750056411,0.08307698666130842,0.09910973428338382,0.0014255806824673605,0.7892852863343234
"('dangerous', 'missile')",0.032379211344799354,0.09870977675054196,0.0034702596952861865,0.01925592203729493,0.009653029612218235,0.04396806084456525,0.04537033382917128,0.009371382076805447,0.8689110119046586
"('dangerous', 'hijacker')",0.036481700215719746,0.15330228042391061,,0.023374878133781533,0.013106822081938212,0.051882888218348966,0.08833301901774726,0.013086373187814406,0.8102160193603697
"('dangerous', 'club')",0.018439119727598364,0.08254987651958531,0.0014568677193687156,0.012535043380582256,0.004447208627647396,0.02833197410862746,0.049462387782489896,0.004755514628467963,0.8990110037528162
"('dangerous', 'sniper')",0.03603848427636974,0.1474006903522322,0.004367145336308332,0.01856990293113641,0.013101436008924997,0.06224135629421973,0.07860861605354998,0.006550718004462499,0.8165608253713981
"('dangerous', 'thief')",0.02913153610461533,0.12455543128844908,0.0033183710716217867,0.013233379902117688,0.012579785130875857,0.04770808778027567,0.07021060136492982,0.006636742143243573,0.8463130326069357
"('wings', 'gnat')",0.06338652482269502,0.08451536643026004,,0.06338652482269502,,0.028221040189125298,0.05629432624113475,,0.852098108747045
"('wings', 'stilt')",0.03450455005055612,0.12019716885743176,,0.03450455005055612,,0.057381193124368055,0.0628159757330637,,0.8452982810920121
"('wings', 'sheldrake')",,0.14285714285714285,,,,0.07142857142857142,0.07142857142857142,,0.8571428571428571
"('wings', 'skylark')",,0.03774928774928775,,,,,0.03774928774928775,,0.9622507122507122
"('wings', 'canary')",0.029203452797202798,0.13768138111888112,,0.029203452797202798,,0.0623131555944056,0.036576704545454544,0.038791520979020985,0.8331151660839161
"('wings', 'drone')",0.0425398543199169,0.19785824192765428,0.007573067507425762,0.03496678681249114,,0.012298258253931289,0.08393424136696512,0.10162574230675789,0.7596019037524288
"('wings', 'moth')",0.05071271929824561,0.045504385964912276,0.01690423976608187,0.03380847953216374,,0.008452119883040935,0.03705226608187134,,0.9037828947368421
"('wings', 'insect')",0.04653095139177399,0.08644924525688963,0.01551031713059133,0.03102063426118266,,0.017518349259105385,0.04566542030189724,0.023265475695886995,0.8670198033513362
"('wings', 'angel')",0.05263157894736842,0.21052631578947367,0.05263157894736842,,,,0.10526315789473684,0.10526315789473684,0.7368421052631579
"('wings', 'warbler')",0.025197729302206914,0.11244418930986096,,0.025197729302206914,,0.05435642301313943,0.05808776629672152,,0.8623580813879321
"('wings', 'bat')",0.0251467879529823,0.04385372256504791,0.008816986619337526,0.016329801333644776,,0.011079557182225173,0.014298441302396846,0.018475724080425894,0.9309994894819698
"('wings', 'crow')",0.047932330827067667,0.16541353383458646,0.004464285714285714,0.043468045112781954,,0.07988721804511278,0.057683270676691725,0.027843045112781954,0.7866541353383458
"('wings', 'peregrine')",0.010269033389334142,0.11768317313430095,0.010269033389334142,,,0.07810414314173712,0.031861017011392954,0.007718012981170877,0.872047793476365
"('wings', 'gadfly')",0.02575202575202575,0.0515040515040515,0.012876012876012874,0.012876012876012874,,0.012876012876012874,,0.03862803862803863,0.9227439227439227
"('wings', 'roach')",0.004219409282700422,0.03561078970737372,0.0010548523206751054,0.0031645569620253164,,0.004382431914077483,0.0199966108107256,0.011231746982570633,0.9601698010099259
"('wings', 'hen')",0.014620225574352103,0.10186245265926644,0.007046954892439209,0.0075732706819128925,,0.05500380860037222,0.039811689166455014,0.007046954892439209,0.8835173217663815
"('wings', 'robin')",,0.1878849874132893,,,,0.06423775527549112,0.07689124434407453,0.04675598779372364,0.8121150125867107
"('wings', 'wren')",0.026533207020343043,0.048569837787528256,0.017688804680228692,0.008844402340114346,,0.037551522403935646,0.011018315383592608,,0.9248969551921288
"('wings', 'sparrow')",0.018218110449061506,0.11326077634823464,0.006072703483020501,0.012145406966041002,,0.04681926920872972,0.04215069320742291,0.024290813932082003,0.8685211132027039
"('wings', 'owl')",0.023056214468589804,0.1329970025792644,0.008244688939194365,0.01481152552939544,,0.07135172841125297,0.061645274168011424,,0.8439467829521458
"('wings', 'gull')",0.04266255711910444,0.1310965695105798,0.016964383059933606,0.025698174059170832,,0.07195589289547212,0.035743282353076125,0.023397394262031558,0.8262408733703158
"('wings', 'hydroplane')",,0.0588235294117647,,,,,0.0588235294117647,,0.9411764705882352
"('wings', 'drosophila')",0.11011011011011011,0.11911911911911911,0.055055055055055056,0.055055055055055056,,,0.11911911911911911,,0.7707707707707708
"('wings', 'pigeon')",0.033219314890642164,0.1517614402863579,0.0066793624637178015,0.026539952426924363,,0.06634896459998828,0.063303320762374,0.022109154923995632,0.815019244823
"('wings', 'pintail')",,0.11309523809523808,,,,0.11309523809523808,,,0.8869047619047619
"('wings', 'bird')",0.016401086001113518,0.2648744002416669,0.008358195969558896,0.008042890031554624,,0.11811621606970986,0.13083987682980658,0.015918307342150512,0.7187245137572195
"('wings', 'albatross')",0.023389452470972454,0.09148965329876996,0.006223869141839499,0.017165583329132955,,0.03551201680237213,0.03730602907087933,0.0186716074255185,0.8851208942302575
"('wings', 'airplane')",0.0190223923569,0.09602519019583,0.005434969244828572,0.01358742311207143,,0.015396642521043391,0.039866278338572314,0.04076226933621429,0.8849524174472699
"('wings', 'hawk')",0.05902116860146528,0.25168636464444377,0.018383115861798346,0.04063805273966693,,0.07434769585751783,0.12372306353281926,0.053615605254106705,0.6892924667540908
"('wings', 'catbird')",0.03337041156840934,,,0.03337041156840934,,,,,0.9666295884315907
"('wings', 'duck')",0.011265969041535496,0.22846837795638267,0.007533181969724867,0.0037327870718106295,,0.11524311458339555,0.10267626258000064,0.010549000792986504,0.7602656530020818
"('wings', 'mealybug')",,0.05555555555555555,,,,,0.05555555555555555,,0.9444444444444443
"('wings', 'wasp')",0.041180629197596325,0.07346529987039001,0.013726876399198775,0.02745375279839755,,0.004830917874396135,0.041180629197596325,0.02745375279839755,0.8853540709320137
"('wings', 'nightingale')",0.030628835018580935,0.08773280183216663,0.017546560366433324,0.01308227465214761,,0.022010846080719036,0.04817539538501426,0.017546560366433324,0.8816383631492525
"('wings', 'rooster')",0.009857689818871772,0.13335997287354107,0.0064212231207140015,0.0034364666981577703,,0.06176579944275752,0.05875172718935555,0.012842446241428003,0.8567823373075871
"('wings', 'eagle')",0.05169574528278238,0.15369857077885568,0.012400340682965494,0.03929540459981688,,0.05287282641522497,0.09889337721387227,0.001932367149758454,0.794605683938362
"('wings', 'weaver')",,0.04921580670361361,,,,0.017546665056982286,0.020902369754968862,0.010766771891662467,0.9507841932963864
"('wings', 'airliner')",0.04422657952069717,0.208841684822077,0.007371096586782862,0.03685548293391431,,0.009822076978939725,0.0958242556281772,0.10319535221496005,0.7469317356572258
"('wings', 'dragonfly')",0.06717171717171716,0.052188552188552194,0.02239057239057239,0.04478114478114478,,0.011195286195286196,0.029797979797979796,0.011195286195286196,0.8806397306397306
"('wings', 'cock')",0.006527523687262928,0.11720202373849195,0.006527523687262928,,,0.06181727727836321,0.035802175398339964,0.019582571061788786,0.8762704525742452
"('wings', 'falcon')",0.027962358069167147,0.15176259543749532,0.005669675229087779,0.02229268284007937,,0.05109123742301312,0.05970812120678609,0.040963236807696084,0.8202750464933375
"('wings', 'jet')",0.035238241701561854,0.15837637574884242,0.0100680690575891,0.025170172643972748,,0.020148386667572737,0.06957632319639415,0.06865166588487553,0.8063853825495957
"('wings', 'stork')",0.028749098889576212,0.10426576883300806,0.007187274722394053,0.021561824167182157,,0.04499452140846556,0.05031092305675837,0.008960324367784123,0.8669851322774157
"('wings', 'plane')",0.02142342426395054,0.10318273187990677,0.006120978361128726,0.015302445902821813,,0.01292086647040237,0.04508339067479989,0.04517847473470451,0.8753938438561427
"('wings', 'chicken')",0.01158489604996014,0.1877583764472548,0.010773537023590971,0.0008113590263691683,,0.08554173201534128,0.0952071578673797,0.007009486564533822,0.8006567275027849
"('wings', 'cricket')",,0.047215329473393984,,,,0.009649848359525778,,0.037565481113868204,0.9527846705266061
"('wings', 'brant')",0.009320078660906457,0.07417197008408045,,0.009320078660906457,,0.03697140025704154,0.027880491166132452,0.009320078660906457,0.9165079512550132
"('wings', 'fowl')",0.007495185499858397,0.12748401460083703,0.005069259573932471,0.002425925925925926,,0.06403842159916927,0.0552885553352843,0.00815703766638346,0.8650207998993045
"('wings', 'beetle')",0.028213861302096594,0.050780918427977245,0.011508997538409303,0.016704863763687294,,0.010787496816908581,0.03082930141753671,0.009164120193531959,0.921005220269926
"('wings', 'spoonbill')",,0.12553062957157785,,,,0.11771812957157785,0.0078125,,0.8744693704284222
"('wings', 'archaeopteryx')",0.08754208754208753,0.10597643097643097,0.03686868686868687,0.05067340067340067,,0.0553030303030303,0.05067340067340067,,0.8064814814814816
"('wings', 'oriole')",,0.09681570680552323,,,,0.04444108678606996,0.034916413346302175,0.017458206673151087,0.9031842931944768
"('wings', 'mosquito')",0.04296435272045029,0.08786741713570982,0.01432145090681676,0.02864290181363352,,0.047029393370856785,0.02245153220762977,0.018386491557223265,0.8691682301438398
"('wings', 'egret')",0.015568632756132756,0.1479978354978355,0.015568632756132756,,,0.08974792568542568,0.05824990981240981,,0.8364335317460317
"('wings', 'guinea')",0.006593406593406593,0.2586996336996337,,0.006593406593406593,,0.14224664224664224,0.0260989010989011,0.09035409035409035,0.7347069597069597
"('wings', 'tit')",,0.35996503496503496,,,,0.022727272727272728,0.022727272727272728,0.31451048951048954,0.640034965034965
"('wings', 'grasshopper')",0.020334659577840523,0.049307433506434656,0.0072444203254806395,0.013090239252359881,,0.027749611126483963,0.021557822379950693,,0.9303579069157248
"('wings', 'lark')",0.0215038584603802,0.03812582345191041,,0.0215038584603802,,0.022915490306794656,0.010681347637869376,0.004528985507246376,0.9403703180877094
"('wings', 'quail')",0.017665840877791994,0.14604727522732355,0.008802601658577217,0.008863239219214777,,0.07920634328052263,0.06150841143629263,0.00533252051050829,0.8362868838948844
"('wings', 'marabou')",,0.08893280632411067,,,,0.017786561264822136,0.07114624505928853,,0.9110671936758894
"('sweet', 'corn')",0.1572097493150125,0.5829294974031817,0.1572097493150125,,,0.5829294974031817,,,0.2598607532818059
"('sweet', 'chilli')",0.16666666666666666,0.3333333333333333,0.16666666666666666,,,0.3333333333333333,,,0.5
"('sweet', 'peanut')",,0.7285714285714285,,,,0.7285714285714285,,,0.2714285714285714
"('sweet', 'donut')",,,,,,,,,1.0
"('sweet', 'parsnip')",0.11111111111111112,0.6666666666666666,0.11111111111111112,,,0.6666666666666666,,,0.22222222222222224
"('sweet', 'strawberry')",0.023026315789473683,0.7785087719298246,0.023026315789473683,,,0.7785087719298246,,,0.19846491228070176
"('sweet', 'orange')",0.0770156879602157,0.5484547935822298,0.0770156879602157,,,0.5484547935822298,,,0.3745295184575544
"('sweet', 'dessert')",0.07142857142857142,0.6428571428571429,0.07142857142857142,,,0.6428571428571429,,,0.2857142857142857
"('sweet', 'pepper')",0.12380952380952381,0.4945054945054945,0.12380952380952381,,,0.4945054945054945,,,0.38168498168498166
"('sweet', 'nut')",0.04517316017316017,0.4717316017316018,0.04517316017316017,,,0.4717316017316018,,,0.4830952380952381
"('sweet', 'peach')",0.035524235236878914,0.6096591254637233,0.035524235236878914,,,0.6096591254637233,,,0.35481663929939794
"('sweet', 'mango')",0.07354497354497354,0.6619047619047619,0.07354497354497354,,,0.6619047619047619,,,0.26455026455026454
"('sweet', 'muscat')",0.027972027972027972,0.576948976948977,0.027972027972027972,,,0.576948976948977,,,0.395078995078995
"('sweet', 'desert')",,0.1111111111111111,,,,0.1111111111111111,,,0.8888888888888888
"('sweet', 'plum')",0.07358567358567358,0.5367928367928368,0.07358567358567358,,,0.5367928367928368,,,0.3896214896214897
"('sweet', 'walnut')",,0.6412568037248344,,,,0.6412568037248344,,,0.3587431962751656
"('sweet', 'carrot')",0.14624542124542123,0.6242673992673992,0.14624542124542123,,,0.6242673992673992,,,0.22948717948717948
"('sweet', 'grape')",0.07373456790123457,0.6182098765432099,0.07373456790123457,,,0.6182098765432099,,,0.3080555555555556
"('sweet', 'cake')",0.08695652173913043,0.5507246376811593,0.08695652173913043,,,0.5507246376811593,,,0.36231884057971014
"('sweet', 'mangosteen')",0.14285714285714285,0.8571428571428571,0.14285714285714285,,,0.8571428571428571,,,
"('sweet', 'gift')",0.08204334365325078,0.304953560371517,0.08204334365325078,,,0.304953560371517,,,0.6130030959752322
"('sweet', 'beet')",0.11476190476190476,0.6104761904761904,0.11476190476190476,,,0.6104761904761904,,,0.27476190476190476
"('sweet', 'pie')",0.08893280632411067,0.6225296442687747,0.08893280632411067,,,0.6225296442687747,,,0.2885375494071146
"('sweet', 'flavor')",0.06350806451612903,0.5877016129032258,0.06350806451612903,,,0.5877016129032258,,,0.34879032258064513
"('sweet', 'lychee')",0.07142857142857142,0.7857142857142857,0.07142857142857142,,,0.7857142857142857,,,0.14285714285714285
"('sweet', 'vegetable')",0.07950628576789567,0.5465203114738719,0.07950628576789567,,,0.5465203114738719,,,0.37397340275823254
"('sweet', 'tangerine')",0.05321637426900585,0.6807017543859649,0.05321637426900585,,,0.6807017543859649,,,0.26608187134502925
