pair,prop-specific,non-specific,p,l,n,i,r,b,u
"('female', 'witch')",,0.5555555555555555,,,,0.3555555555555556,,0.20000000000000004,0.4444444444444445
"('female', 'woman')",0.07325581395348836,0.34186046511627904,,0.07325581395348836,,0.17093023255813952,,0.17093023255813952,0.5848837209302326
"('female', 'chit')",,0.06470588235294118,,,,0.03,,0.03470588235294118,0.9352941176470588
"('female', 'hostess')",0.038461538461538464,0.38461538461538464,,0.038461538461538464,,0.23076923076923078,,0.15384615384615385,0.5769230769230769
"('female', 'spokeswoman')",0.07692307692307693,0.23076923076923078,,0.07692307692307693,,0.15384615384615385,,0.07692307692307693,0.6923076923076923
"('female', 'concubine')",,0.5416666666666666,,,,0.08333333333333333,,0.4583333333333333,0.4583333333333333
"('female', 'daughter')",0.08055555555555555,0.3574074074074074,,0.08055555555555555,,0.18796296296296297,,0.16944444444444443,0.562037037037037
"('female', 'showgirl')",,0.4444444444444444,,,,0.2777777777777778,,0.16666666666666666,0.5555555555555556
"('female', 'governess')",,0.5714285714285714,,,,0.42857142857142855,,0.14285714285714285,0.42857142857142855
"('female', 'chairwoman')",,0.5,,,,0.3333333333333333,,0.16666666666666666,0.5
"('female', 'doll')",0.037037037037037035,0.42532855436081246,,0.037037037037037035,,0.17562724014336917,,0.24970131421744327,0.5376344086021505
"('female', 'goddess')",0.041666666666666664,0.3912037037037037,,0.041666666666666664,,0.2152777777777778,,0.17592592592592593,0.5671296296296295
"('female', 'diva')",0.07692307692307693,0.4230769230769231,,0.07692307692307693,,0.23076923076923078,,0.19230769230769232,0.5
"('female', 'sister')",0.07377538829151732,0.40919952210274796,,0.07377538829151732,,0.21535244922341698,,0.19384707287933098,0.5170250896057348
"('female', 'grandmother')",0.09090909090909091,0.3939393939393939,,0.09090909090909091,,0.21212121212121213,,0.18181818181818182,0.5151515151515151
"('female', 'dowager')",,0.625,,,,0.375,,0.25,0.375
"('female', 'girlfriend')",0.08119658119658119,0.35185185185185186,,0.08119658119658119,,0.16239316239316237,,0.18945868945868946,0.5669515669515669
"('female', 'comedienne')",0.11805555555555555,0.7638888888888888,,0.11805555555555555,,0.5277777777777778,,0.2361111111111111,0.11805555555555555
"('female', 'stepmother')",0.08333333333333333,0.5,,0.08333333333333333,,0.25,,0.25,0.4166666666666667
"('female', 'lioness')",0.19099264705882352,0.3486519607843137,,0.19099264705882352,,0.2213235294117647,,0.127328431372549,0.4603553921568627
"('female', 'nymph')",,0.4903846153846154,,,,0.4086538461538462,,0.08173076923076922,0.5096153846153846
"('female', 'grandma')",,0.48,,,,0.24,,0.24,0.52
"('female', 'nun')",0.0596774193548387,0.3663978494623656,,0.0596774193548387,,0.18736559139784945,,0.17903225806451614,0.5739247311827956
"('female', 'chambermaid')",,0.6,,,,0.4,,0.2,0.4
"('female', 'siren')",0.027937915742793796,0.3128996319072013,,0.027937915742793796,,0.13356416501916923,,0.1793354668880321,0.6591624523500049
"('female', 'miss')",0.0625,0.3161764705882353,,0.0625,,0.15318627450980393,,0.16299019607843138,0.6213235294117647
"('female', 'granddaughter')",0.07407407407407407,0.48148148148148145,,0.07407407407407407,,0.25925925925925924,,0.2222222222222222,0.4444444444444444
"('female', 'duchess')",,0.4,,,,0.3,,0.1,0.6
"('female', 'coquette')",,0.6666666666666666,,,,0.5,,0.16666666666666666,0.3333333333333333
"('female', 'girl')",0.07898384214173688,0.36859126332810543,,0.07898384214173688,,0.18429563166405272,,0.18429563166405272,0.5524248945301576
"('female', 'masseuse')",,0.46153846153846156,,,,0.23076923076923078,,0.23076923076923078,0.5384615384615384
"('cold', 'fridge')",0.012470766781111609,0.0511456933870727,0.002494153356222322,,0.009976613424889287,0.046157386674628056,0.004988306712444644,,0.9363835398318157
"('cold', 'sundae')",0.017174245584758725,0.11490057015714086,,,0.017174245584758725,0.1063134473647615,0.008587122792379363,,0.8679251842581004
"('cold', 'skin')",0.00869482682216346,0.05002966804521872,0.0017466088493649945,,0.0069482179727984655,0.028563025540457195,0.02146664250476152,,0.9412755051326177
"('cold', 'permafrost')",0.019757414953093907,0.12353517167314192,0.002890173410404624,,0.01686724154268928,0.09269086199816798,0.03084430967497394,,0.8567074133737642
"('cold', 'candle')",0.002522675736961451,0.059005341948691704,0.001388888888888889,,0.0011337868480725624,0.04621265434073316,0.012792687607958543,,0.9384719823143469
"('cold', 'nose')",0.003295867722343548,0.05898881225968252,0.000628140703517588,,0.00266772701882596,0.03865657802328961,0.020332234236392906,,0.937715320017974
"('cold', 'toe')",,0.06944719635426985,,,,0.04953437685753913,0.01991281949673073,,0.9305528036457302
"('cold', 'curd')",0.035954753568542955,0.05723134931322381,0.008988688392135739,,0.02696606517640722,0.051912200377053595,0.005319148936170213,,0.9068138971182332
"('cold', 'sky')",0.004268624613301114,0.05463407995538856,0.0013028267190674085,,0.0029657978942337054,0.04238252984054065,0.012251550114847909,,0.9410972954313104
"('cold', 'toaster')",0.011315757794631034,0.07794631034067653,,,0.011315757794631034,0.04676778620440592,0.03117852413627062,,0.9107379318646924
"('cold', 'snowfall')",0.009759936108240157,0.05569623226533872,0.0022244667856807293,,0.007535469322559428,0.039262895800056374,0.016433336465282347,,0.9345438316264212
"('cold', 'can')",0.002172764855766298,0.04510305464737614,0.000314070351758794,,0.001858694504007504,0.03656284392719146,0.008540210720184677,,0.9527241804968576
"('cold', 'juice')",0.026300183834430408,0.10681175749668902,0.00041511000415110004,,0.02588507383027931,0.10183043744687581,0.0049813200498132005,,0.8668880586688806
"('cold', 'tortilla')",0.006327180985260921,0.05875713716637897,0.001128668171557562,,0.005198512813703359,0.04497410702429956,0.013783030142079405,,0.9349156818483602
"('cold', 'lemonade')",0.019333012291991965,0.06886620521027396,0.003461632316864561,,0.015871379975127404,0.06444327296783263,0.004422932242441341,,0.911800782497734
"('cold', 'hair')",0.0012368583797155227,0.054327789104295254,,,0.0012368583797155227,0.03062145923915983,0.02370632986513543,,0.9444353525159892
"('cold', 'bottle')",0.006866564459609876,0.046628948436918234,0.0012710940513756808,,0.005595470408234195,0.039836608543031476,0.0067923398938867586,,0.9465044871034718
"('cold', 'toilet')",0.0009900990099009901,0.054574940252645955,,,0.0009900990099009901,0.03779203043457055,0.016782909818075405,,0.944434960737453
"('cold', 'casserole')",0.014778762903762904,0.06354406010656011,,,0.014778762903762904,0.05262154512154512,0.010922514985014986,,0.921677176989677
"('cold', 'water')",0.007360389013789383,0.060675026082201315,0.0012267315022982306,,0.006133657511491152,0.04636955521662316,0.014305470865578157,,0.9319645849040092
"('cold', 'mud')",0.0070035301467659536,0.08687421274289976,0.0023345100489219842,,0.0046690200978439685,0.06246629410745853,0.024407918635441245,,0.9061222571103343
"('cold', 'pavement')",0.005972334661168281,0.05986363144835326,0.0017097214469211862,,0.004262613214247094,0.04616247906687203,0.013701152381481233,,0.9341640338904784
"('cold', 'surface')",0.008457150200986727,0.054642448301549115,0.0015445871620769342,,0.006912563038909792,0.043906496547883395,0.010735951753665717,,0.9369004014974642
"('cold', 'drink')",0.008597767227941016,0.044989019395953206,0.0017181727749767633,,0.006879594452964252,0.03657765426289698,0.008411365133056225,,0.9464132133761058
"('cold', 'milk')",0.011342574784769003,0.0636758994758017,0.0026485879535809525,,0.008693986831188051,0.054896435091386565,0.008779464384415136,,0.9249815257394293
"('cold', 'pillow')",0.0066068752115263744,0.05377121307353866,,,0.0066068752115263744,0.034073877097132915,0.019697335976405744,,0.9396219117149349
"('cold', 'freezer')",0.015614925854287556,0.06316489361702127,0.0026024876423812594,,0.013012438211906296,0.051572909950569526,0.011591983666451752,,0.9212201805286911
"('cold', 'basement')",0.00750004687529297,0.05031359570997319,0.0021867324170776067,,0.005313314458215364,0.04530731442071513,0.005006281289258058,,0.9421863574147338
"('cold', 'snowdrift')",,0.08547632963179427,,,,0.05128579777907656,0.03419053185271771,,0.9145236703682058
"('cold', 'growler')",,0.06818181818181818,,,,0.06818181818181818,,,0.9318181818181818
"('cold', 'river')",0.006928777057676741,0.06750827477522789,0.000725689404934688,,0.006203087652742053,0.05510209946974378,0.012406175305484105,,0.9255629481670954
"('cold', 'ice')",0.010837247744195054,0.07070452178392593,0.0018640783277362124,,0.008973169416458843,0.057564685700800415,0.013139836083125508,,0.9184582304718791
"('cold', 'mug')",0.007272538645087665,0.045276135145416195,0.000980392156862745,,0.00629214648822492,0.03298751599405194,0.01228861915136425,,0.9474513262094962
"('cold', 'shelf')",0.005845316089509061,0.05257664709719504,,,0.005845316089509061,0.044326271306616746,0.008250375790578291,,0.941578036813296
"('cold', 'icicle')",0.007067932067932068,0.09188311688311689,0.007067932067932068,,,0.07774725274725275,0.014135864135864136,,0.901048951048951
"('cold', 'tea')",0.007347594310515907,0.04781804031260581,0.0018966661468169058,,0.005450928163699001,0.040640435480573195,0.007177604832032612,,0.9448343653768783
"('cold', 'rain')",0.008464285714285714,0.05878571428571429,0.002449404761904762,,0.006014880952380952,0.04297321428571428,0.0158125,,0.93275
"('cold', 'slime')",0.004890706461950543,0.05624312431243124,0.0024453532309752714,,0.0024453532309752714,0.040333381164203375,0.015909743148227868,,0.9388661692256182
"('cold', 'puddle')",0.017706664809527123,0.09594156974719688,0.002951110801587854,,0.014755554007939271,0.06643046173131834,0.029511108015878543,,0.886351765443276
"('cold', 'shoe')",0.002451392155545102,0.03562428600228479,,,0.002451392155545102,0.02310132607575656,0.012522959926528236,,0.96192432184217
"('cold', 'winter')",0.007848842512359306,0.04272397249028586,0.001743680488412962,,0.006105162023946342,0.02615672753586175,0.016567244954424114,,0.9494271849973548
"('cold', 'snow')",0.00655991666555376,0.060679229156372284,0.00163997916638844,,0.00491993749916532,0.04591941665887632,0.01475981249749596,,0.932760854178074
"('cold', 'rock')",0.0036935553417558912,0.05604966920056498,0.00020876826722338203,,0.0034847870745325095,0.04031081241699773,0.01573885678356724,,0.9402567754576792
"('cold', 'iceberg')",0.020851298302278692,0.07478987969184048,0.0005827505827505828,,0.020268547719528112,0.04819080701433642,0.02659907267750405,,0.9043588220058808
"('cold', 'soda')",0.017833319720112175,0.09770916714312942,0.005675079637343788,,0.012158240082768385,0.09084048027444254,0.006868686868686869,,0.8844575131367584
"('cold', 'fireplace')",0.007779415706244975,0.0790136692575717,0.002593138568748325,,0.00518627713749665,0.05964218708121147,0.019371482176360227,,0.9132069150361833
"('cold', 'coffee')",0.007777690392382746,0.0481496877538176,0.0017656626194453569,,0.006012027772937389,0.03818514684708735,0.009964540906730249,,0.9440726218537997
"('cold', 'glass')",0.00683151663955543,0.05523389397124229,0.0006313131313131314,,0.006200203508242298,0.043864550330821324,0.011369343640420955,,0.9379345893892023
"('cold', 'popsicle')",0.01867052023121387,0.09335260115606936,,,0.01867052023121387,0.07468208092485548,0.01867052023121387,,0.8879768786127168
"('cold', 'foam')",0.0052933059681589964,0.06898690877888708,,,0.0052933059681589964,0.052208346378172794,0.016778562400714278,,0.925719785252954
"('cold', 'cake')",0.012485669116493488,0.06723809179006311,0.00041152263374485596,,0.012074146482748632,0.05757213714202961,0.0096659546480335,,0.9202762390934435
"('cold', 'bathtub')",0.00835098982178012,0.06582935460964247,0.002407440550074186,,0.005943549271705935,0.04416238965897479,0.021666964950667673,,0.9258196555685774
"('cold', 'berry')",0.006930179288067626,0.06492348004472626,0.0004268032437046521,,0.006503376044362973,0.059375037876565784,0.005548442168160478,,0.928146340667206
"('cold', 'beer')",0.0076676410009743345,0.045219471886138556,0.001533528200194867,,0.006134112800779468,0.033006253006253004,0.012213218879885546,,0.9471128871128872
"('cold', 'soup')",0.01917251749184522,0.059439492968904724,0.003464133127998674,,0.015708384363846545,0.05198540022069434,0.007454092748210395,,0.9213879895392502
"('cold', 'snowbank')",0.012345679012345678,0.06172839506172839,,,0.012345679012345678,0.04938271604938271,0.012345679012345678,,0.9259259259259259
"('cold', 'finger')",0.0007936507936507938,0.03749343393717591,,,0.0007936507936507938,0.030573862130712864,0.006919571806463044,,0.9617129152691734
"('cold', 'kettle')",0.006113517703170389,0.06393602683486711,0.0030567588515851944,,0.0030567588515851944,0.04759066145167576,0.016345365383191365,,0.9299504554619625
"('cold', 'atmosphere')",0.006197616423424593,0.035762114366911894,0.0012368880719178395,,0.004960728351506753,0.02384580159921973,0.011916312767692167,,0.9580402692096635
"('cold', 'balloon')",0.0022285012285012283,0.04957002457002457,,,0.0022285012285012283,0.03742751842751843,0.012142506142506143,,0.9482014742014742
"('cold', 'pie')",0.012601010101010102,0.05527777777777777,0.000625,,0.011976010101010102,0.04587752525252525,0.009400252525252525,,0.9321212121212121
"('cold', 'eggshell')",0.0074090335327369515,0.09266780088908402,0.0074090335327369515,,,0.05186323472915866,0.04080456615992536,,0.899923165578179
"('cold', 'vinyl')",0.0028183798772034065,0.05503069914834621,,,0.0028183798772034065,0.03188750247573777,0.02314319667260844,,0.9421509209744504
"('cold', 'vapor')",0.022280666931321955,0.10048630408892417,0.00445613338626439,,0.01782453354505756,0.06702064311234616,0.03346566097657801,,0.8772330289797539
"('cold', 'people')",0.0022026431718061676,0.03288026673976935,0.0005506607929515419,,0.0016519823788546256,0.027578463186214194,0.005301803553555149,,0.9649170900884245
"('cold', 'cream')",0.02418691614576865,0.10275047950214568,0.000392156862745098,,0.02379475928302355,0.08105255895461633,0.021697920547529354,,0.8730626043520857
"('cold', 'oven')",0.03976608187134503,0.0783625730994152,,,0.03976608187134503,0.048538011695906436,0.02982456140350877,,0.8818713450292397
"('cold', 'dogwood')",0.004260242275758813,0.07425992530731955,,,0.004260242275758813,0.06332376834454842,0.010936156962771124,,0.9214798324169218
"('round', 'ball')",0.007118880233073659,0.03378934701374374,0.0035594401165368293,0.0035594401165368293,,0.03378934701374374,,,0.9590917727531826
"('round', 'candle')",0.0014184397163120568,0.07897744493489174,,0.0014184397163120568,,0.07755900521857968,0.0014184397163120568,,0.9196041153487963
"('round', 'bucket')",0.0034506873339081785,0.058475913245965044,,0.0034506873339081785,,0.058475913245965044,,,0.9380733994201268
"('round', 'disc')",0.008433309809456599,0.05444601270289344,0.008433309809456599,,,0.05444601270289344,,,0.9371206774876499
"('round', 'peanut')",0.0033487530168946097,0.06696472468043264,0.0033487530168946097,,,0.065828361044069,0.0011363636363636363,,0.9296865223026727
"('round', 'tortilla')",0.006583506583506584,0.04591129591129591,,0.006583506583506584,,0.039327789327789325,0.006583506583506584,,0.9475051975051976
"('round', 'custard')",,0.13827967806841046,,,,0.13827967806841046,,,0.8617203219315895
"('round', 'orange')",0.003114645752855609,0.06056135338874786,0.003114645752855609,,,0.056483453086495224,0.004077900302252637,,0.9363240008583965
"('round', 'shape')",0.005390874745713456,0.04984742807323453,0.002695437372856728,0.002695437372856728,,0.0471519907003778,0.002695437372856728,,0.9447616971810521
"('round', 'gourd')",,0.10515538903389371,,,,0.10515538903389371,,,0.8948446109661062
"('round', 'pancake')",0.011569751933849026,0.07485329421178982,0.005784875966924513,0.005784875966924513,,0.07485329421178982,,,0.9135769538543612
"('round', 'dessert')",0.007084639498432602,0.09373040752351097,0.003542319749216301,0.003542319749216301,,0.09018808777429468,0.003542319749216301,,0.8991849529780565
"('round', 'pudding')",0.0062509767151117356,0.12810595405532116,0.0062509767151117356,,,0.1218549773402094,0.0062509767151117356,,0.8656430692295671
"('round', 'nut')",0.003013571358423557,0.08264147624794489,,0.003013571358423557,,0.07962790488952134,0.003013571358423557,,0.9143449523936316
"('round', 'barrel')",0.002898550724637681,0.008695652173913044,,0.002898550724637681,,0.008695652173913044,,,0.9884057971014494
"('round', 'quesadilla')",,0.11307189542483662,,,,0.11307189542483662,,,0.8869281045751634
"('round', 'snack')",0.0020408163265306124,0.0844671201814059,,0.0020408163265306124,,0.0804421768707483,0.0040249433106575964,,0.9134920634920635
"('round', 'bedroom')",,0.03326936102957778,,,,0.03326936102957778,,,0.9667306389704222
"('round', 'salad')",0.007097827058928731,0.10162747026737012,0.002369668246445498,0.004728158812483233,,0.0968993114548869,0.004728158812483233,,0.8912747026737011
"('round', 'egg')",0.010664973657465852,0.051845946005802494,0.005332486828732926,0.005332486828732926,,0.04651345917706957,0.005332486828732926,,0.9374890803367316
"('round', 'popsicle')",,0.09464285714285714,,,,0.09464285714285714,,,0.9053571428571429
"('round', 'cake')",0.008229072989764654,0.10746826536988983,0.004114536494882327,0.004114536494882327,,0.10335372887500753,0.004114536494882327,,0.8843026616403454
"('round', 'box')",0.0035344732866135686,0.05016685125664779,0.0029031601553004376,0.0006313131313131314,,0.04800333607176155,0.002163515184886236,,0.9462986754567386
"('round', 'pen')",0.003205128205128205,0.0361154998189658,0.003205128205128205,,,0.0361154998189658,,,0.960679371975906
"('round', 'potato')",0.004809367216578245,0.08071033773578842,0.0010162601626016261,0.003793107053976619,,0.0769172306818118,0.003793107053976619,,0.9144802950476334
"('round', 'cheese')",0.004625038500933135,0.0987392880835739,0.0009765625,0.003648476000933135,,0.09664665415500248,0.0020926339285714285,,0.896635673415493
"('round', 'tart')",0.009748780621708666,0.10053509533265109,0.004874390310854333,0.004874390310854333,,0.09566070502179676,0.004874390310854333,,0.8897161240456403
"('round', 'beet')",,0.08796899691003758,,,,0.07371934907090963,0.014249647839127955,,0.9120310030899624
"('round', 'pie')",0.007783161720169594,0.08758328285887342,0.003891580860084797,0.003891580860084797,,0.08758328285887342,,,0.904633555420957
"('round', 'vinaigrette')",0.010882352941176471,0.1388235294117647,0.010882352941176471,,,0.12794117647058822,0.010882352941176471,,0.8502941176470589
"('round', 'banjo')",,0.022352647352647352,,,,0.022352647352647352,,,0.9776473526473526
"('round', 'vegetable')",0.003975726572632443,0.05593116137436307,0.003975726572632443,,,0.050043046327253524,0.0058881150471095526,,0.9400931120530045
"('round', 'pomade')",,0.07692307692307693,,,,0.07692307692307693,,,0.9230769230769231
"('round', 'disk')",0.004,0.057197080291970806,,0.004,,0.057197080291970806,,,0.9388029197080292
"('round', 'condiment')",,0.0846537183746486,,,,0.07334525939177103,0.011308458982877589,,0.9153462816253514
"('round', 'omelette')",,0.17647058823529413,,,,0.17647058823529413,,,0.8235294117647058
"('round', 'pecan')",0.009252311528221634,0.09517842055411643,0.004626155764110817,0.004626155764110817,,0.09241788775151899,0.0027605328025974442,,0.8955692679176618
"('round', 'coconut')",0.007038570900551091,0.10637184132583118,0.004893413320610903,0.0021451575799401887,,0.1031337875710276,0.0032380537548035763,,0.8865895877736177
"('round', 'cabbage')",0.00396028744620566,0.0701118914207631,,0.00396028744620566,,0.06520820774814234,0.004903683672620754,,0.9259278211330312
"('round', 'marble')",0.004727762020798561,0.05487542614540444,0.003676237309967856,0.0010515247108307045,,0.05382390143457374,0.0010515247108307045,,0.940396811833797
"('round', 'cherry')",0.003122939626648716,0.06506455673498192,0.003122939626648716,,,0.061464062189517533,0.0036004945454643795,,0.9318125036383694
"('round', 'basketball')",0.00413399613932592,0.018560276055279386,0.00413399613932592,,,0.018560276055279386,,,0.9773057278053947
"('round', 'fruit')",0.006046548296640274,0.06668323290534212,0.003023274148320137,0.003023274148320137,,0.061671881296072435,0.005011351609269674,,0.9272702187980176
"('round', 'patty')",,0.0125,,,,0.0125,,,0.9875
"('round', 'cantaloupe')",,0.13661143124238154,,,,0.11992688615198399,0.016684545090397525,,0.8633885687576186
"('round', 'marzipan')",0.017908538535337384,0.2686280780300607,,0.017908538535337384,,0.232811000959386,0.03581707707067477,,0.7134633834346018
"('round', 'world')",,0.03526544509113507,,,,0.03526544509113507,,,0.964734554908865
"('round', 'bracelet')",,0.05752032520325204,,,,0.05752032520325204,,,0.9424796747967479
"('round', 'lolly')",,,,,,,,,1.0
"('round', 'cheeseburger')",,0.037280024698981166,,,,0.037280024698981166,,,0.9627199753010188
"('round', 'pilaf')",,0.21253918495297805,,,,0.19482758620689655,0.017711598746081504,,0.7874608150470219
"('round', 'doughnut')",0.006331396513724705,0.05698256862352234,0.006331396513724705,,,0.05065117210979764,0.006331396513724705,,0.9366860348627529
"('round', 'candy')",0.006559915688952457,0.06881459097312585,0.0032799578444762285,0.0032799578444762285,,0.06553463312864963,0.0032799578444762285,,0.9246254933379217
"('round', 'puree')",,0.20103815937149272,,,,0.20103815937149272,,,0.7989618406285073
"('round', 'table')",,0.02988236544501117,,,,0.02988236544501117,,,0.9701176345549888
"('round', 'curd')",0.015909090909090907,0.17424242424242425,0.015909090909090907,,,0.14242424242424243,0.031818181818181815,,0.8098484848484848
"('round', 'frisbee')",0.006097560975609756,0.07102834541858932,,0.006097560975609756,,0.07102834541858932,,,0.922874093605801
"('round', 'circle')",0.0024389815935849522,0.04302727326555581,,0.0024389815935849522,,0.04090413101502502,0.0021231422505307855,,0.9545337451408593
"('round', 'can')",0.00551573899097119,0.04561445391553751,0.002757869495485595,0.002757869495485595,,0.04466748421856781,0.000946969696969697,,0.9488698070934912
"('round', 'hubcap')",,0.09375,,,,0.09375,,,0.90625
"('round', 'pasta')",0.003997765719757421,0.06603894031279924,,0.003997765719757421,,0.062041174593041815,0.003997765719757421,,0.9299632939674434
"('round', 'plunger')",,0.06904761904761905,,,,0.06904761904761905,,,0.930952380952381
"('round', 'melon')",,0.12017038981100192,,,,0.10871292978376959,0.01145746002723235,,0.8798296101889982
"('round', 'fondant')",0.035759897828863345,0.14303959131545338,,0.035759897828863345,,0.14303959131545338,,,0.8212005108556832
"('round', 'cookie')",0.015195275094633068,0.1027808304573878,0.007597637547316534,0.007597637547316534,,0.09518319291007127,0.007597637547316534,,0.8820238944479791
"('round', 'bread')",0.006885289979156395,0.06914067607548328,0.0034426449895781975,0.0034426449895781975,,0.06807910495021789,0.0010615711252653928,,0.9239740339453603
"('round', 'pepperoni')",0.015310892940626462,0.11442262739597943,,0.015310892940626462,,0.11442262739597943,,,0.8702664796633941
"('round', 'onion')",0.010389837783234523,0.11386716116966955,0.008373708750976459,0.0020161290322580645,,0.11386716116966955,,,0.8757430010470959
"('round', 'pastry')",0.0076036866359447,0.11405529953917051,,0.0076036866359447,,0.11048387096774194,0.0035714285714285713,,0.8783410138248848
"('round', 'sauce')",,0.09535201640464798,,,,0.08834586466165413,0.007006151742993848,,0.904647983595352
"('round', 'dough')",0.009382742996188374,0.09073103989070375,0.004691371498094187,0.004691371498094187,,0.08603966839260957,0.004691371498094187,,0.8998862171131079
"('round', 'blueberry')",0.0035458539268669433,0.09739230516735428,,0.0035458539268669433,,0.0927594947187482,0.0046328104486060735,,0.8990618409057788
"('round', 'tray')",0.004149449035812672,0.09962121212121212,,0.004149449035812672,,0.09132231404958678,0.008298898071625344,,0.8962293388429752
"('round', 'button')",0.010227272727272727,0.05113636363636363,0.010227272727272727,,,0.05113636363636363,,,0.9386363636363636
"('round', 'chocolate')",0.0048992380992178425,0.08123758721317843,0.002935527698782877,0.0019637104004349665,,0.07536653181561269,0.005871055397565754,,0.9138631746876037
"('round', 'berry')",0.002066115702479339,0.047148094879041196,,0.002066115702479339,,0.04140471624552737,0.005743378633513822,,0.9507857894184795
"('round', 'biscuit')",0.011300877893056664,0.07910614525139664,0.005650438946528332,0.005650438946528332,,0.07345570630486832,0.005650438946528332,,0.9095929768555466
"('round', 'ashtray')",,0.07318161535029005,,,,0.07318161535029005,,,0.92681838464971
"('round', 'lemon')",0.010759195493205472,0.1350256063526249,0.010759195493205472,,,0.12516731176032034,0.009858294592304574,,0.8542151981541697
"('round', 'cds')",0.0018726591760299626,0.03214932946719826,0.0018726591760299626,,,0.03214932946719826,,,0.9659780113567717
"('round', 'watermelon')",0.001826636361740726,0.10117160189317342,,0.001826636361740726,,0.09320976010689346,0.00796184178627998,,0.8970017617450857
"('round', 'mozzarella')",,0.09712399811409712,,,,0.09712399811409712,,,0.9028760018859029
"('round', 'tomato')",0.0011160714285714285,0.08596394489271902,0.0011160714285714285,,,0.08080351667867561,0.005160428214043429,,0.9129199836787095
"('round', 'scone')",,0.16333333333333333,,,,0.16333333333333333,,,0.8366666666666667
"('round', 'butter')",0.002506265664160401,0.10423193050114336,,0.002506265664160401,,0.10423193050114336,,,0.8932618038346961
"('round', 'pizza')",,0.05610249965088675,,,,0.05610249965088675,,,0.9438975003491132
"('round', 'globe')",,0.025641493927495207,,,,0.025641493927495207,,,0.9743585060725048
"('round', 'baseball')",0.0036363636363636364,0.02,0.0036363636363636364,,,0.02,,,0.9763636363636363
"('round', 'sphere')",,0.034384236453201975,,,,0.02865353037766831,0.005730706075533661,,0.9656157635467981
"('round', 'pineapple')",,0.11339409234279892,,,,0.1039335727267322,0.009460519616066712,,0.886605907657201
"('round', 'wheel')",0.008849212537034148,0.035396850148136594,0.008849212537034148,,,0.035396850148136594,,,0.9557539373148293
"('round', 'planet')",,0.03296146720513948,,,,0.03296146720513948,,,0.9670385327948605
"('round', 'apple')",0.0035413371769399946,0.05886619961430961,0.0035413371769399946,,,0.05597632823541523,0.0028898713788943924,,0.9375924632087503
"('round', 'pumpkin')",0.004833332598021908,0.10906362501802302,0.004833332598021908,,,0.10423029242000112,0.004833332598021908,,0.8861030423839551
"('round', 'bean')",0.003916577602084647,0.0651518620426921,0.003916577602084647,,,0.0651518620426921,,,0.9309315603552232
"('round', 'spoon')",0.007640755460092984,0.15713937844336892,0.00621014029557224,0.001430615164520744,,0.1557087632788482,0.001430615164520744,,0.8352198660965381
"('round', 'bowl')",0.0014749262536873156,0.06790633471700994,,0.0014749262536873156,,0.06116123390180947,0.00674510081520046,,0.9306187390293027
"('wheels', 'runabout')",0.04055555555555556,0.27,,0.04055555555555556,,0.18888888888888888,0.08111111111111112,,0.6894444444444444
"('wheels', 'bicycle')",0.027718313432599145,0.15925344496773067,0.013859156716299573,0.013859156716299573,,0.055309769595483886,0.1039436753722468,,0.8130282415996701
"('wheels', 'tram')",0.018867924528301886,0.19496855345911954,0.009433962264150943,0.009433962264150943,,0.07232704402515723,0.12264150943396228,,0.7861635220125787
"('wheels', 'handcart')",,0.21052631578947367,,,,0.15789473684210525,0.05263157894736842,,0.7894736842105262
"('wheels', 'luggage')",0.03409090909090909,0.09090909090909091,0.011363636363636364,0.022727272727272728,,0.03409090909090909,0.056818181818181816,,0.875
"('wheels', 'car')",0.01880886999143709,0.15361561401954704,0.009404434995718546,0.009404434995718546,,0.06112882747217055,0.0924867865473765,,0.8275755159890159
"('wheels', 'machine')",0.023469337654048215,0.14508764177345704,0.007168458781362008,0.01630087887268621,,0.07792016497275003,0.06716747680070702,,0.8314430205724946
"('wheels', 'wagon')",0.037440435670524165,0.22413206262763785,0.018720217835262083,0.018720217835262083,,0.09950079419105969,0.12463126843657817,,0.738427501701838
"('wheels', 'rickshaw')",0.02639751552795031,0.3245341614906832,0.02639751552795031,,,0.15502070393374742,0.1695134575569358,,0.6490683229813664
"('wheels', 'tank')",0.01966848940533151,0.16709671907040327,0.005050505050505051,0.01461798435482646,,0.08342921698184856,0.08366750208855471,,0.8132347915242653
"('wheels', 'garage')",0.041237113402061855,0.1958762886597938,0.020618556701030927,0.020618556701030927,,0.10309278350515463,0.09278350515463918,,0.7628865979381443
"('wheels', 'van')",0.014492753623188406,0.5152979066022544,,0.014492753623188406,,0.1465378421900161,0.36876006441223835,,0.4702093397745572
"('wheels', 'wheelbase')",0.03874110733065264,0.20685122177544077,0.025827404887101765,0.012913702443550883,,0.08343643674605629,0.12341478502938447,,0.7544076708939066
"('wheels', 'scooter')",0.036455781084775485,0.250390735821319,0.027505394647478053,0.008950386437297432,,0.10620706849267962,0.14418366732863935,,0.7131534830939056
"('wheels', 'locomotive')",0.02761581920903955,0.18499435028248587,0.01663276836158192,0.010983050847457626,,0.07453107344632769,0.1104632768361582,,0.7873898305084746
"('wheels', 'cab')",0.03733693207377418,0.20130454340980655,0.01866846603688709,0.01866846603688709,,0.08052181736392262,0.12078272604588396,,0.7613585245164193
