,animal,fruit,plant,blue,vegetable,measure,relation,fish,object,bird,communication,vehicle,food,all,female,mean
pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036042362145902264,0.0,0.0,0.0,0.0,0.0373069702208716,0.0,0.004889955491118258
lawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021039734759909074,0.0,0.0,0.0,0.0,0.021409304736107214,0.0,0.002829935966401086
blackboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008445124938966575,0.0,0.0,0.0,0.0,0.0008745403670702418,0.0,0.00011460352406445996
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001312033182016121,0.0,0.0,0.0,0.0,0.001322249102764454,0.0,0.00017561881898537165
cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026573735477011338,0.0,0.0,0.0,0.0,0.0027064422998512136,0.0,0.00035758772317015644
tire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012611916514937052,0.0,0.0,0.0,0.0,0.0012788856836643107,0.0,0.0001693384890105344
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012959172189052493,0.0,0.0,0.0,0.0016413944465382873,0.0013154791565528263,0.0,0.00028351938813309086
tongue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003040176804597777,0.0,0.003378393093410379,0.0,0.003021259887907098,0.0031041211172037142,0.0,0.0008362633935412646
clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023047252949533526,0.0,0.0,0.0,0.0,0.0002345387030541652,0.0,3.100074883663336e-05
problem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020682151385749657,0.0,0.0,0.0015816314489882043,0.0,0.00024332310583754466
ketchup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004240625592800519,0.0031205161489918196,0.0,0.000490742782786156
jam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00100965481281599,0.0008505091800812483,0.0,0.0001240109328598159
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022281051504813385,0.017793251897946373,0.0,0.0026716202268506507
