,animal,fruit,bird,all,relation,round,object,food,plant,measure,mean
onion,0.0,0.0,0.0,0.001201482909068819,0.0,0.0,0.0009857049982887884,0.0013701121604966073,0.0009766836539238058,0.0,0.000453398372177802
sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butter,0.0,0.0,0.0,0.0015403090174807917,0.0,0.0,0.0012463607873124413,0.001860581224069447,0.0,0.0,0.000464725102886268
sphere,0.0,0.0,0.0,0.0063315307792762045,0.0,0.0,0.006053811123378795,0.0,0.0,0.0,0.0012385341902655
puree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortilla,0.0,0.0,0.0,0.005218099742138275,0.0,0.0,0.0,0.005937588527296372,0.0,0.0,0.0011155688269434646
cds,0.0,0.0,0.0,0.0015728474681151541,0.0,0.0019303387205372709,0.0,0.0,0.0,0.0,0.0003503186188652425
disc,0.0,0.0,0.0,0.0038415104595579323,0.0,0.0,0.0037342239153201175,0.0,0.0,0.0,0.000757573437487805
bowl,0.0,0.0,0.0,0.003403731394771181,0.0,0.0,0.0033508782584853267,0.0,0.0,0.004046885969887729,0.0010801495623144236
matzah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cake,0.0,0.0,0.0,0.010356957452505602,0.0,0.0,0.009139278478903183,0.010966625720239669,0.0,0.0,0.003046286165164845
custard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plunger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozzarella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lolly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hubcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,0.0,0.0,0.0027628139024857374,0.0,0.0,0.0022927725686503653,0.003140241454624,0.002171472763585457,0.0,0.001036730068934556
popsicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scone,0.0,0.0,0.0,0.004482015995440716,0.0,0.0,0.0,0.004433653062577398,0.0,0.0,0.0008915669058018114
biscuit,0.0,0.0,0.0,0.009387777046895336,0.0,0.0,0.0,0.00982035860136014,0.0,0.0,0.0019208135648255478
candy,0.0,0.0,0.0,0.0035411217091365346,0.0,0.0,0.0,0.0036951781009833076,0.0,0.0,0.0007236299810119843
bedroom,0.0,0.0,0.0,0.0016833274216230933,0.0,0.0,0.0016435588626507978,0.0,0.0,0.0,0.0003326886284273891
bread,0.0,0.0,0.0,0.010153661043464022,0.0,0.0,0.0,0.011368425202141968,0.0,0.009524843352434384,0.0031046929598040375
ball,0.0,0.0,0.0,0.012221059315313589,0.0,0.0,0.011736017586804903,0.0,0.0,0.0,0.002395707690211849
ashtray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planet,0.0,0.0,0.0,0.002043492933837384,0.0,0.0,0.0019335226550912423,0.0,0.0,0.0,0.0003977015588928627
dresser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup,0.0,0.0,0.0,0.001094334856461067,0.0010603202977958177,0.0,0.0,0.001167217165818654,0.0,0.0,0.0003321872320075539
seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
room,0.0,0.0,0.0,0.003716362278860854,0.0044064030164016,0.0,0.0038291252910481305,0.0,0.0,0.0,0.0011951890586310585
enchiladas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coleslaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shoe,0.0,0.0,0.0,0.003174973732820995,0.0,0.0,0.0032461371162268112,0.0,0.0,0.0,0.0006421110849047807
bottle,0.0,0.0,0.0,0.0035732254195036694,0.0,0.0,0.003660460653902024,0.0,0.0,0.0039058993621340723,0.0011139585435539765
marshmallow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
popcorn,0.0,0.0,0.0,0.0034995602095377882,0.0,0.0,0.003512177264022783,0.0035685293857638557,0.0034409651064783095,0.0,0.0014021231965802737
cornmeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drumstick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
