,animal,mammal,no-cat,measure,relation,fish,object,bird,communication,food,all,mean
mole,0.0007937005256611736,0.0015526520944803724,0.0,0.0011545555891037235,0.0,0.0,0.0007937005256611736,0.0,0.0,0.0007100228642565457,0.0008026512489924185,0.0005279348043777644
muskrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drum,0.0006616764250463368,0.0,0.0,0.0,0.0,0.0005488562213893151,0.0006616764250463368,0.0,0.0,0.0,0.0006677129240513739,0.00023090199959394203
painter,0.0004339519496579294,0.0006940356448321944,0.0,0.0,0.0,0.0,0.0004339519496579294,0.0,0.0,0.0,0.0004362962566736253,0.00018165780007469806
permit,0.0012851492357606725,0.0,0.0,0.0,0.0,0.0009358330563269758,0.0012851492357606725,0.0,0.001660448885300023,0.0,0.0012830797362778296,0.0005863327408569249
pompon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
felid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viscacha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bonobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
armadillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangabey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skate,0.0011029541265539355,0.0,0.0,0.0,0.0,0.0008869175729914284,0.0011029541265539355,0.0,0.0,0.0,0.0011052748324026627,0.00038164551440926926
cob,0.002342957576445634,0.004189644796763025,0.0027526361855716524,0.0,0.0,0.0,0.002342957576445634,0.003072242844787816,0.0,0.0,0.0023634724408418506,0.0015512646746232374
grade,0.00023430069995582619,0.0,0.0,0.0003067614095115677,0.00029201913943839147,0.0,0.00023430069995582619,0.0,0.0,0.0,0.00023393708506521204,0.00011830173035698396
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blackbuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redhorse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pointer,0.0017322422888553862,0.0030606031246650993,0.0,0.0,0.0,0.0,0.0017322422888553862,0.0,0.0024740435727642466,0.0,0.0017648141851887129,0.0009785404963935302
mankind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.0031599593370082125,0.00494227958891789,0.0,0.0,0.003811799990726902,0.0,0.0031599593370082125,0.0,0.0,0.0,0.0031728423732828993,0.0016588036933585563
beaver,0.0010316913306665882,0.001585335460795773,0.0,0.0,0.0010580923257122142,0.0,0.0010316913306665882,0.0,0.0,0.0,0.0010119632099621033,0.0005198885143457516
whale,0.031824203432518246,0.05205425115119489,0.0,0.0,0.0,0.0,0.031824203432518246,0.0,0.0,0.0,0.03157866016753255,0.01338921074397854
ibex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equine,0.009227339033332133,0.017072702325350523,0.0,0.0,0.0,0.0,0.009227339033332133,0.0,0.0,0.0,0.009481859623321038,0.0040917490923032575
world,0.0036655517189633654,0.005347730976194715,0.0,0.0,0.0,0.0,0.0036655517189633654,0.0,0.0,0.0,0.003634901793733923,0.0014830669279868515
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capybara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bronc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deer,0.00190749502329638,0.002385166804004731,0.0,0.0,0.0,0.0,0.00190749502329638,0.0,0.0,0.0,0.0018849087510445942,0.0007350059637856441
humankind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whippet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howler,0.0016891826920726462,0.003019306028364215,0.0,0.0,0.0,0.0,0.0016891826920726462,0.0,0.0025183215024361166,0.0,0.0017032218541908333,0.000965383160830587
packhorse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
torpedo,0.005660483175583646,0.0,0.00649069759910027,0.0,0.008101857468897522,0.004414287423084602,0.005660483175583646,0.0,0.008182704729027344,0.005101865696270974,0.0056293923355086135,0.004476524691186965
coypu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emberizidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neritidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psittacula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fringillidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acaridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lepomis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strigidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icteridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cotingidae,0.0,0.0,0.010186466110609855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02996505510375088,0.003650138292214612
procellariidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clupeidae,0.0,0.0,0.021927056809962285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330240896758333,0.004995558771435962
pleuronectidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
micropterus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phalacrocorax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syngnathidae,0.0,0.0,0.01919618866826869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777895436437923,0.008816884755641909
apodidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haliaeetus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timaliidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charadrius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
typhlopidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calidris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stockfish,0.0,0.0,0.0,0.0,0.0,0.020634871467502352,0.0,0.0,0.0,0.017935014695569303,0.025048322293311064,0.005783473496034793
