,animal,fruit,bird,all,relation,round,object,food,plant,measure,mean
pancake,0.0,0.0,0.0,0.003966106786803048,0.0,0.0,0.0,0.004290243620903356,0.0,0.0,0.0008256350407706402
snack,0.0,0.0,0.0,0.014856216793976116,0.0,0.0,0.0,0.016452133919663693,0.0,0.0,0.0031308350713639813
tart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marzipan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salad,0.0,0.0,0.0,0.007313064641570427,0.0,0.0,0.0,0.0084859981802751,0.0,0.0,0.001579906282184553
omelette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basketball,0.0,0.0,0.0,0.0003526965184097119,0.0,0.0,0.00038393331761943616,0.0,0.0,0.0,7.36629836029148e-05
curd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseball,0.0,0.0,0.0,0.0010816681031335736,0.0,0.0,0.001151974370252165,0.0,0.0,0.0,0.00022336424733857387
cheeseburger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
globe,0.0,0.0,0.0,0.0005135662096332047,0.0,0.0,0.0005804136231035642,0.0,0.0,0.0,0.0001093979832736769
doughnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cookie,0.0,0.0,0.0,0.00388283118945329,0.0,0.0,0.003698094629659711,0.004266573280125298,0.0,0.0,0.00118474990992383
candle,0.0,0.0,0.0,0.0013292687353933324,0.0,0.0,0.001412906133248863,0.0,0.0,0.0011787233163009106,0.0003920898184943106
dough,0.0,0.0,0.0,0.028027664450204565,0.0,0.0,0.0,0.031385842773562656,0.0,0.01837609184873644,0.007778959907250365
bracelet,0.0,0.0,0.0,0.002386296002971229,0.0,0.0,0.0025721684143038053,0.0,0.0,0.0,0.0004958464417275035
beet,0.0,0.0,0.0,0.0013155723133581481,0.0,0.0,0.0012910125372014533,0.0014254307655297525,0.0017567668132623243,0.0,0.0005788782429351679
dessert,0.0,0.0,0.0,0.005460394816207637,0.0,0.0,0.0,0.005570954937121726,0.0,0.0,0.0011031349753329363
wheel,0.0,0.0,0.0,0.007549699118736006,0.0,0.0,0.008369072170938768,0.0,0.0,0.0,0.0015918771289674775
pudding,0.0,0.0,0.0,0.005173468840511206,0.0,0.0,0.0,0.005694317727765844,0.0,0.0,0.0010867786568277051
patty,0.0,0.0,0.0,0.003382679014766252,0.0,0.0,0.0,0.003835141088636794,0.0,0.0,0.0007217820103403046
shape,0.0,0.0,0.0,0.00771789046502916,0.0,0.0,0.008396331202502563,0.0,0.0,0.0,0.0016114221667531722
tomato,0.0,0.0,0.0,0.0055843702052692686,0.0,0.0,0.004943431754726326,0.0065641335009049805,0.006462527527571624,0.0,0.0023554462988472197
vegetable,0.0,0.0,0.0,0.0031935955561196495,0.0,0.0,0.0033113853842435237,0.0033858303033250216,0.00410329739755196,0.0,0.0013994108641240152
frisbee,0.0,0.0,0.0,0.0014417828057541552,0.0,0.002143087885791478,0.0,0.0,0.0,0.0,0.0003584870691545633
condiment,0.0,0.0,0.0,0.0073851287471972445,0.0,0.0,0.0,0.00846288884535032,0.0,0.0,0.0015848017592547566
can,0.0,0.0,0.0,0.006365936573717818,0.0,0.0,0.00678195114234457,0.0,0.0,0.005350996686288474,0.001849888440235086
circle,0.0,0.0,0.0,0.0017902141354129851,0.0019067606709859488,0.0,0.0019200789153928522,0.0,0.0,0.0,0.0005617053721791787
onion,0.0,0.0,0.0,0.003202277952865436,0.0,0.0,0.002957114994866365,0.0037107548028799493,0.003619195855815992,0.0,0.001348934360642774
sauce,0.0,0.0,0.0,0.00218400450096403,0.0,0.0,0.0,0.002657978303482735,0.0,0.0,0.0004841982804446765
butter,0.0,0.0,0.0,0.005473788621320052,0.0,0.0,0.004985443149249765,0.006718827759679171,0.0,0.0,0.001717805953024899
sphere,0.0,0.0,0.0,0.002812541245118365,0.0,0.0,0.0030269055616893976,0.0,0.0,0.0,0.0005839446806807763
puree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortilla,0.0,0.0,0.0,0.009271767765193187,0.0,0.0,0.0,0.010720745245267073,0.0,0.0,0.0019992513010460263
cds,0.0,0.0,0.0,0.002794710177092158,0.0,0.0038606774410745418,0.0,0.0,0.0,0.0,0.00066553876181667
disc,0.0,0.0,0.0,0.003575407767428355,0.0,0.0,0.003912044101763932,0.0,0.0,0.0,0.0007487451869192287
bowl,0.0,0.0,0.0,0.00041235762303250983,0.0,0.0,0.00045693794433890816,0.0,0.0,0.00036526259425445585,0.0001234558161625874
matzah,0.0,0.0,0.0,0.01984388040701548,0.0,0.0,0.0,0.020823857708842715,0.0,0.0,0.0040667738115858195
cake,0.0,0.0,0.0,0.012032557186174854,0.0,0.0,0.011951364164719548,0.012946830830450727,0.0,0.0,0.003693075218134513
custard,0.0,0.0,0.0,0.0036849487071281555,0.0,0.0,0.0,0.004071599252410247,0.0,0.0,0.0007756547959538402
plunger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,0.0,0.0,0.0,0.001788258381682632,0.0,0.0,0.0018607128993774961,0.0,0.0,0.0015912938919325171,0.0005240265172992645
mozzarella,0.0,0.0,0.0,0.0061839121486721,0.0,0.0,0.0,0.007145014518477857,0.0,0.0,0.0013328926667149957
pepperoni,0.0,0.0,0.0,0.24968380812542643,0.0,0.0,0.0,0.2913208433596458,0.0,0.0,0.05410046514850723
lolly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hubcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,0.0,0.0,0.004909099125766777,0.0,0.0,0.004585545137300731,0.005669932917864248,0.005364401731930619,0.0,0.0020528978912862377
popsicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scone,0.0,0.0,0.0,0.007963859160073961,0.0,0.0,0.0,0.0080052810617097,0.0,0.0,0.001596914022178366
biscuit,0.0,0.0,0.0,0.019460756801028427,0.0,0.0,0.0,0.020686595130004693,0.0,0.0,0.004014735193103312
candy,0.0,0.0,0.0,0.0062920334485488056,0.0,0.0,0.0,0.006671911142783444,0.0,0.0,0.001296394459133225
bedroom,0.0,0.0,0.0,0.0007477540530719686,0.0,0.0,0.0008217794313253989,0.0,0.0,0.0,0.00015695334843973674
bread,0.0,0.0,0.0,0.04375065639758283,0.0,0.0,0.0,0.049776794979808026,0.0,0.030576321669840773,0.012410377304723162
ball,0.0,0.0,0.0,0.017260608718894906,0.0,0.0,0.018657258727741127,0.0,0.0,0.0,0.0035917867446636034
ashtray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planet,0.0,0.0,0.0,0.0018154877109142309,0.0,0.0,0.0019335226550912423,0.0,0.0,0.0,0.0003749010366005473
dresser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup,0.0,0.0,0.0,0.00149622179705373,0.0014031198933195904,0.0,0.0,0.001557773130581938,0.0,0.0,0.00044571148209552583
seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayonnaise,0.0,0.0,0.0,0.007583886384254566,0.0,0.0,0.0,0.008735016768195939,0.0,0.0,0.0016318903152450505
room,0.0,0.0,0.0,0.0013549788627737597,0.001554929327964789,0.0,0.001438271849199669,0.0,0.0,0.0,0.0004348180039938218
enchiladas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coleslaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shoe,0.0,0.0,0.0,0.000578794796500977,0.0,0.0,0.0006096467571622915,0.0,0.0,0.0,0.00011884415536632686
bottle,0.0,0.0,0.0,0.001085659522237034,0.0,0.0,0.0011457659198560724,0.0,0.0,0.001126728407531743,0.00033581538496248495
marshmallow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cube,0.0,0.0,0.0,0.0012512143412113806,0.0,0.0,0.001330732341962146,0.0,0.0011983119635276078,0.0014313809507024533,0.0005211639597403587
popcorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cornmeal,0.0,0.0,0.0,0.008998940425893309,0.0,0.0,0.0,0.008339292297359012,0.0,0.0,0.001733823272325232
drumstick,0.0,0.0,0.0,0.04308024117482392,0.0,0.0,0.04605921719005711,0.0,0.0,0.04733875388383922,0.013647821224872025
