,animal,fruit,plant,blue,vegetable,measure,relation,fish,object,bird,communication,vehicle,food,all,female,mean
parrot,0.04373172934278057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04300858804589191,0.04762592726671296,0.0,0.0,0.0,0.04584710345291352,0.0,0.01201422320721993
starling,0.03905649898642137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039193952919315364,0.04860159051097382,0.0,0.0,0.0,0.04017969098393,0.0,0.011135448893376036
fox,0.0016647363251368623,0.0,0.0,0.0,0.0,0.0,0.0019469797550136635,0.0,0.0019008063732086035,0.0,0.0,0.0,0.0,0.0019294709799090144,0.0,0.0004961328955512096
cockroach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,9.885665803118162e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.023943688201912e-05,0.0,0.0,0.0,0.0,7.826789346013392e-05,0.0,1.7157599224888976e-05
giraffe,0.004841642989211605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005348812489748447,0.0,0.0,0.0,0.0,0.005648758418105849,0.0,0.0010559475931377269
monkey,0.006584324495456437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006177613852480287,0.0,0.0,0.0,0.0,0.006209953120267724,0.0,0.0012647927645469633
bat,0.00945443591331473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008856425834033966,0.0,0.0,0.0,0.0,0.009149720419302983,0.0,0.0018307054777767784
skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
millipede,0.006826347942178349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011586385477837156,0.0,0.0,0.0,0.0,0.011644018806123342,0.0,0.00200378348174259
crocodile,0.009092136033646354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00803371203333878,0.0,0.0,0.0,0.0,0.008249136229040006,0.0,0.0016916656197350092
snake,0.01341958775048757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012014863865386366,0.0,0.0,0.0,0.0,0.012038948099051022,0.0,0.002498226647661664
bear,0.004081215866165319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004220039190030002,0.0,0.0,0.0,0.0,0.004325764509536311,0.0,0.0008418013043821088
jaguar,0.014106941760413353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015934977597412903,0.0,0.0,0.0,0.0,0.01602483616393412,0.0,0.003071117034784025
alligator,0.01250962899304735,0.0,0.0,0.0,0.0,0.0,0.011425885393318541,0.0,0.010989138213110879,0.0,0.0,0.0,0.0,0.011373151699125372,0.0,0.003086520286573476
bushbaby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squirrel,0.012873129479604405,0.0,0.0,0.0,0.0,0.0,0.013069421433965767,0.0,0.011830933956386246,0.0,0.0,0.0,0.0,0.011679786137685628,0.0,0.0032968847338428033
raven,0.024119502264506376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022232784919892647,0.022072923416373656,0.0,0.0,0.0,0.02263417346953567,0.0,0.0060706256046872235
goldfish,0.003925686579587195,0.0,0.0,0.0,0.0,0.0,0.0,0.005646073477659885,0.003897582886937198,0.0,0.0,0.0,0.0,0.004095369073619843,0.0,0.0011709808011869415
crossbill,0.05530549038393836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08021559865108838,0.05554683286468642,0.0,0.0,0.0,0.08077690366297892,0.0,0.018122988370846138
chameleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crab,0.0011030765344341698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010069013227986022,0.0,0.0,0.0,0.0015665288842254118,0.0010481264685584855,0.0,0.00031497554733444464
slug,0.00026408617212471093,0.0,0.0,0.0,0.0,0.00031486550536079125,0.00030242706246882457,0.0,0.0002142259636712444,0.0,0.0,0.0,0.0003705249590231237,0.00021377512828177125,0.0,0.00011199365272869776
rooster,0.01436434687489875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014589519558165367,0.012631513594658804,0.0,0.0,0.0,0.015514484018637987,0.0,0.0038066576030907273
flea,0.006259546827509863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006093123066918443,0.0,0.0,0.0,0.0,0.006443221684425769,0.0,0.0012530594385902717
lizard,0.004326744694311551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035960106202034313,0.0,0.0,0.0,0.0,0.003617784969183571,0.0,0.0007693693522465703
caterpillar,0.00875769116520037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00991869077123493,0.0,0.0,0.0,0.0,0.010067144308959969,0.0,0.0019162350830263513
tortoise,0.009845547965715216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008845212701338393,0.0,0.0,0.0,0.0,0.009652256784642094,0.0,0.0018895344967797133
lark,0.03051873069453551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028307052859121783,0.03371503391650838,0.0,0.0,0.0,0.027910567029533106,0.0,0.00803009229997992
zebra,0.006218467538738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005352056350278318,0.0,0.0,0.0,0.0,0.005315743690532379,0.0,0.001125751171969913
flamingo,0.016638713330578623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01832192484160273,0.014843344276530303,0.0,0.0,0.0,0.01855398282194389,0.0,0.00455719768471037
cricket,0.00020609687468895683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022315740477779711,0.0,0.0,0.0,0.0,0.00022566220263286785,0.0,4.366109880664145e-05
bee,0.007255740299249037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006068111355768618,0.0,0.0,0.0,0.0,0.006230366906821814,0.0,0.001303614570789298
panther,0.0012701044623108768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013025999578010932,0.0,0.0,0.0,0.0,0.0013078994555437656,0.0,0.00025870692504371566
crow,0.015601831341697832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01514276086345069,0.014666494430823091,0.0,0.0,0.0,0.015663505454571427,0.0,0.004071639472702869
buzzard,0.01176163979527508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013765879887527463,0.012639936956688906,0.0,0.0,0.0,0.013973183863235386,0.0,0.003476042700181789
calf,0.001144688708709121,0.0,0.0,0.0,0.0,0.0,0.0013043485068262451,0.0,0.001224030433943468,0.0,0.0,0.0,0.0,0.0012346699274259111,0.0,0.000327182505126983
gorilla,0.0006906685034297989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006799729172520607,0.0,0.0,0.0,0.0,0.0006806615647539186,0.0,0.00013675353236238522
cheetah,0.0017156752439357467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015859924083795442,0.0,0.0,0.0,0.0,0.001780957226792276,0.0,0.0003388416586071711
tarantula,0.0033411548761113664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030289582865835494,0.0,0.0,0.0,0.0,0.0032084464014256455,0.0,0.0006385706376080374
turtle,0.007208641681363612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591559315257248,0.0,0.0,0.0,0.0,0.005936678873910386,0.0,0.0012707275805230985
leopard,0.004213847308831797,0.0,0.0,0.0,0.0,0.0,0.004405529247528839,0.0,0.004104478249286123,0.0,0.0,0.0,0.0,0.004168985072334247,0.0,0.0011261893251987337
spider,0.005395866766349265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004851280914793471,0.0,0.005852915958315337,0.0,0.0,0.0048710009292397966,0.0,0.0013980709712465248
dog,0.026204487936006365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02663581965116962,0.0,0.0,0.0,0.0340341058930465,0.027031004173144576,0.0,0.007593694510224471
jade,0.0018415306291741447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018765665990235826,0.0,0.0,0.0,0.0,0.002061720576215301,0.0,0.0003853211869608686
robin,0.005518079555436467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072836052207124555,0.004744851160806725,0.0,0.0,0.0,0.007372356177633357,0.0,0.0016612594743059335
lion,0.007597265306047537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008109963765650482,0.0,0.0,0.0,0.0,0.008344408775944395,0.0,0.001603442523176161
quail,0.04826468894815955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040781987653317656,0.04805902384202716,0.0,0.0,0.060178443358559895,0.04067664126964675,0.0,0.015864052338114068
locust,0.005930390656490627,0.0,0.008120189234840007,0.0,0.0,0.0,0.006192408017059675,0.0,0.006380577587305644,0.0,0.0,0.0,0.0,0.00650428697305068,0.0,0.0022085234979164424
dolphin,0.004944565097876577,0.0,0.0,0.0,0.0,0.0,0.0,0.0077742059275065995,0.004431541877898557,0.0,0.0,0.0,0.0,0.004548915995777206,0.0,0.0014466152599372625
frogfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wasp,0.0016598055651268562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001569965111566352,0.0,0.0,0.0,0.0,0.001610646058380753,0.0,0.0003226944490049307
currant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strawberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raisin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.0,0.0032663092492656604,0.0023285270117844275,0.0,0.0,0.0,0.0,0.0,0.001702243861447392,0.0,0.0,0.0,0.0022919434237971244,0.0017091213949948015,0.0,0.0007532096627526271
cherry,0.0,0.032587227608495924,0.025466461576545637,0.0,0.0,0.0,0.015891370718294478,0.0,0.015140671027666561,0.0,0.0,0.0,0.02277395107563536,0.015471605484035662,0.0,0.008488752499378242
avocado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,0.0,0.001746512003592729,0.0014026634560512356,0.0,0.0,0.0,0.0,0.0,0.0009664153559527956,0.0,0.0,0.0,0.0013494589449102809,0.0009869393694301647,0.0013401107684857278,0.0005194733265615288
grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0038264104476794614,0.00293643989293584,0.0,0.0,0.0,0.0020953092361724783,0.0,0.0018133965777560087,0.0,0.0,0.0,0.00300792241796272,0.0018273894160960522,0.0,0.0010337911992401706
lime,0.0,0.004687730229740071,0.0033782477582574226,0.0,0.0,0.0,0.0029545543159495186,0.0,0.0023447639177893312,0.0,0.0,0.0,0.003548202374920742,0.002412208591887785,0.0,0.0012883804792363244
apricot,0.0,0.005851352302143838,0.004339598208888163,0.0,0.0,0.0,0.0,0.0,0.002847265867243471,0.0,0.0,0.0,0.00409554304427699,0.0028433322841565916,0.0,0.0013318061137806037
bellflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.001254244351274175,0.0,0.0,0.0,0.0,0.0,0.0008860906972696044,0.0,0.0,0.0,0.0014488323203783765,0.0009327632060163769,0.0,0.0003014620383292355
violet,0.0,0.0,0.005323661663956515,0.0,0.0,0.0,0.0,0.0,0.00463049251133479,0.0,0.0,0.0,0.0,0.004903392706259144,0.0,0.0009905031254366966
flower,0.0,0.0,0.017615148524081102,0.0,0.0,0.01594007568514234,0.0,0.0,0.013602730073286395,0.0,0.0,0.0,0.0,0.013847991625608999,0.0,0.004067063060541256
orchid,0.0,0.0,0.0019269917699216484,0.0,0.0,0.0,0.0,0.0,0.0014042942333759745,0.0,0.0,0.0,0.0,0.0013849861322431363,0.0,0.0003144181423693839
geranium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dogbane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marigold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lettuce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabbage,0.0,0.0,0.004548943971896773,0.0,0.005237679901633227,0.0037641486157680686,0.0,0.0,0.002877437628593619,0.0,0.0,0.0,0.00448923423136907,0.0029532545672605686,0.0,0.0015913799277680885
buttercup,0.0,0.0,0.004814385682389249,0.0,0.0,0.0,0.0,0.0,0.002396489313499962,0.0,0.0,0.0,0.0,0.0027582043351194194,0.0,0.0006646052887339087
beetroot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cucumber,0.0,0.0,0.00727401469976403,0.0,0.008642180148075284,0.0,0.0,0.0,0.005023737205994242,0.0,0.0,0.0,0.007362145624613196,0.005103989478946321,0.0,0.002227071143826205
broccoli,0.0,0.0,0.0029381749573686444,0.0,0.0039580718154315605,0.0,0.0,0.0,0.001565562994220679,0.0,0.0,0.0,0.002771934529026697,0.0016097506367325734,0.0,0.0008562329955186768
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fir,0.0,0.0,0.0017864127269174206,0.0,0.0,0.0,0.0013121881543494071,0.0,0.0011171131154400129,0.0,0.0,0.0,0.0,0.0011222298509375077,0.0,0.0003558629231762899
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daffodil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elm,0.0,0.0,0.0006096781564898094,0.0,0.0,0.0,0.00040836397143047243,0.0,0.0003534610312379843,0.0,0.0,0.0,0.0,0.0003515270397708286,0.0,0.0001148686799286063
dogwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willow,0.0,0.0,0.0050894278320078295,0.0,0.0,0.0,0.0,0.0,0.0033186439313114694,0.0,0.0,0.0,0.0,0.0033490311435632387,0.0,0.0007838068604588359
onion,0.0,0.0,0.0010852945210931633,0.0,0.0011826520461404042,0.0,0.0,0.0,0.000594045395877327,0.0,0.0,0.0,0.000941953150066782,0.0006153145657472201,0.0,0.00029461731192832643
daisy,0.0,0.0,0.004009035964216355,0.0,0.0,0.0,0.0,0.0,0.002388680167701497,0.0,0.0,0.0,0.0,0.0024115974120109893,0.0,0.0005872875695952562
sycamore,0.0,0.0,0.002197167275334156,0.0,0.0,0.0,0.001677490142297607,0.0,0.001614805080382312,0.0,0.0,0.0,0.0,0.0016754976588093486,0.0,0.0004776640104548949
lagoon,0.0,0.0,0.0,0.0187075597248357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011595522774897364,0.0,0.0020202054999822043
flame,0.0,0.0,0.0,0.008084926825964596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003815233824652259,0.0,0.000793344043374457
sky,0.0,0.0,0.0,0.013283985867993347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008779219495755686,0.0,0.001470880357583269
feeling,0.0,0.0,0.0,0.003323044014492628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002192765222112758,0.0,0.00036772061577369244
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thought,0.0,0.0,0.0,0.006898006698883412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007003187903391485,0.0,0.0009267463068183265
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truffle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,0.0,0.0,0.0,0.0,0.0,0.0005885179008424388,0.0,0.0,0.00046779069568406785,0.0,0.0,0.0,0.0,0.000506444137120767,0.0,0.00010418351557648491
night,0.0,0.0,0.0,0.0,0.0,0.006565619136208502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006425632663619201,0.0,0.0008660834533218469
pot,0.0,0.0,0.0,0.0,0.0,0.0007718274812313072,0.0005655602262963976,0.0,0.0006008919379594357,0.0,0.0,0.0,0.0,0.0006178017604556974,0.0,0.00017040542706285586
blossom,0.0,0.0,0.0,0.0,0.0,0.00313049367571355,0.0,0.0,0.002328690573246716,0.0,0.0,0.0,0.0,0.002400966695269959,0.0,0.0005240100629486816
tank,0.0,0.0,0.0,0.0,0.0,0.0005550076874589109,0.0,0.0,0.0004917694166531522,0.0,0.0,0.0005766350164328952,0.0,0.0005007198886269144,0.0,0.0001416088006114582
barn,0.0,0.0,0.0,0.0,0.0,0.003732940352315431,0.0,0.0,0.0032994300678951733,0.0,0.0,0.0,0.0,0.0033103528271086692,0.0,0.0006895148831546181
hair,0.0,0.0,0.0,0.0,0.0,0.0017180801974544953,0.0,0.0,0.0015717360640861411,0.0,0.0,0.0,0.0,0.0015839568372810905,0.0,0.0003249182065881151
feather,0.0,0.0,0.0,0.0,0.0,0.0,0.06507671610448292,0.0,0.07136214150024461,0.0,0.0,0.0,0.0,0.07344078907464724,0.0,0.01399197644529165
sandpaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water,0.0,0.0,0.0,0.0,0.0,0.0,0.004367704358242493,0.0,0.004237167992656201,0.0,0.0,0.0,0.005202631807413491,0.004420535941149596,0.0,0.0012152026732974522
plumage,0.0,0.0,0.0,0.0,0.0,0.0,0.04492324757084187,0.0,0.048292494994617845,0.0,0.0,0.0,0.0,0.049660129020132976,0.0,0.00952505810570618
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0027266954749674797,0.0,0.0028234265652917145,0.0,0.0,0.0,0.0,0.0029234813876809315,0.0,0.0005649068951960084
sapphire,0.0,0.0,0.0,0.0,0.0,0.0,0.0037897621320204735,0.0,0.003913470913913705,0.0,0.0,0.0,0.0,0.003982106892123203,0.0,0.0007790226625371588
suit,0.0,0.0,0.0,0.0,0.0,0.0,0.0012299603862287222,0.0,0.0011757405154229758,0.0,0.0,0.0,0.0,0.001217424663428615,0.0,0.00024154170433868754
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0008953152988830685,0.0,0.0,0.0,0.0,0.0,0.0,0.0008140356494911481,0.0,0.00011395672989161444
heart,0.0,0.0,0.0,0.0,0.0,0.0,0.001380728520772599,0.0,0.001281452450173302,0.0,0.0,0.0,0.0015509646135359106,0.001307642314099127,0.0,0.0003680525265720626
tar,0.0,0.0,0.0,0.0,0.0,0.0,0.00025384701737692355,0.0,0.00023930967102228978,0.0,0.0,0.0,0.0,0.0002298212881072158,0.0,4.819853176709527e-05
wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0004576970376804303,0.0,0.0,0.0,0.0,0.0,0.0006415471861922562,0.0004232048868785146,0.0,0.00010149660738341341
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beer,0.0,0.0,0.0,0.0,0.0,0.0,0.00156379741695638,0.0,0.0,0.0,0.0,0.0,0.0019465977932249423,0.0013496035958071107,0.0,0.0003239999203992289
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.005794962602790229,0.0,0.0058638574082214056,0.0,0.0,0.0,0.0,0.006067073014079207,0.0,0.0011817262016727227
bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023092309758748664,0.0,0.002894447678458238,0.0035151161614960747,0.0,0.0024048425669499374,0.0,0.0007415758255186079
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047259092724189,0.0,0.0,0.0,0.0,0.00048737784023475145,0.0,6.39979178317761e-05
clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007412359839424644,0.0,0.0,0.0,0.0,0.0007674874360237836,0.0,0.0001005815613310832
gown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002068242491306216,0.0,0.0,0.0,0.0,0.0021178284259104705,0.0,0.0002790713944811124
moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007985049615316176,0.0,0.0,0.0,0.0,0.0008209538545326497,0.0,0.00010796392107095114
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023394063255073065,0.0,0.0,0.0,0.0,0.0024168068833514433,0.0,0.00031708088059058333
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019511761010037247,0.0,0.0,0.002838918335667567,0.0,0.002024228656738537,0.0,0.0004542882062273219
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013226898030365463,0.0,0.0,0.0,0.0,0.0013672657670114627,0.0,0.00017933037133653393
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020140706969153593,0.0,0.0,0.0,0.0,0.00020904154964915495,0.0,2.7363241289379392e-05
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001036959042069414,0.0,0.0,0.0013948891453231433,0.0,0.0010675292611446539,0.0,0.00023329182990248075
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004718277838860226,0.0,0.0050289398932398125,0.0,0.0,0.0047953002167244255,0.0,0.0009695011965882976
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06546604894704175,0.0,0.0,0.0,0.0,0.06672525254427036,0.0,0.008812753432754141
cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005545648594360686,0.0,0.0,0.0,0.0,0.0056738440615713885,0.0,0.0007479661770621383
lantern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825403048166001,0.0,0.0,0.0,0.0,0.0004968135695074241,0.0,6.529025828826829e-05
umbrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001350364901466166,0.0,0.0,0.0,0.0,0.001411524806175652,0.0,0.00018412598050945454
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037771032583298566,0.0,0.0,0.005868946279133397,0.0,0.003921403707743473,0.0,0.0009044968830137817
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008160300064372313,0.0,0.0,0.0012981471302753917,0.0,0.0008502235981135144,0.0,0.00019762671565507582
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012981280232130658,0.0,0.0,0.0,0.0,0.0013600982968672046,0.0,0.00017721508800535134
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026785995925462626,0.0,0.0,0.0,0.0,0.0002837269455983702,0.0,3.67724603235331e-05
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001135635971703718,0.0,0.0,0.0,0.0,0.0011837773897682123,0.0,0.00015462755743146203
egg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027613871912019833,0.0,0.0,0.0,0.04035241357498552,0.027659316746560123,0.0,0.006375040148904365
pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016161764478554912,0.0,0.0,0.0,0.0,0.001658458147731301,0.0,0.00021830897303911945
lawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000582785206166012,0.0,0.0,0.0,0.0,0.000587908623343785,0.0,7.804625530065313e-05
blackboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003588807644147331,0.0,0.0,0.0,0.0,0.003585565428510201,0.0,0.00047829153817716884
