,animal,no-cat,measure,object,communication,vehicle,all,mean
hearse,0.0,0.0,0.0,0.048794225220942795,0.0,0.05729873174986457,0.04900235632968464,0.022156473328641714
tram,0.0,0.0,0.0,0.0014428007152338669,0.0,0.0,0.0014428268394567787,0.0004122325078129494
wagon,0.0,0.0,0.0,0.024888012227405547,0.0,0.026400075994122557,0.02488207972250735,0.010881452563433636
coupe,0.0,0.0,0.0,0.012942407753651406,0.0,0.01428461362938742,0.012942399102899323,0.005738488640848307
garage,0.0,0.0,0.0,0.0005152109540946951,0.0,0.0,0.0005153208945661646,0.00014721883552297997
caravan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minivan,0.0,0.0,0.0,0.008816528849860903,0.0,0.0,0.008817899548685027,0.002519204056935133
vehicle,0.0,0.0,0.0,0.05812511291951579,0.0,0.06489799165956077,0.05812609060020792,0.025878456454183497
trailer,0.0,0.0,0.0,0.011013088517840608,0.01032050139207182,0.013014762956308127,0.011014739229837115,0.00648044172800824
motorbus,0.0,0.0,0.0,0.04399055672194129,0.0,0.0,0.04399055672194129,0.012568730491983227
coach,0.0,0.0,0.0,0.004113416727467996,0.0,0.004621885804440698,0.00411327934421731,0.0018355116965894293
unicycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chassis,0.0,0.0,0.0,0.4204170422863238,0.0,0.0,0.42078114998810173,0.12017117032491795
cabriolet,0.0,0.0,0.0,0.03494663144819143,0.0,0.03812992637193903,0.03494741215462287,0.015431995710679046
motorcycle,0.0,0.0,0.0,0.004551074629618791,0.0,0.005013553644637272,0.0045510672611999295,0.0020165279336365706
cab,0.0,0.0,0.0,0.10466152129579956,0.0,0.12006289101241634,0.10466149170147118,0.047055129144241
snowplow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airplane,0.0,0.0,0.0,0.0010531492245632174,0.0,0.0,0.0010532782662983522,0.0003009182129802242
snowmobile,0.0,0.0,0.0,0.005063083234590483,0.0,0.0,0.005066396248851765,0.0014470684976346068
pram,0.0,0.0,0.0,0.01787171052916332,0.0,0.0,0.01787511919286039,0.005106689960289102
roadster,0.0,0.0,0.0,0.07429241634768532,0.0,0.07656439361626055,0.07429230202932757,0.03216415885618192
van,0.0,0.0,0.0,0.006224276031622146,0.0,0.007249449217221925,0.006224041176353147,0.002813966632171031
dray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motorcar,0.0,0.0,0.0,0.06233801567682554,0.0,0.0,0.062301892755270996,0.01780570120458522
tractor,0.0,0.0,0.0,0.030320958733985253,0.0,0.03425523024188388,0.030320864151858352,0.01355672187538964
charabanc,0.0,0.0,0.0,0.18329056459907597,0.0,0.0,0.18300132106256456,0.05232741223737721
car,0.0,0.0,0.0,0.06297392728326047,0.0,0.07038910084620888,0.0629713977920208,0.028047775131641448
stagecoach,0.0,0.0,0.0,0.005688919216425834,0.0,0.0,0.005686720998042486,0.0016250914592097598
limousine,0.0,0.0,0.0,0.057103672886164386,0.0,0.06011927526932287,0.05707421136667934,0.02489959421745237
dumper,0.0,0.0,0.0,0.043558804810375044,0.0,0.0,0.043468424418257504,0.012432461318376078
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
underframe,0.0,0.0,0.0,0.07608524513693472,0.0,0.0,0.07624345075250243,0.021761242269919594
streamliner,0.0,0.0,0.0,0.018355599071164165,0.0,0.0,0.018342234187072547,0.0052425476083195295
automobile,0.0,0.0,0.0,0.020961923652361977,0.0,0.02311118157449403,0.020949203553525024,0.009288901254340148
axle,0.0,0.0,0.0,0.05200696994519238,0.0,0.0,0.05200674901047903,0.014859102707953058
runabout,0.0,0.0,0.0,0.021776510012720837,0.0,0.0,0.021778573988835797,0.006222154857365234
footrest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bike,0.0,0.0,0.0,0.007768493152815516,0.0,0.00864255432757526,0.007769399017541443,0.003454349499704603
bogie,0.0,0.0,0.0,0.03024537300399538,0.0,0.029860539030005524,0.030243272362028402,0.012907026342289902
motorbike,0.0,0.0,0.0,0.007496471500858245,0.0,0.0,0.007494342122415151,0.002141544803324771
taxicab,0.0,0.0,0.0,0.024185899855843077,0.0,0.0,0.024185787937036643,0.006910241113268531
backhoe,0.0,0.0,0.0,0.0635189578790909,0.0,0.0,0.0635236294976637,0.018148941053822087
trolley,0.0,0.0,0.0,0.0021681397087936517,0.0,0.0,0.002168661988531264,0.0006195430996178452
wheel,0.0,0.0,0.0,0.021813549618474117,0.0,0.02443185371714637,0.02181349397734011,0.009722699616137228
locomotive,0.0,0.0,0.0,0.004208270844552811,0.0,0.004702188235337522,0.00420877918645911,0.0018741768951927775
equipage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
railcar,0.0,0.0,0.0,0.01436378215884468,0.0,0.0,0.014364318117619821,0.004104014325209215
buggy,0.0,0.0,0.0,0.0236856879755097,0.0,0.026663946543029695,0.023692392178636196,0.010577432385310798
rickshaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.010156852838263434,0.0,0.0,0.010157424351657536,0.0029020395985601384
handcart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxcart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luggage,0.0,0.0,0.0,0.00306332862278717,0.0,0.0,0.0030553657324420883,0.0008740991936041798
flatcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.0,0.0,0.0,0.005171356612517733,0.0,0.0,0.0051713334975230256,0.0014775271585772513
jeep,0.0,0.0,0.0,0.02019115516065793,0.0,0.02141735363549223,0.020190733304568737,0.008828463157245557
machine,0.0,0.0,0.0,0.004215298032741244,0.0,0.0048293023371990375,0.004215752958619996,0.0018943361897943254
stanhope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auto,0.0,0.0,0.0,0.006366946481318772,0.0,0.007255773077214964,0.006366089709467748,0.0028555441811430687
carriage,0.0,0.0,0.0,0.013966137808999307,0.0,0.015723017124998285,0.013967953624734405,0.00623672979410457
streetcar,0.0,0.0,0.0,0.0009873591861922892,0.0,0.0,0.000987353792538249,0.00028210185410436264
saloon,0.0,0.0,0.0,0.039645456024432826,0.0,0.04396449633845594,0.039644848695525044,0.01760782872263054
cart,0.0,0.0,0.0,0.027192463478133942,0.0,0.029861474971171153,0.02719218432465776,0.012035160396280406
ambulance,0.0,0.0,0.0,0.010750798225705798,0.0,0.011852776687663767,0.010750682203255984,0.004764893873803649
pedicab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.15863849952283227,0.0,0.1738425083028771,0.15869867611067015,0.07016852627662563
yacht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
warship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battleship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
passenger,0.0,0.0,0.0,0.004893018493180991,0.0,0.0,0.00485246904003191,0.0013922125047447001
vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleigh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trawler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
windshield,0.0,0.0,0.0,0.004559442800785751,0.0,0.0,0.004512860844399508,0.0012960433778836085
frigate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gondola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diesel,0.0,0.0,0.0,0.0030017707247970205,0.0,0.0,0.0030025728113183933,0.000857763362302202
driver,0.0,0.0,0.0,0.0066621300022191255,0.008219591761220177,0.0,0.006661992167435456,0.003077673418696394
toboggan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tugboat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freighter,0.0,0.0,0.0,0.004687769500869101,0.0,0.004859779549268119,0.004634560167753569,0.0020260156025558268
chaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boat,0.0,0.0,0.0,0.00022898780636015833,0.0,0.0002391722990869306,0.00022694204546151291,9.930030727265739e-05
winch,0.0,0.0,0.0,0.007300958312747457,0.0,0.0,0.00723298269464531,0.0020762772867703953
diner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ship,0.0,0.0,0.0,0.00034900282125962726,0.0,0.0003668981869040203,0.00034579266697927724,0.00015167052502041784
trap,0.0,0.0,0.0,0.0005056504860031175,0.0,0.0005319550917573481,0.0005007295902255921,0.00021976216685515112
