,reptile,criminal,food,fish,communication,cutlery,no-cat,vehicle,all,mammal,relation,tool,object,measure,animal,weapon,medication,mean
attack,0.0,0.0,0.0,0.0,0.15792510822200148,0.0,0.0,0.0,0.151760545115854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01821680313752091
shaft,0.0,0.0,0.0,0.0,0.010637838319864357,0.0,0.0,0.0,0.00976898723254776,0.0,0.0,0.0,0.009637536690310597,0.0,0.0,0.011132730097579802,0.0,0.0024221819023707365
virus,0.0,0.0,0.0,0.0,0.017028788387082446,0.0,0.0,0.0,0.01641036518556966,0.0,0.0,0.0,0.015108393747742243,0.0,0.0,0.0,0.0,0.0028557380776702557
arrow,0.0,0.0,0.0,0.0,0.009780976588756804,0.0,0.0,0.0,0.010415790892776004,0.0,0.0,0.0,0.010503487383540991,0.0,0.0,0.012251775592344681,0.0,0.0025265900269069693
conspiracy,0.0,0.0,0.0,0.0,0.0037857959805336727,0.0,0.0,0.0,0.003226459836349413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004124856362872403
bow,0.0,0.0,0.0,0.0,0.0022498788349974955,0.0,0.0,0.0,0.002086862977673144,0.0,0.0,0.0,0.002092589446191015,0.0,0.0,0.002468074820833354,0.0,0.0005233768282173534
fire,0.0,0.0,0.0,0.0,0.04755975522350173,0.0,0.0,0.0,0.038845685137198424,0.0,0.05698120065720655,0.0,0.037765013019730065,0.0,0.0,0.0,0.0,0.010655979649272751
bar,0.0,0.0,0.0,0.0,0.006464205519837911,0.0,0.007025976016695838,0.0,0.005471415101751949,0.0,0.0,0.0,0.005092110089984714,0.008770456787047713,0.0,0.0,0.0,0.0019308331479598896
bill,0.0,0.0,0.0,0.0,0.002162321269702487,0.0,0.0,0.0,0.0019980984700582035,0.0,0.0,0.002297352418502624,0.0019222675040199708,0.0025295852907708644,0.0,0.0,0.0,0.000641742644297303
flack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0,0.0,0.0,0.000722801635398072,0.0,0.0,0.0,0.0005873522481297469,0.0,0.0,0.0006030055705155143,0.0005636803593256596,0.0,0.0,0.0,0.0,0.00014569645960994075
bolo,0.0,0.0,0.0,0.0,0.0,0.004535663141642151,0.0,0.0,0.00372311967026822,0.0,0.0,0.004370786545374308,0.0037998455488437066,0.0,0.0,0.0,0.0,0.0009664361709487287
knife,0.0,0.0,0.0,0.0,0.0,0.019252820041617606,0.0,0.0,0.01820059580360739,0.0,0.0,0.018509336803488128,0.018404540168900488,0.0,0.0,0.020803926517144813,0.0,0.005598307019691671
scalpel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fork,0.0,0.0,0.0,0.0,0.0,0.000910780747678727,0.0,0.0,0.0006712579630431859,0.0,0.0,0.0008589327045506231,0.0006584481265859504,0.0,0.0,0.0,0.0,0.00018231879657991097
clipper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.0,0.0,0.0,0.03321896347479352,0.0,0.047016729388376644,0.03031780594651256,0.0,0.0,0.033399499584767255,0.02972113571479579,0.0,0.0,0.0,0.0,0.010216125535837988
neurotoxin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poison,0.0,0.0,0.0,0.0,0.0,0.0,0.015658442210675333,0.0,0.014847237210711456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001794451730669811
terrorism,0.0,0.0,0.0,0.0,0.0,0.0,0.006323869992346591,0.0,0.006480013715814073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007531696298918038
methamphetamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0028040494823972934,0.0,0.0027894772028733516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032903098148650856
malaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0073644023006109935,0.0,0.006334176716180301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008057987656936056
war,0.0,0.0,0.0,0.0,0.0,0.0,0.021980160335970795,0.0,0.021508870553430978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002558178287611869
venom,0.0,0.0,0.0,0.0,0.0,0.0,0.0055617642741025925,0.0,0.006396183544173535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007034086951927134
nursing,0.0,0.0,0.0,0.0,0.0,0.0,0.0023344518646498183,0.0,0.0020848273356405315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025995760001707943
hornbill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
missile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027563703670549236,0.01893582891949875,0.0,0.0,0.0,0.019521431018986787,0.0,0.0,0.024926272150049337,0.0,0.005349837397593183
bayonet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021199672766278408,0.0,0.0,0.0,0.02094247675210747,0.0,0.0,0.023834451975124255,0.0,0.0038809765584417724
sniper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10825652722596617,0.0,0.0,0.0,0.10948388817982657,0.0,0.0,0.0,0.0,0.012808259729752514
revolver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006340478307470009,0.0,0.0,0.0,0.0066320305608115705,0.0,0.0,0.008644387750383117,0.0,0.0012715821540390997
hammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051837102725560994,0.0,0.0,0.005261859166190723,0.005124764507464018,0.0,0.0,0.0,0.0,0.0009159019968359318
handgun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01056227900528133,0.0,0.0,0.0,0.010960791588138636,0.0,0.0,0.014521077856315156,0.0,0.0021202440264550073
gang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03121102004288303,0.0,0.0,0.03258682444342102,0.030958096984643198,0.0,0.0,0.0,0.0,0.00557387891005572
scorpion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007722921941292507,0.0,0.0,0.0,0.00753172457873371,0.0,0.0073267863025253226,0.0,0.0,0.0013283195777971494
mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007738020816475043,0.0,0.0,0.005670157207418599,0.007851744130858256,0.0,0.0,0.0,0.0,0.0012505836561618763
harpoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006958586667616109,0.0,0.0,0.0,0.007053062243578976,0.0,0.0,0.0,0.0,0.000824214641835005
buckshot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025428818363419296,0.0,0.0030147017899741363,0.0,0.0025397956047083048,0.0,0.0,0.0,0.0,0.0004763164253543748
shotgun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028187647429194603,0.0,0.0,0.0,0.02850226014700541,0.0,0.0,0.03301649663508716,0.0,0.005276847306546304
sword,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007206172208804387,0.0,0.0,0.0,0.007369905856950611,0.0,0.0,0.008855990275617762,0.0,0.0013783569612572212
killer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033776317241233055,0.0038398852047250827,0.0,0.0,0.003440465151323507,0.0,0.0033069728023151345,0.0,0.0,0.0008214679342639429
weapon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007039248372444271,0.0,0.0,0.0,0.006934122790394169,0.0,0.0,0.007864094890874486,0.0,0.0012845568266889958
nightstick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hippopotamus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07587331064952453,0.05950283464635359,0.0,0.0,0.06274483104043253,0.0,0.05924146583394085,0.0,0.0,0.015138967186485382
morphine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001314465673893696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016391501575270303,0.00017374210773063095
warhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010991033261943079,0.00994792058923215,0.0,0.0,0.0113928139425477,0.0,0.010137540059579118,0.0,0.0,0.002498194579606003
grenade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03613197818426622,0.0,0.0,0.0,0.0370984386254918,0.0,0.0,0.0,0.0,0.00430767157704459
pentobarbital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pistol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012397287554671482,0.0,0.0,0.0,0.01284419654861307,0.0,0.0,0.01671643246194721,0.0,0.0024681127391312802
firearm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006032249756762159,0.0,0.0,0.0,0.006039912655738721,0.0,0.0,0.0069351004473191275,0.0,0.0011180742858717652
scimitar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blunderbuss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016876629577877655,0.0,0.0,0.0,0.0,0.0015535580922049956,0.0,0.0,0.002062950191836508,0.00031201007304878056
bucket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009253244472176387,0.0,0.0,0.0,0.0008877531121411907,0.0011509585296453323,0.0,0.0,0.0,0.00017435506405906833
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menthol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00295113771827661,0.0,0.0,0.003184181593409692,0.0029001064376567593,0.0,0.003190475578481225,0.0,0.0,0.0007191706663426051
remedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008778820018181028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010882520695830737,0.0001156549453765398
crowbar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01059992293347019,0.0,0.0,0.0,0.010737819585078006,0.0,0.0,0.0,0.0,0.0012551613246204823
langur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006301919327756902,0.0009834199294288177,0.0,0.0,0.000611887040019383,0.0,0.0007359124914681477,0.0,0.0,0.00017420067021717874
naproxen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iodine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012340671705905429,0.0,0.0,0.01179394527004859,0.010923676855461308,0.0,0.0,0.0,0.0,0.0020622525783185485
mop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001739660836974,0.0,0.0,0.0,0.0017210147093262836,0.0,0.0,0.0,0.0,0.00020356914978236963
glove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aspirin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037898695430748914,0.0,0.0,0.0,0.00038528993993079853,0.0007284378506395758,0.0,0.00043981649594794736,0.0,0.00011367830828387123
cure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028547183666524424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040276265935298775,0.0004048438211871953
gutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005205872820950348,0.0,0.0,0.004438708289812603,0.0038634346224820254,0.0,0.0,0.0,0.0,0.0007945891607791162
ointment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buffer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002224215399472876,0.0,0.00284344669971766,0.0025115389066269543,0.002235443962305425,0.0,0.0,0.0,0.0,0.0005773320569484068
pestle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002666749371444235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039030557516417323,0.00038645912488740984
tap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002516010223679028,0.0,0.0,0.0002927699658365166,0.00024311366184179848,0.0,0.0,0.0,0.0,4.632262647330693e-05
laxative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crease,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009128107415174821,0.0,0.0,0.0,0.0009018891518472824,0.0,0.0,0.0009799128943439415,0.0,0.0001643889875122768
businessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012643375084168669,0.0,0.0,0.0,0.012183788351969042,0.0,0.0,0.0,0.0,0.0014604213785963359
