,all,relation,bird,mammal,no-cat,animal,food,object,communication,fish,vehicle,measure,mean,median
gull,0.01754499258623393,0.0,0.018395372638648867,0.0,0.0,0.014071100980202346,0.0,0.017495401222503735,0.0,0.0,0.0,0.0,0.005625572285632406,0.0
butterfly,0.002547389382586373,0.0,0.0,0.0,0.0,0.002463882384146907,0.0,0.002538772710352206,0.0,0.0,0.0,0.0,0.0006291703730904572,0.0
craft,0.024111572621659066,0.0,0.0,0.0,0.0,0.0,0.0,0.024048199108908052,0.0,0.0,0.027531334272799576,0.0,0.006307592166947224,0.0
arrow,0.009534940906433852,0.0,0.0,0.0,0.008134996218577483,0.0,0.0,0.009509113540259547,0.009616320092260395,0.0,0.0,0.0,0.00306628089646094,0.0
wing,0.004976345602375395,0.0,0.0,0.0,0.0,0.0,0.0,0.004968587887124686,0.0,0.0,0.0,0.00612350231319489,0.0013390363168912477,0.0
loon,0.020053461129537473,0.0,0.019531963874480734,0.0,0.0,0.019135109506801147,0.0,0.020020425469678315,0.0,0.0,0.0,0.0,0.006561746665041473,0.0
machine,0.008270108062652822,0.0,0.0,0.0,0.0,0.0,0.0,0.008256423063565095,0.0,0.0,0.009658256258696216,0.0,0.0021820656154095106,0.0
snowbird,0.0045470631510085196,0.0,0.0069057490913665065,0.0,0.0,0.004455424936401272,0.0,0.0045313011173338715,0.0,0.0,0.0,0.0,0.001703294858009181,0.0
duck,0.0017945064732079752,0.0,0.00227732405529842,0.0,0.0,0.001855948963500921,0.0019952032359830184,0.0017907054012545024,0.0,0.0,0.0,0.0017476953695858546,0.0009551152915692243,0.0009551152915692243
robin,0.0005308928089664725,0.0,0.0006974997743329173,0.0,0.0,0.0005297218791708435,0.0,0.0005288658130651362,0.0,0.0,0.0,0.0,0.00019058168962794744,0.0
pheasant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woodpecker,0.002047325601269001,0.0,0.0025353990802731105,0.0,0.0,0.0020485363723296564,0.0,0.0020426407505423684,0.0,0.0,0.0,0.0,0.0007228251503678447,0.0
quail,0.0011008950617788734,0.0,0.001406500190574546,0.0,0.0,0.0009521614405583399,0.0010529992723735803,0.0010983514132323047,0.0,0.0,0.0,0.0,0.00046757561487647035,0.0
plane,0.09239620383474716,0.0,0.0,0.0,0.07533446184124508,0.0,0.0,0.09224034744592656,0.0,0.0,0.11128411545826947,0.0,0.030937927381682356,0.0
puffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truck,0.0013640857977381727,0.0,0.0,0.0,0.0,0.0,0.0,0.001347516202684771,0.0,0.0,0.001760501638481974,0.0,0.00037267530324207646,0.0
seal,0.001833226079495032,0.0027894700261707696,0.0,0.00263410753416515,0.0,0.0016325340125045347,0.0,0.0017968521555298195,0.0020691127181330224,0.0,0.0,0.0,0.0010629418771665273,0.0010629418771665273
titi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheepshead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,0.010318286223981173,0.0,0.0,0.017598260353153355,0.0,0.010002716985584663,0.0,0.010334026160320932,0.0,0.0,0.0,0.0,0.004021107476920011,0.0
razorback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skimmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemur,0.012241866978160178,0.0,0.0,0.01616482797375967,0.0,0.010925990597300502,0.0,0.011811601018174194,0.0,0.0,0.0,0.0,0.004262023880616212,0.0
hog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chick,0.00021994316710114,0.0,0.00022922007432389652,0.0,0.0003225979613514463,0.00024023904693045933,0.0,0.00022144839421803117,0.0,0.0,0.0,0.0,0.00010278738699374777,0.0
bream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trailer,0.0005249505829876096,0.0,0.0,0.0,0.0,0.0,0.0,0.0005141986686561822,0.0005511837814811967,0.0,0.0007668827443819306,0.0,0.00019643464812557661,0.0
catfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roebuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schooner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whistler,0.00066450456885203,0.0,0.000696511148596808,0.001146941746560936,0.0,0.000679761865564151,0.0,0.0006602578149600431,0.0,0.0,0.0,0.0,0.00032066476204449735,0.0
sunfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penguin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haddock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,0.0006892878895169086,0.0,0.0,0.0011488587024007044,0.0,0.0006206202401695521,0.0,0.0006788600953372586,0.0,0.0,0.0,0.0,0.00026146891061870197,0.0
van,0.0004699227845175587,0.0,0.0,0.0,0.0,0.0,0.0,0.00046674468753399995,0.0,0.0,0.0005979266382407362,0.0,0.0001278828425243579,0.0
silverback,0.022643731784887874,0.0,0.0,0.03895863404825481,0.0,0.020006027014814534,0.0,0.022789049369724014,0.0,0.0,0.0,0.0,0.008699786851473436,0.0
tower,0.0030183271661687852,0.0,0.0,0.0,0.0,0.0,0.0,0.002954034777241844,0.0,0.0,0.004009683094856468,0.0,0.0008318370865222582,0.0
hind,0.0012813061064760847,0.0,0.0,0.0017045900300643403,0.0,0.0012079553170462507,0.0,0.0012736744796501818,0.0,0.0012434716674451464,0.0,0.0,0.0005592498000568336,0.0
tractor,0.0004250444884123936,0.0,0.0,0.0,0.0,0.0,0.0,0.00041886839947782926,0.0,0.0,0.0005266930138875032,0.0,0.00011421715848147718,0.0
car,0.004980114451288005,0.0,0.0,0.0,0.0,0.0,0.0,0.004928422691959395,0.0,0.0,0.006343409792644156,0.0,0.0013543289113242963,0.0
barnacle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudd,0.0006246099313839872,0.0,0.0,0.0,0.0,0.0005522437344450841,0.0,0.0006154936354525734,0.0,0.0007229107834303521,0.0,0.0,0.0002096048403926664,0.0
buffalo,0.001878286055350988,0.0,0.0,0.0035348596617626963,0.0,0.001745134017161374,0.0024275839396765233,0.0018872373817678052,0.0,0.0,0.0,0.0,0.0009560917546432821,0.0
heap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sharpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stallion,0.0017421056119459382,0.0,0.0,0.0030920195788046983,0.0,0.0016524419253170955,0.0,0.0017345825965666148,0.0,0.0,0.0,0.0,0.0006850958093861957,0.0
minnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minesweeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poacher,0.010774805694027348,0.0,0.0,0.0,0.0,0.007971975515501125,0.0,0.009906531243702936,0.0,0.01084790918464349,0.0,0.0,0.0032917684698229085,0.0
watchdog,0.000161044302015408,0.0,0.0,0.00022432894591618965,0.0,0.00014172877451045852,0.0,0.00016055436942793657,0.0,0.0,0.0,0.0,5.730469932249939e-05,0.0
sausage,0.0010897428998385508,0.0,0.0,0.0,0.0,0.0,0.001577225255051543,0.0010799176206482772,0.0,0.0,0.0011977180701789652,0.0,0.00041205032047644466,0.0
bobcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0015467089738155787,0.0,0.0,0.0,0.0017671520864016796,0.0014401833435650564,0.0,0.0015474799594818796,0.0,0.0,0.0,0.0,0.0005251270302720161,0.0
shark,0.0023083534658986326,0.0,0.0,0.0,0.0,0.0020819948901113668,0.0,0.0022923472335786023,0.0,0.0031637528192372706,0.0,0.0,0.0008205373674021561,0.0
ostrich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiger,0.002369984901989771,0.0,0.0,0.003333012143870741,0.0,0.0019643527779143405,0.0,0.0023323755014927837,0.0,0.0,0.0,0.0,0.0008333104437723031,0.0
armadillo,0.01051059185791376,0.0,0.0,0.013436795150496296,0.0,0.008571630284398536,0.0,0.01034140024625231,0.0,0.0,0.0,0.0,0.0035717014615884086,0.0
grouper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bogie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stock,0.000884790336225413,0.0015678872949784455,0.0,0.0015325559128920824,0.0011766511378107382,0.0007771887324714781,0.0010578277089383673,0.0008747867659655775,0.0009696536666882698,0.0,0.0,0.0,0.000736778462997531,0.0008747867659655775
mammal,0.006742486888149796,0.0,0.0,0.01045396236281126,0.0,0.00591252300289415,0.0,0.006676956593357683,0.0,0.0,0.0,0.0,0.0024821607372677405,0.0
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrier,0.018188062671829458,0.028867405685642757,0.0,0.0,0.0,0.0,0.0,0.01798750766845374,0.0,0.0,0.024642082136376336,0.0,0.007473754846858524,0.0
clarence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ounce,5.343106113841165e-05,0.0,0.0,7.83367862285983e-05,0.0,4.827423740859573e-05,0.0,5.370536988213119e-05,0.0,0.0,0.0,8.013313579002018e-05,2.6156715870646424e-05,0.0
submarine,0.0015456655415362274,0.0,0.0,0.0,0.0,0.0,0.0017995666318583777,0.0015368120428691679,0.0,0.0,0.0022414458055605366,0.0,0.0005936241684853591,0.0
scull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knot,0.0012468833041248805,0.0020458029218424463,0.001103814230583765,0.0,0.0,0.0011309770947897893,0.0,0.001237393026754614,0.0,0.0,0.0,0.0018293316270239159,0.0007161835170932841,0.0007161835170932841
pussy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundhog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0017247092972409702,0.0,0.0,0.0,0.0,0.0,0.0,0.0016987854020908523,0.0,0.0,0.002466184780610534,0.0,0.0004908066233285297,0.0
junk,0.0007301995492647925,0.001182132166008841,0.0,0.0,0.0,0.0,0.0,0.0007188855975700177,0.0,0.0,0.0009057310768994122,0.0,0.00029474569914525526,0.0
turtle,0.004017968164354841,0.0,0.0,0.0,0.004466007023974263,0.003994641908144909,0.0,0.003988767987727462,0.0,0.0,0.0,0.0,0.001372282090350123,0.0
steamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interceptor,0.002436348013627736,0.0,0.0,0.0,0.0,0.0,0.0,0.00240476601089994,0.0,0.0,0.0031360351286709,0.0,0.0006647624294332145,0.0
rabbit,0.0012844398082672076,0.001972329020354976,0.0,0.0019450564419822324,0.0,0.0012185793608104323,0.0014724613656959644,0.0012735807223834994,0.0,0.0,0.0,0.0,0.0007638705599578594,0.0007638705599578594
boat,0.006145588378737541,0.0,0.0,0.0,0.0,0.0,0.0,0.006049661329839146,0.0,0.0,0.007964497646443934,0.0,0.0016799789462517186,0.0
jade,0.0015457350936744021,0.0,0.0,0.002831370521317411,0.0,0.0014665892406274439,0.0,0.001524353391124551,0.0,0.0,0.0,0.0,0.000614004020561984,0.0
fryer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.001112590994735723,0.0,0.0,0.0016609929611894258,0.0,0.0010466298877145216,0.0,0.0010973671942164558,0.0,0.0,0.0,0.0,0.0004097984198213438,0.0
shell,0.0004529460285734969,0.0007623223960475515,0.0,0.0,0.0,0.0,0.0,0.00044567206302333886,0.0,0.0,0.0005599330553185168,0.0,0.00018507279524690865,0.0
amberjack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ape,0.0026057889519570513,0.0,0.0,0.0038541447700236866,0.0,0.0023647656154179054,0.0,0.0025540809593745787,0.0,0.0,0.0,0.0,0.0009482316913977685,0.0
ferry,0.002377487817777752,0.0,0.0,0.0,0.0,0.0,0.0,0.002348218732311002,0.0,0.0,0.0031743492309121383,0.0,0.0006583379817500743,0.0
deer,0.0016242568548850906,0.0,0.0,0.00224984192596236,0.0,0.0016073079373739839,0.0,0.0016021608299621722,0.0,0.0,0.0,0.0,0.0005902972956819671,0.0
ship,0.006715595970069375,0.0,0.0,0.0,0.0,0.0,0.0,0.006636383025161217,0.0,0.0,0.009370146725682501,0.0,0.001893510476742758,0.0
cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jalopy,0.026676372580660353,0.0,0.0,0.0,0.0,0.0,0.0,0.02642380378729217,0.025916904662385644,0.0,0.0326158776550216,0.0,0.009302746557113314,0.0
howler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
