,animal,tool,no-cat,measure,relation,object,weapon,communication,vehicle,food,all,cutlery,mean
stool,0.0,0.0,0.0,0.0,0.003066879347597957,0.0028030386677694993,0.0,0.0,0.0,0.0,0.0028030386677694993,0.0,0.0007227463902614129
stick,0.0,0.0,0.0,0.0,0.003656711261362507,0.003373968390483603,0.0,0.0,0.0,0.003651791880629407,0.003373968390483603,0.0,0.0011713699935799267
wood,0.0,0.0,0.0,0.0,0.043400285379122876,0.04021487889120882,0.0,0.0,0.0,0.0,0.04021487889120882,0.0,0.010319170263461708
rock,0.0,0.0,0.0,0.0,0.002996269054591249,0.0030729204672591804,0.0,0.003042205484893833,0.0,0.0038943546759724265,0.0030729204672591804,0.0,0.0013398891791646557
spear,0.0,0.0,0.0,0.0,0.0,0.0011754560634632595,0.0012787834927603366,0.0,0.0,0.0,0.0011754560634632595,0.0,0.0003024746349739046
cello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plank,0.0,0.0,0.0,0.0,0.0,0.0010975957432747784,0.0,0.0,0.0,0.0,0.0010975957432747784,0.0,0.00018293262387912972
outrigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soundbox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harp,0.0,0.0,0.0,0.0,0.0,0.0029728874876841006,0.0,0.0,0.0,0.0,0.0029728874876841006,0.0,0.0004954812479473501
guitar,0.0,0.0,0.0,0.0,0.0,0.0012552161569706925,0.0,0.0,0.0,0.0,0.0012552161569706925,0.0,0.00020920269282844874
chock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soffit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timber,0.0,0.0,0.0,0.0,0.0,0.022146866653501643,0.0,0.0,0.0,0.0,0.022146866653501643,0.0,0.0036911444422502737
binnacle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strake,0.0,0.0,0.0,0.0,0.0,0.014143748656068997,0.0,0.0,0.0,0.0,0.014143748656068997,0.0,0.0023572914426781663
clapboard,0.0,0.0,0.0,0.0,0.0,0.0030080857714772213,0.0,0.0,0.0,0.0,0.0030080857714772213,0.0,0.0005013476285795369
button,0.0,0.0,0.0,0.0,0.0,0.0010419466922465632,0.0,0.0,0.0,0.0,0.0010419466922465632,0.0,0.00017365778204109388
rafter,0.0,0.0,0.0,0.0,0.0,0.003786140462486162,0.0,0.0,0.0,0.0,0.003786140462486162,0.0,0.0006310234104143604
plywood,0.0,0.0,0.0,0.0,0.0,0.031688133100064034,0.0,0.0,0.0,0.0,0.031688133100064034,0.0,0.005281355516677339
peg,0.0,0.0,0.0,0.0,0.0,0.0021342206585065085,0.0,0.00227144935431528,0.0,0.0,0.0021342206585065085,0.0,0.000544990889277358
tray,0.0,0.0,0.0,0.0,0.0,0.018763332667773587,0.0,0.0,0.0,0.0,0.018763332667773587,0.0,0.003127222111295598
kickstand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
armrest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
floorboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trestle,0.0,0.0,0.0,0.0,0.0,0.0031900471433405613,0.0,0.0,0.0,0.0,0.0031900471433405613,0.0,0.0005316745238900935
table,0.0,0.0,0.0,0.0,0.0,0.004132706781873346,0.0,0.0,0.0,0.004645257697986171,0.004132706781873346,0.0,0.001075889271811072
transom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lumber,0.0,0.0,0.0,0.0,0.0,0.0025446328620499117,0.0,0.0,0.0,0.0,0.0025446328620499117,0.0,0.0004241054770083186
chair,0.0,0.0,0.0,0.0,0.0,0.002421588309020346,0.0,0.0,0.0,0.0,0.002421588309020346,0.0,0.000403598051503391
truss,0.0,0.0,0.0,0.0,0.0,0.0017683544833602437,0.0,0.0,0.0,0.0,0.0017683544833602437,0.0,0.0002947257472267073
mop,0.0,0.0,0.0,0.0,0.0,0.005263084472001353,0.0,0.0,0.0,0.0,0.005263084472001353,0.0,0.0008771807453335588
houseboat,0.0,0.0,0.0,0.0,0.0,0.013536918933478814,0.0,0.0,0.013410317560208522,0.0,0.013536918933478814,0.0,0.003373679618930512
trave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deck,0.0,0.0,0.0,0.0,0.0,0.004862474941879491,0.0,0.0,0.0,0.0,0.004862474941879491,0.0,0.0008104124903132486
roof,0.0,0.0,0.0,0.0,0.0,0.010967214115465125,0.0,0.0,0.0,0.0,0.010967214115465125,0.0,0.0018278690192441874
dowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fingerboard,0.0,0.0,0.0,0.0,0.0,0.0027436507509742865,0.0,0.0033492945608735556,0.0,0.0,0.0027436507509742865,0.0,0.0007363830052351774
clock,0.0,0.0,0.0,0.0,0.0,0.004399865685095116,0.0,0.0,0.0,0.0,0.004399865685095116,0.0,0.0007333109475158527
ferrule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
board,0.0,0.0,0.0,0.0,0.0,0.001050299159708127,0.0,0.0,0.0,0.0013492592167834916,0.001050299159708127,0.0,0.0002874881280166455
shaft,0.0,0.0,0.0,0.0,0.0,0.001491769603998524,0.0014973635519966075,0.0016434370664923739,0.0,0.0,0.001491769603998524,0.0,0.000510361652207169
handrail,0.0,0.0,0.0,0.0,0.0,0.017709124779510216,0.0,0.0,0.0,0.0,0.017709124779510216,0.0,0.0029515207965850362
gunwale,0.0,0.0,0.0,0.0,0.0,0.04185233858472415,0.0,0.0,0.0,0.0,0.04185233858472415,0.0,0.0069753897641206914
puppet,0.0,0.0,0.0,0.0,0.0,0.00289540519536776,0.0,0.0,0.0,0.0,0.00289540519536776,0.0,0.00048256753256129334
grommet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
railing,0.0,0.0,0.0,0.0,0.0,0.02013374360328614,0.0,0.0,0.0,0.0,0.02013374360328614,0.0,0.003355623933881023
footrest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hutch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fipple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headstock,0.0,0.0,0.0,0.0,0.0,0.05226442460652683,0.0,0.0,0.0,0.0,0.05226442460652683,0.0,0.00871073743442114
joist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bookcase,0.0,0.0,0.0,0.0,0.0,0.05567045260176464,0.0,0.0,0.0,0.0,0.05567045260176464,0.0,0.009278408766960773
ladder,0.0,0.0,0.0,0.0,0.0,0.0013482057110083255,0.0,0.0,0.0,0.0,0.0013482057110083255,0.0,0.00022470095183472092
violin,0.0,0.0,0.0,0.0,0.0,0.00020894898943354354,0.0,0.0,0.0,0.0,0.00020894898943354354,0.0,3.482483157225726e-05
girder,0.0,0.0,0.0,0.0,0.0,0.0035235910781054878,0.0,0.0,0.0,0.0,0.0035235910781054878,0.0,0.000587265179684248
rudder,0.0,0.0,0.0,0.0,0.0,0.006045648775130372,0.0,0.0,0.0,0.0,0.006045648775130372,0.0,0.0010076081291883953
mandrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flatcar,0.0,0.0,0.0,0.0,0.0,0.0352605124674456,0.0,0.0,0.039254583588544854,0.0,0.0352605124674456,0.0,0.009147967376953003
kayak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrow,0.0,0.0,0.0,0.0,0.0,0.005601973059517112,0.005820728867590031,0.005782142471328926,0.0,0.0,0.005601973059517112,0.0,0.0019005681214960986
ladle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
centerboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bow,0.0,0.0,0.0,0.0,0.0,0.004922150376969783,0.0047478403589871375,0.00521985774541,0.0,0.0,0.004922150376969783,0.0,0.0016509999048613918
centreboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lath,0.0,0.0,0.0,0.0,0.0,0.0072811173572605295,0.0,0.0,0.0,0.0,0.0072811173572605295,0.0,0.0012135195595434215
hardboard,0.0,0.0,0.0,0.0,0.0,0.0775271929931779,0.0,0.0,0.0,0.0,0.0775271929931779,0.0,0.012921198832196315
boat,0.0,0.0,0.0,0.0,0.0,0.002785560584897577,0.0,0.0,0.0035038892418686293,0.0,0.002785560584897577,0.0,0.0007562508676386487
fence,0.0,0.0,0.0,0.0,0.0,0.01407232013501516,0.0,0.0,0.0,0.0,0.01407232013501516,0.0,0.002345386689169193
bedstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beam,0.0,0.0,0.0,0.0,0.0,0.0013050198797058988,0.0,0.0012227212002434216,0.0,0.0,0.0013050198797058988,0.0,0.0003193967466379349
flute,0.0,0.0,0.0,0.0,0.0,0.001050911009622026,0.0,0.0,0.0,0.0,0.001050911009622026,0.0,0.00017515183493700432
chamfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brush,0.0,0.0,0.0,0.0,0.0,0.028127194702698602,0.0,0.0,0.0,0.0,0.028127194702698602,0.0,0.0046878657837831
pin,0.0,0.0,0.0,0.0,0.0,0.002363575600294882,0.0,0.002502098159809012,0.0,0.0,0.002363575600294882,0.0,0.000602437446699898
rope,0.0,0.0,0.0,0.0,0.0,0.002795339343654919,0.0,0.0,0.0,0.0,0.002795339343654919,0.0,0.0004658898906091532
noseband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crosshead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor,0.0,0.0,0.0,0.0,0.0,0.00032684982946249276,0.0,0.0,0.0,0.0,0.00032684982946249276,0.0,5.447497157708213e-05
wire,0.0,0.0,0.0,0.0,0.0,0.002311748923716527,0.0,0.0026104641954760935,0.0,0.0,0.002311748923716527,0.0,0.000602830170242429
cushion,0.0,0.0,0.0,0.0,0.0,0.004219768579048709,0.0,0.0,0.0,0.0,0.004219768579048709,0.0,0.0007032947631747848
saxophone,0.0,0.0,0.0,0.0,0.0,0.0007399257270254972,0.0,0.0,0.0,0.0,0.0007399257270254972,0.0,0.00012332095450424954
staysail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cymbal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuselage,0.0,0.0,0.0,0.0,0.0,0.015409741065970818,0.0,0.0,0.0,0.0,0.015409741065970818,0.0,0.0025682901776618032
trumpet,0.0,0.0,0.0,0.0,0.0,0.0009495491422685431,0.0,0.0,0.0,0.0,0.0009495491422685431,0.0,0.00015825819037809053
sword,0.0,0.0,0.0,0.0,0.0,0.0029104515787202866,0.003584859013482728,0.0,0.0,0.0,0.0029104515787202866,0.0,0.0007838135142436085
pedal,0.0,0.0,0.0,0.0,0.0,0.0011225733342030946,0.0,0.0011577187701926417,0.0,0.0,0.0011225733342030946,0.0,0.00028357211988323594
wheelbarrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tappet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
windshield,0.0,0.0,0.0,0.0,0.0,0.0013304765922360767,0.0,0.0,0.0,0.0,0.0013304765922360767,0.0,0.00022174609870601278
pulley,0.0,0.0,0.0,0.0,0.0,0.004207738203799822,0.0,0.0,0.0,0.0,0.004207738203799822,0.0,0.0007012897006333036
pintle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cannon,0.0,0.0,0.0,0.0,0.0,0.005259588294527498,0.006509491013010635,0.0,0.0,0.0,0.005259588294527498,0.0,0.0014190556335054692
laptop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
washtub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turnbuckle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strap,0.0,0.0,0.0,0.0,0.0,0.001731722260316798,0.0,0.0,0.0,0.0,0.001731722260316798,0.0,0.00028862037671946634
wheel,0.0,0.0,0.0,0.0,0.0,0.003685077503668142,0.0,0.0,0.003862596510752797,0.0,0.003685077503668142,0.0,0.0009360626265074234
steerer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screw,0.0,0.0,0.0,0.0,0.0,0.0005508710957985399,0.0,0.0,0.0,0.0,0.0005508710957985399,0.0,9.181184929975664e-05
eyelet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
holster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breechblock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chimney,0.0,0.0,0.0,0.0,0.0,0.006553130925045417,0.0,0.0,0.0,0.0,0.006553130925045417,0.0,0.0010921884875075695
scabbard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bagpipe,0.0,0.0,0.0,0.0,0.0,0.00844068822679641,0.0,0.0,0.0,0.0,0.00844068822679641,0.0,0.001406781371132735
carabiner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
