,food,female,fish,communication,plant,fruit,vehicle,all,relation,vegetable,bird,object,blue,measure,animal,mean
heart,0.001120972129265773,0.0,0.0,0.0,0.0,0.0,0.0,0.0010062652928018024,0.0010531919775631097,0.0,0.0,0.0010083790312326753,0.0,0.0,0.0,0.0002792538953908907
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crab,0.001341764513632405,0.0,0.0,0.0,0.0,0.0,0.0,0.0009531068249994013,0.0,0.0,0.0,0.0009768671815179291,0.0,0.0,0.0011241023253250337,0.0002930560563649846
slug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rice,0.00020854771380292896,0.0,0.0,0.0,0.0002194980829944656,0.0,0.0,0.00017463638622410257,0.0,0.0,0.0,0.00017200895426109348,0.0,0.0,0.0,5.164607581883938e-05
avocado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nectarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.0017359438422965715,0.0,0.0,0.0,0.0,0.0,0.0,0.0014659542574511513,0.0015632227286224195,0.0,0.0,0.0,0.0,0.0,0.0,0.00031767472189134287
cider,0.001205427752338835,0.0,0.0,0.0,0.0,0.0,0.0,0.0008257274429652736,0.0009824401973515919,0.0,0.0,0.0,0.0,0.0,0.0,0.00020090635951038003
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beer,0.003389547006449498,0.0,0.0,0.0,0.0,0.0,0.0,0.002919258259020345,0.0030869107587837646,0.0,0.0,0.0,0.0,0.0,0.0,0.0006263810682835739
onion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butter,0.00011414591329296499,0.0,0.0,0.0,0.0,0.0,0.0,8.328118899968997e-05,0.0,0.0,0.0,8.424611804969364e-05,0.0,0.0,0.0,1.877821468948991e-05
truffle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,0.0011989676271030817,0.0010973837052023513,0.0,0.0,0.0013751769659618041,0.001725910399973294,0.0,0.0009599201717952752,0.0,0.0,0.0,0.000947712447339766,0.0,0.0,0.0,0.0004870047544917048
grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tongue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog,0.0024429517884298046,0.0,0.0,0.0,0.0,0.0,0.0,0.002346402198203825,0.0,0.0,0.0,0.002339177718877973,0.0,0.0,0.002623199586494654,0.0006501154194670838
quail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime,0.0010269331012113343,0.0,0.0,0.0,0.0010738042666819418,0.001404796555263223,0.0,0.0007107316249663483,0.0007875908035561761,0.0,0.0,0.0007248652744530546,0.0,0.0,0.0,0.0003819147750754719
apricot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parrotfish,0.0,0.0,0.08757866314596986,0.0,0.0,0.0,0.0,0.13509301779105112,0.0,0.0,0.0,0.1353099899591836,0.0,0.0,0.14088232509229068,0.033257599732566354
shark,0.0,0.0,0.002435417703129237,0.0,0.0,0.0,0.0,0.0022385320382156586,0.0,0.0,0.0,0.0022638028495672205,0.0,0.0,0.002567672981609478,0.0006336950381681062
goldfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin,0.0,0.0,0.0011851157582257034,0.0,0.0,0.0,0.0,0.0010738497208753021,0.0,0.0,0.0,0.0010644514632710525,0.0,0.0,0.001342859469882432,0.0003110850941502993
bus,0.0,0.0,0.0,0.004355216550599868,0.0,0.0,0.004227414443684214,0.004436123144313698,0.0,0.0,0.0,0.004444033534613078,0.0,0.0,0.0,0.0011641858448807238
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
problem,0.0,0.0,0.0,0.0007738703536720038,0.0,0.0,0.0,0.0006259039132724045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.331828446296056e-05
spider,0.0,0.0,0.0,0.0007478257942356537,0.0,0.0,0.0,0.0006584734266406035,0.0,0.0,0.0,0.0006615552796085965,0.0,0.0,0.0007361768782856819,0.00018693542525136903
bellflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
violet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flower,0.0,0.0,0.0,0.0,0.00098057387887263,0.0,0.0,0.0009891932129333213,0.0,0.0,0.0,0.0009893397850627005,0.0,0.000874688708730515,0.0,0.0002555863723732778
orchid,0.0,0.0,0.0,0.0,0.005078293323759473,0.0,0.0,0.0061838225774013865,0.0,0.0,0.0,0.006334834533345131,0.0,0.0,0.0,0.001173130028967066
geranium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marigold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daffodil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elm,0.0,0.0,0.0,0.0,0.0013869283282967944,0.0,0.0,0.0016820230144541678,0.0017647582985704582,0.0,0.0,0.0016762674985727503,0.0,0.0,0.0,0.0004339984759929447
dogwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daisy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locust,0.0,0.0,0.0,0.0,0.005781640084642916,0.0,0.0,0.004895728834739677,0.005766618752768899,0.0,0.0,0.004877989240696039,0.0,0.0,0.005579732587482653,0.0017934473000220123
sycamore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0027430686937625045,0.002403165269416271,0.0,0.0,0.0,0.0023463937689234783,0.0,0.0,0.0,0.0004995085154734836
car,0.0,0.0,0.0,0.0,0.0,0.0,0.005010294374700601,0.005190698477232933,0.0,0.0,0.0,0.005216740975890325,0.0,0.0,0.0,0.0010278489218549238
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0025751037045388583,0.0027195621910993026,0.0,0.0,0.0,0.002729123326584928,0.0,0.0,0.0,0.0005349192814815393
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0030323344358024135,0.0024239022538610133,0.0,0.0,0.0,0.0024793968811223873,0.0,0.0,0.0,0.0005290422380523876
tank,0.0,0.0,0.0,0.0,0.0,0.0,0.002098962599008077,0.0020655078586940137,0.0,0.0,0.0,0.0020526692506926923,0.0,0.001972669881122654,0.0,0.0005459873059678291
glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015156818308567463,0.0,0.0,0.0,0.0015147186990670761,0.0,0.0013801997314796537,0.0,0.0002940400174268984
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002002365110518551,0.0,0.0,0.0,0.002008486910350879,0.0,0.0,0.0,0.00026739013472462864
feather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
budgie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003336445066324115,0.0,0.0,0.0,0.00032984863932977607,0.0,0.0,0.0,4.423287639747917e-05
lagoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006556363721412797,0.0,0.0,0.0,0.0,0.005450686694109573,0.0,0.0,0.0008004700277014913
scorpion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011590973514930833,0.0,0.0,0.0,0.011725509187719025,0.0,0.0,0.0,0.0015544321801766571
moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009170676731347565,0.0,0.0,0.0,0.0009304064529683186,0.0,0.0,0.0,0.000123164941740205
night,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025307659303783012,0.0,0.0,0.0,0.0,0.0,0.020187529662125198,0.0,0.003033012597727214
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004471141339538417,0.0,0.0,0.0,0.004494957085895709,0.0,0.0,0.0,0.0005977398950289417
kingfisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00571354288471,0.0,0.0,0.0,0.005679492149983184,0.0,0.0,0.0,0.0007595356689795457
insect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030484935205650357,0.0,0.0,0.0,0.0,0.003256749171759111,0.0,0.0,0.00042034951282160976
pot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003852145047797547,0.0003787653159896426,0.0,0.0,0.0003783811094145429,0.0,0.00041603265103244686,0.0,0.00010389290541442581
sandpaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009254123181407007,0.0,0.0,0.0,0.0009257111674573959,0.0,0.0,0.0,0.00012340823237320643
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015547747845145446,0.0,0.0,0.0,0.0015667827833293825,0.0,0.0,0.0,0.00020810383785626178
sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01800386913155466,0.0,0.0,0.0,0.0,0.015396671503305568,0.0,0.0,0.002226702708990682
frog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plumage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009050135178303067,0.0007569663122058861,0.0,0.0,0.0009078103523512673,0.0,0.0,0.0,0.00017131934549249734
peacock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060609831098822255,0.0,0.0,0.006988319149458633,0.005978370942212116,0.0,0.0,0.006407893150590868,0.0016957044234762561
sapphire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006689504892735104,0.005477558405604821,0.0,0.0,0.0067393107028115955,0.0,0.0,0.0,0.0012604249334101014
cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009099670009770598,0.0,0.0,0.0,0.0009064509137260917,0.0,0.0,0.0,0.00012109452764687677
lantern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
umbrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005812977955472169,0.0,0.0,0.0,0.0005634204791113069,0.0,0.0,0.0,7.631455164390158e-05
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018069453558439666,0.0,0.0,0.0,0.0018343178118676484,0.0,0.0,0.0,0.000242750877847441
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139191074407694,0.0,0.0,0.0,0.0014006994831794527,0.0,0.0,0.0,0.00018617401515042618
blossom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017732977532444502,0.0,0.0,0.0,0.0017975359600517656,0.0,0.0012410288897471433,0.0,0.0003207908402028906
parrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004195406117662306,0.0,0.0,0.0042687614487666534,0.004266757826820269,0.0,0.0,0.00450006408561341,0.001148732631924176
suit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010679622289679386,0.000900307454315432,0.0,0.0,0.0010815248978665573,0.0,0.0,0.0,0.00020331963874332856
starling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feeling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001667829031051108,0.0,0.0,0.0,0.0,0.0012689302301184373,0.0,0.0,0.00019578395074463636
pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002583596031697988,0.0,0.0,0.0,0.00025730902424568077,0.0,0.0,0.0,3.43779084943653e-05
lawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012865486870929173,0.0,0.0,0.0,0.0013255722518431005,0.0,0.0,0.0,0.00017414139592906785
blackboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011002109536273107,0.0011423881972589687,0.0,0.0,0.0010996850180300904,0.0,0.0,0.0011711058137448863,0.00030089266551075044
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockroach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006028912672530861,0.0,0.0,0.0,0.006035358890909924,0.0,0.0,0.005424811309571491,0.0011659388582008184
monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024186004171463906,0.0,0.0,0.0,0.0002395134880080797,0.0,0.0,0.0002461431274541606,4.8501110478458625e-05
skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crocodile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001443090754652022,0.0,0.0,0.0,0.0014336879551405401,0.0,0.0,0.001815913765874103,0.0003128461650444444
bear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alligator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002361083130067174,0.0023737482843904025,0.0,0.0,0.002384910708106471,0.0,0.0,0.002675602436582229,0.0006530229706097518
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002833697090245514,0.0,0.0,0.0,0.0002800826243336395,0.0,0.0,0.0,3.756348889054607e-05
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chameleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030593954822622272,0.0,0.0,0.024286454048400255,0.02243183273645003,0.0,0.0,0.02330629640200629,0.0067079025339652565
flea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lizard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009662931559908208,0.0,0.0,0.0,0.0009790598718700237,0.0,0.0,0.0,0.00012969020185738962
caterpillar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005938417739842531,0.0,0.0,0.0,0.0006030987959695907,0.0,0.0006603487486143848,0.0,0.00012381928790454856
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flamingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cricket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000644455925031941,0.0,0.0,0.0,0.0006542734385225271,0.0,0.0,0.0008051330717478705,0.00014025749568682258
panther,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003661653143123973,0.0,0.0,0.0,0.0,0.00039059579921550897,0.0,0.0,5.045074090186042e-05
tire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thought,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013972743940097612,0.0,0.0,0.0,0.0,0.0011959810315610622,0.0,0.0,0.0001728836950380549
gorilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012237798384758963,0.0,0.0,0.0,0.0012435589801132693,0.0,0.0011935851088972719,0.0,0.0002440615951657625
tarantula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001189701087706736,0.0012696605956808331,0.0,0.0,0.0012100745829632688,0.0,0.0,0.001264237358704982,0.0003289115750037213
clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024996258488163533,0.0,0.0,0.0,0.0024705018217485468,0.0,0.0,0.0,0.0003313418447043267
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037734369663349394,0.004296952795641908,0.0,0.0,0.003730178235863185,0.0,0.0,0.0,0.0007867045331893355
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005034976673209719,0.0,0.0,0.0006073465323691061,0.0004981057086646655,0.0,0.0,0.0006366132910205554,0.0001497042132916866
lion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006485309865116116,0.0,0.0,0.0,0.0006487646700729045,0.0,0.0,0.0006952524394511332,0.00013283653973570996
wasp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
