,reptile,criminal,food,fish,communication,cutlery,no-cat,vehicle,all,mammal,relation,tool,object,measure,animal,weapon,medication,mean
thief,0.0,0.006196052293464611,0.0,0.0,0.0,0.0,0.0,0.0,0.006941164675067737,0.0,0.0,0.0,0.0070221519093528325,0.0,0.0,0.0,0.0,0.001185845228110893
punk,0.0,0.002934692109140108,0.0,0.0,0.003311756469164477,0.0,0.0,0.0,0.0033598075876361266,0.0,0.0,0.0,0.003376150652428446,0.0,0.0,0.0,0.0,0.0007636709893158327
torpedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pusher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dip,0.0,0.0005057900105529577,0.0006416850096312298,0.0,0.0,0.0,0.0,0.0,0.0005159460226209289,0.0,0.0,0.0,0.000508604540863814,0.0,0.0,0.0,0.0,0.0001277662108040547
blade,0.0,0.0,0.0009117544142046212,0.0,0.0,0.0,0.0,0.0,0.0012359317589193735,0.0,0.0,0.0013112637587110205,0.0012546998514884333,0.0,0.0,0.0011535874279838011,0.0,0.0003451316006651323
spud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elixir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup,0.0,0.0,0.0011478226021916392,0.0,0.0,0.0,0.0,0.0,0.0008304147608376958,0.0,0.0010289222242931832,0.0,0.0,0.0,0.0,0.0,0.0,0.00017689174043073635
jack,0.0,0.0,0.0014254579381493809,0.001652440761017284,0.0,0.0,0.0009319606980855938,0.0,0.0010419798590860395,0.001261528367230844,0.0014851091721988028,0.0010977284749615925,0.0010847103762211116,0.001342558980992638,0.001279267474140965,0.0,0.0,0.0007413377707108384
tuck,0.0,0.0,0.0006177538226062037,0.0,0.0,0.0,0.0,0.0,0.000497831771728795,0.0,0.0,0.0,0.0005244591224879991,0.0,0.0,0.0005435948348388398,0.0,0.0001284493853918728
rabbit,0.0,0.0,0.005029148523039119,0.0,0.0,0.0,0.0,0.0,0.004538458218298258,0.005246839215366531,0.005030049289028711,0.0,0.004484548712045136,0.0,0.005026616698536247,0.0,0.0,0.0017268035680184706
starter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot,0.0,0.0,0.0,0.0,0.0005120589953729157,0.0,0.0,0.0,0.0004934969758975473,0.0,0.0,0.0,0.0004949934783237905,0.0,0.0,0.0,0.0,8.826761468201491e-05
attack,0.0,0.0,0.0,0.0,0.0015713941116617062,0.0,0.0,0.0,0.0016573870094307016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018992830124072986
shaft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virus,0.0,0.0,0.0,0.0,0.0005707973761033222,0.0,0.0,0.0,0.0006037367040625583,0.0,0.0,0.0,0.0005521847230631312,0.0,0.0,0.0,0.0,0.00010157169430758893
arrow,0.0,0.0,0.0,0.0,0.0021735503530570677,0.0,0.0,0.0,0.0025404511777978576,0.0,0.0,0.0,0.002545006391653783,0.0,0.0,0.0023330757421362873,0.0,0.0005642402155673526
conspiracy,0.0,0.0,0.0,0.0,0.0006883265419152132,0.0,0.0,0.0,0.0006438648078738198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83641970464137e-05
bow,0.0,0.0,0.0,0.0,0.0011249394174987477,0.0,0.0,0.0,0.0011452361629803135,0.0,0.0,0.0,0.0011408325609092067,0.0,0.0,0.0010574763032868933,0.0,0.0002628520261573624
fire,0.0,0.0,0.0,0.0,0.0013089840887202313,0.0,0.0,0.0,0.0011734609905704515,0.0,0.0014084130026832346,0.0,0.0011333192579330246,0.0,0.0,0.0,0.0,0.0002955398435239378
bar,0.0,0.0,0.0,0.0,0.003275472657278929,0.0,0.0030111325785839305,0.0,0.0029237421918762592,0.0,0.0,0.0,0.0028166803610401485,0.0037587671944490195,0.0,0.0,0.0,0.0009285761754840168
bill,0.0,0.0,0.0,0.0,0.00022230948259855,0.0,0.0,0.0,0.00021663830168369932,0.0,0.0,0.0001997697755219673,0.00021574093197668608,0.0,0.0,0.0,0.0,5.026226422240605e-05
flack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0,0.0,0.0,0.00034183358192682595,0.0,0.0,0.0,0.00029293739972566674,0.0,0.0,0.0002412022282062057,0.00029101103706760434,0.0,0.0,0.0,0.0,6.864613217213545e-05
bolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife,0.0,0.0,0.0,0.0,0.0,0.009081518887555474,0.0,0.0,0.009422819207352369,0.0,0.0,0.010393287857235227,0.0094657925715864,0.0,0.0,0.008409143595502799,0.0,0.0027513271834842513
scalpel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fork,0.0,0.0,0.0,0.0,0.0,0.0011249954183605744,0.0,0.0,0.000836961818334529,0.0,0.0,0.0008589327045506231,0.0008498418873518662,0.0,0.0,0.0,0.0,0.00021592540168221131
clipper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.0,0.0,0.0,0.0012248366754379484,0.0,0.0014034844593545264,0.0011284157969709814,0.0,0.0,0.0009969999876049927,0.0011450835095457525,0.0,0.0,0.0,0.0,0.00034698943699495305
neurotoxin,0.0,0.0,0.0,0.0,0.0,0.0,0.010912416818160171,0.0,0.017734291271405588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016851004758568092
poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0013616036704935071,0.0,0.0014170295969697445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016344901573313243
terrorism,0.0,0.0,0.0,0.0,0.0,0.0,0.00030848146304129714,0.0,0.00034693904484249906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8554147522576244e-05
methamphetamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0009346831607990978,0.0,0.0010205462146510873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011501349267354029
malaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
war,0.0,0.0,0.0,0.0,0.0,0.0,0.00013402536790226095,0.0,0.00014394774711736134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6351359707036604e-05
venom,0.0,0.0,0.0,0.0,0.0,0.0,0.0055617642741025925,0.0,0.007020241173682297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007401179675167582
nursing,0.0,0.0,0.0,0.0,0.0,0.0,0.0007781506215499394,0.0,0.0008664929499634455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.674373950078735e-05
hornbill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019080060139476827,0.0014654436558870657,0.0017561687125015987,0.0,0.0016399483384995084,0.001470383166178752,0.0,0.0016970547474854042,0.0,0.0,0.0005845296843823536
missile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sniper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revolver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062066948693015045,0.0,0.0,0.0068332252905789,0.006095794917282968,0.0,0.0,0.0,0.0,0.001125630298656669
handgun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004536317287375224,0.0,0.0,0.0,0.004676537987675573,0.0,0.0,0.004869180182713237,0.0,0.0008283550269272961
gang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004090291515281462,0.0,0.0,0.004631857437564346,0.0040304850425222465,0.0,0.0,0.0,0.0,0.0007501549409040032
scorpion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008492997732704677,0.0,0.0,0.006749833479053134,0.008561187557086819,0.0,0.0,0.0,0.0,0.0014002363981673312
harpoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buckshot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023922717097972362,0.0,0.0023206050992517755,0.0,0.0023736673205912227,0.0,0.0,0.0,0.0,0.00041685553703766086
shotgun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005036392048387111,0.0,0.0,0.0,0.0050591406929036105,0.0,0.0,0.004605776838241592,0.0,0.0008647829164430773
sword,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
killer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018535888733857311,0.0022822998715409507,0.0,0.0,0.001875663989631437,0.0,0.0020635715657033437,0.0,0.0,0.00047500731178008607
weapon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013436605265494585,0.0,0.0,0.0,0.0013148964604011236,0.0,0.0,0.0011719881456770194,0.0,0.0002253261842722119
nightstick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371719306234104,0.0,0.0,0.0,0.03766966097645416,0.0,0.0,0.0,0.0,0.004402446564697915
hippopotamus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
morphine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
warhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007487626002505958,0.000733991917059699,0.0,0.0,0.0007710337439430652,0.0,0.0007852826425187864,0.0,0.0,0.0001787688766924792
grenade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003741252228312875,0.0,0.0,0.0,0.0003816081483546388,0.0,0.0,0.0,0.0,4.445490418740743e-05
pentobarbital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pistol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046549770578809425,0.0,0.0,0.0,0.004791092673912134,0.0,0.0,0.0049005595631878875,0.0,0.0008439193702929978
firearm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009458284843921293,0.0,0.0,0.0,0.0009408068943011732,0.0,0.0,0.000848979168708399,0.0,0.0001609185027883354
scimitar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blunderbuss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061744116116204,0.0,0.0,0.0,0.0,0.0005178526974016652,0.0,0.0,0.0,6.678199168021796e-05
bucket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003610877434372068,0.0,0.0,0.0,0.00039233501678740887,0.0,0.0,0.0,0.0,4.431898589556563e-05
menthol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crowbar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
langur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naproxen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iodine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006507318099280945,0.0,0.0,0.0,0.0066638068953936945,0.0,0.0,0.0,0.0,0.000774772058510273
glove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038041785923689255,0.0,0.000480356760064889,0.0003869540520268451,0.00038370680247122244,0.0,0.0,0.0,0.0,9.59667925764617e-05
aspirin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005906775559209531,0.0,0.0,0.0,0.0006216046422408175,0.0009105473132994696,0.0,0.0007144894751522428,0.0,0.00016690111685961664
cure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004449277339211037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006218650147327536,6.275251462669748e-05
gutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ointment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buffer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pestle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008232323068366527,0.0,0.0,0.0007905934455645116,0.0008254069029357764,0.0,0.0,0.0,0.0,0.00014348427384334943
opener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laxative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crease,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018969054622760828,0.0,0.0,0.0,0.0019400748214901788,0.0,0.0,0.002122513839370499,0.0,0.00035055847783157417
businessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006380854601144288,0.0,0.0,0.0,0.006365001989455624,0.0,0.0,0.0,0.0,0.000749756270035289
