,all,relation,no-cat,food,object,plant,hot,communication,measure,mean,median
heat,0.026480528627099913,0.0,0.0,0.0,0.027341252266733385,0.0,0.0,0.0,0.0333029710114472,0.00968052798947561,0.0
chutney,0.021023715414278353,0.0,0.0,0.02649115967604526,0.0,0.0,0.0,0.0,0.0,0.005279430565591513,0.0
pot,0.01076039470172523,0.01255935461240111,0.0,0.0,0.009809810862941451,0.0,0.0,0.0,0.013888761282083377,0.005224257939905686,0.002612128969952843
seasoning,0.014398472666571767,0.0,0.0,0.01594787561798096,0.0,0.0,0.0,0.0,0.0,0.003371816476061414,0.0
kettle,0.011725270315116762,0.0,0.0,0.0,0.011773447318007321,0.0,0.0,0.0,0.012863457303068038,0.004040241659576903,0.0
jungle,0.0033771104627305704,0.0,0.0,0.0,0.0033669570695866436,0.0,0.0,0.0,0.0,0.0007493408369241348,0.0
tandoor,0.014347535443581737,0.0,0.0,0.0,0.01526588633659828,0.0,0.0,0.0,0.0,0.0032903801977977798,0.0
spiciness,0.0403650906902068,0.0,0.0,0.0,0.0,0.0,0.060807911923258934,0.0,0.0,0.011241444734829527,0.0
flatbread,0.013484884492804826,0.0,0.0,0.012599207207943325,0.0,0.0,0.0,0.0,0.0,0.002898232411194239,0.0
firebox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outfit,0.004229725219597966,0.0,0.0,0.0,0.004112058016164683,0.0,0.0,0.0,0.0,0.0009268648039736277,0.0
water,0.06639015063453009,0.07428830168086169,0.0,0.06144974228118248,0.06743028046160121,0.0,0.0,0.0,0.0,0.02995094167313061,0.014975470836565304
stove,0.1332947903182685,0.0,0.0,0.0,0.14313108527752147,0.0,0.0,0.0,0.0,0.030713986177309995,0.0
quesadilla,0.040598915952826775,0.0,0.0,0.03946263991093,0.0,0.0,0.0,0.0,0.0,0.008895728429306308,0.0
ingredient,0.006594949132017246,0.0,0.0,0.00609172651991917,0.0066996207109888805,0.0,0.0,0.0,0.0,0.002154032929213922,0.0
geyser,0.004660194347169119,0.0,0.0,0.0,0.0045893832065558035,0.0,0.0,0.0,0.0,0.0010277308393027691,0.0
roast,0.016572941494121408,0.0,0.0,0.017602156233529166,0.0,0.0,0.0,0.0,0.0,0.0037972330808500637,0.0
enchiladas,0.011704210239119843,0.0,0.0,0.0,0.0,0.0,0.010207634779502588,0.0,0.0,0.002434649446513603,0.0
tub,0.7124283731054178,0.0,0.0,0.0,0.7340978976902613,0.0,0.0,0.0,0.7741143347392441,0.24673784505943588,0.0
shower,0.08441891340780963,0.0,0.0,0.0,0.08836184499593995,0.0,0.0,0.0,0.0,0.019197862044861062,0.0
dough,0.007959816229119022,0.0,0.0,0.008304216439355973,0.0,0.0,0.0,0.0,0.009626380173344233,0.002876712537979914,0.0
hearth,0.020419758662035034,0.0,0.0,0.0,0.02009967731761368,0.0,0.0,0.0,0.0,0.004502159553294301,0.0
marinade,0.013531653709457886,0.0,0.0,0.014402505971671184,0.0,0.0,0.0,0.0,0.0,0.003103795520125452,0.0
summertime,0.0753488281490235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08558361996442204,0.01788138312371617,0.0
dessert,0.013962160784995717,0.0,0.0,0.014610175040447112,0.0,0.0,0.0,0.0,0.0,0.003174703980604759,0.0
cooker,0.010133810348569531,0.0,0.0,0.0,0.010860806946172016,0.0,0.0,0.0,0.0,0.002332735254971283,0.0
pudding,0.012907277969356158,0.0,0.0,0.013168519653954824,0.0,0.0,0.0,0.0,0.0,0.0028973108470345538,0.0
furnace,0.0529646337797819,0.0,0.0,0.0,0.05585711887244823,0.0,0.0,0.0,0.0,0.012091305850247792,0.0
steam,0.04205400463560135,0.045954621747242776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009778736264760458,0.0
bulb,0.0014323618570880464,0.0,0.0,0.0,0.0014773824973854175,0.0,0.0,0.0,0.0,0.00032330492827482935,0.0
drink,0.020914062978156327,0.024447245545968093,0.0,0.02097077052112601,0.0,0.0,0.0,0.0,0.02446463446760508,0.010088523723650612,0.005044261861825306
lightning,0.003033008624232871,0.0,0.0,0.0,0.0,0.0,0.0036468301761221258,0.0,0.0,0.0007422043111505552,0.0
mug,0.021279804076242324,0.0,0.0,0.0,0.02406144035010938,0.0,0.0,0.0,0.03241682410945668,0.008639785392867598,0.0
meat,0.009538699028945585,0.0,0.0,0.009787611655853007,0.009768073820022297,0.0,0.0,0.0,0.0,0.0032327093894245432,0.0
coal,0.0005926713438607385,0.0,0.0,0.0,0.0,0.0,0.0006554662670416627,0.0,0.0,0.00013868195676693346,0.0
sauna,0.09714488238670857,0.0,0.0,0.0,0.09887680309126538,0.0,0.0,0.0,0.0,0.02178018727533044,0.0
bathroom,0.007879274357415427,0.0,0.0,0.0,0.00827850776010854,0.0,0.0,0.0,0.0,0.0017953091241693295,0.0
bottle,0.009431815682435079,0.0,0.0,0.0,0.009630147457046694,0.0,0.0,0.0,0.010744027126983606,0.0033117766962739315,0.0
burner,0.022581319702069412,0.0,0.0,0.0,0.023422223989551325,0.0,0.0,0.0,0.0,0.005111504854624527,0.0
boiler,0.0515065946741694,0.0,0.0,0.0,0.05262337101847813,0.0,0.0,0.0,0.0,0.011569996188071948,0.0
can,0.005705390963164361,0.0,0.0,0.0,0.0059419704811975145,0.0,0.0,0.006449643274876404,0.006474891028109407,0.0027302106385941874,0.0013651053192970937
sauce,0.08814334549748246,0.0,0.0,0.10272134982760896,0.0,0.0,0.0,0.0,0.0,0.021207188369454604,0.0
butter,0.007579774748517197,0.0,0.0,0.009156609797518308,0.007946921032023749,0.0,0.0,0.0,0.0,0.002742589508673251,0.0
fireplace,0.008860267717728229,0.0,0.0,0.0,0.00892993648089272,0.0,0.0,0.0,0.0,0.0019766893554023276,0.0
puree,0.003328249730380161,0.0,0.0,0.0037500253872498604,0.0,0.0,0.0,0.0,0.0,0.0007864750130700023,0.0
tile,0.0011445453762533022,0.0,0.0,0.0,0.001246483647999501,0.0,0.0,0.0,0.0,0.0002656698915836448,0.0
coffee,0.039980040827369535,0.04734248507515031,0.050913444664562636,0.04072330195788323,0.04129028222588605,0.04665997057546776,0.0,0.0,0.0,0.02965661392514661,0.04035167139262638
heater,0.10247760051491955,0.0,0.0,0.0,0.10204561322504759,0.0,0.0,0.0,0.0,0.022724801526663015,0.0
tortilla,0.015335734841852633,0.0,0.0,0.016757604182252844,0.0,0.0,0.0,0.0,0.0,0.0035659265582339422,0.0
kerosene,0.0013675549563476831,0.0014634994719473987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000314561603143898,0.0
fondue,0.012629295875500225,0.0,0.0,0.01241337955025938,0.0,0.0,0.0,0.0,0.0,0.002782519491751067,0.0
cake,0.008388897980270439,0.0,0.0,0.008791205189685066,0.008809947938355408,0.0,0.0,0.0,0.0,0.0028877834564789897,0.0
toaster,0.002793285070333832,0.0,0.0,0.0,0.003091146680783325,0.0,0.0,0.0,0.0,0.0006538257501241285,0.0
kiln,0.004966815714885248,0.0,0.0,0.0,0.005264077509357382,0.0,0.0,0.0,0.0,0.0011367659138047366,0.0
custard,0.026779292028456806,0.0,0.0,0.028854683337673104,0.0,0.0,0.0,0.0,0.0,0.006181552818458879,0.0
jug,0.0007283839422044079,0.0,0.0,0.0,0.0007336640808711681,0.0,0.0,0.0,0.001180279597634755,0.00029359195785670346,0.0
chimney,0.010194322355620192,0.0,0.0,0.0,0.01029349001894155,0.0,0.0,0.0,0.0,0.0022764235971735273,0.0
popcorn,0.047575658596698635,0.0,0.0,0.04733842172522202,0.0491622249517536,0.05695871023352891,0.0,0.0,0.0,0.0223372239452448,0.0111686119726224
lava,0.0604670215323587,0.06931966591328251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01442074304951569,0.0
griddle,0.10402301011615989,0.0,0.0,0.0,0.10729880750649652,0.0,0.0,0.0,0.0,0.023480201958072933,0.0
fume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire,0.0036978282862153867,0.004124512565203411,0.0,0.0,0.0031961171088491645,0.0,0.0,0.00509615517088683,0.0,0.0017905125701283102,0.0008952562850641551
atmosphere,0.009080473032870713,0.0,0.0,0.0,0.008985948645398176,0.0,0.0,0.0,0.011771208204182702,0.003315292209161288,0.0
bath,0.07036119223432356,0.0,0.0,0.0,0.0726164642137573,0.0,0.0,0.0,0.08653448356650302,0.02550134889050932,0.0
heating,0.0065728783444088355,0.0,0.0,0.0,0.007335468104308629,0.0,0.0,0.0,0.0,0.001545371827635274,0.0
bathtub,0.010697671534054772,0.0,0.0,0.0,0.010867109699146697,0.0,0.0,0.0,0.0,0.0023960868036890523,0.0
noodle,0.008619095631225112,0.0,0.0,0.00879811424572194,0.0,0.0,0.0,0.0,0.0,0.0019352455418830058,0.0
campfire,0.02491061613867259,0.0,0.0,0.0,0.0,0.0,0.023867331434474896,0.0,0.0,0.0054197719525719435,0.0
wok,0.07083841625579113,0.0,0.0,0.0,0.07535654008421074,0.0,0.0,0.0,0.0,0.016243884037777982,0.0
skillet,0.04347601756273813,0.0,0.0,0.0,0.04539031868364701,0.0,0.0,0.0,0.0,0.009874037360709461,0.0
soot,0.0023813627305989647,0.002595203583741596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005529518127045068,0.0
space,0.0007422781144318987,0.0,0.0,0.0,0.0007789169871244609,0.0,0.0,0.0010577419350660336,0.0010270652868631714,0.0004006669248317294,0.0002003334624158647
bread,0.009894984261535152,0.0,0.0,0.011353718603167706,0.0,0.0,0.0,0.0,0.010902738813639463,0.0035723824087047027,0.0
barbecue,0.02157579880633283,0.0,0.0,0.02364302165216999,0.02156816539332592,0.0,0.0,0.0,0.0,0.007420776205758749,0.0
jar,0.007012584338498995,0.0,0.0,0.0,0.008025979327467011,0.0,0.0,0.0,0.008943347702098292,0.0026646568186738107,0.0
lemonade,0.026537054489327683,0.030397760258394642,0.0,0.031084885292537813,0.0,0.0,0.0,0.0,0.0,0.009779966671140014,0.0
vinyl,0.0031403490951101586,0.0,0.0,0.0,0.0,0.0,0.004048622148637873,0.0,0.0,0.0007987745826386701,0.0
cream,0.00837202225531681,0.0,0.0,0.009163652749993407,0.008185596925569872,0.0,0.0,0.0,0.0,0.0028579191034311213,0.0
pomade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
countertop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boot,0.002358344629449599,0.0,0.0,0.0,0.002509384090918185,0.0,0.0,0.0,0.0,0.0005408587467075315,0.0
toilet,0.003738353725531521,0.0,0.0,0.0,0.004010260622929599,0.0,0.0,0.0,0.0,0.0008609571498290133,0.0
problem,0.001339887834480002,0.0,0.0,0.0,0.0,0.0,0.0,0.002225652964428107,0.0,0.0003961711998786788,0.0
idea,0.006021540552203235,0.0,0.0,0.0,0.0,0.0,0.0,0.00809836117191905,0.0,0.0015688779693469206,0.0
people,0.001773516064735124,0.0,0.0,0.0,0.0,0.0,0.002129422543695958,0.0,0.0,0.0004336598453812313,0.0
vinaigrette,0.008131526055429982,0.0,0.0,0.010119314813576703,0.0,0.0,0.0,0.0,0.0,0.0020278712076674094,0.0
juice,0.0027040695481373943,0.0028590110732872745,0.0,0.003262393096463918,0.0,0.0,0.0,0.0,0.0,0.0009806081908765095,0.0
freezer,0.007781672202697435,0.0,0.0,0.0,0.008060944023143822,0.0,0.0,0.0,0.0,0.00176029069176014,0.0
table,0.002826164525180118,0.0,0.0,0.002852626246812049,0.0030061889967091847,0.0,0.0,0.0,0.0,0.0009649977520779279,0.0
toe,0.0008199038895358208,0.0,0.0,0.0,0.0008770442409236554,0.0,0.0,0.0,0.0,0.00018854979227327516,0.0
fridge,0.015258045762275295,0.0,0.0,0.0,0.01586525676554715,0.0,0.0,0.0,0.0,0.003458144725313605,0.0
laundry,0.0045302807728060486,0.0,0.0,0.0,0.004875007114672543,0.0,0.0,0.0,0.0,0.0010450319874976213,0.0
anger,0.0022579163950428947,0.0,0.0,0.0,0.0,0.0,0.002938080906625643,0.0,0.0,0.0005773330335187265,0.0
icicle,0.01174650367739803,0.0,0.0,0.0,0.0,0.0,0.012796744941926896,0.0,0.0,0.0027270276243694363,0.0
sundae,0.0764489511799106,0.0,0.0,0.09294791005822216,0.0,0.0,0.0,0.0,0.0,0.01882187347090364,0.0
refrigerator,0.010920406393609295,0.0,0.0,0.0,0.011603684728793773,0.0,0.0,0.0,0.0,0.002502676791378119,0.0
fruitcake,0.008452370286991659,0.0,0.0,0.008506196338291682,0.008800617533133345,0.0,0.0,0.0,0.0,0.0028621315731574095,0.0
garlic,0.010360438348703474,0.0,0.0,0.012943905464617335,0.01015939034279519,0.014264635332189695,0.0,0.0,0.0,0.005303152165367299,0.0026515760826836495
ice,0.004969163137569379,0.0,0.0,0.0051905005531045646,0.00507341029568498,0.0,0.0,0.0,0.0,0.0016925637762621028,0.0
flowerpot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nose,0.0009092912784441823,0.0,0.0,0.0,0.0009517659015739183,0.0,0.0,0.0015484565281293544,0.0011032536308006704,0.0005014185932164584,0.0002507092966082292
puzzle,0.0004141247759721795,0.0,0.0,0.0,0.0004659693527199416,0.0,0.0,0.0008561008150450491,0.0,0.00019291054930413,0.0
yogurt,0.00452281507601525,0.0,0.0,0.0053387462197394715,0.0,0.0,0.0,0.0,0.0,0.0010957290328616357,0.0
happiness,0.0029583529862804055,0.0,0.0,0.0,0.0,0.0,0.003718585184529354,0.0,0.0,0.0007418820189788621,0.0
shoe,0.005207383669732634,0.0,0.0,0.0,0.005512263818078707,0.0,0.0,0.0,0.0,0.001191071943090149,0.0
vegetable,0.005295318325715785,0.0,0.0074118871545589705,0.00594336040321387,0.00523511727841604,0.007217679337963903,0.0,0.0,0.0,0.0034559291666520636,0.004345523222534052
condiment,0.0498187749769927,0.0,0.0,0.05862210708696586,0.0,0.0,0.0,0.0,0.0,0.012048986895995394,0.0
cheesecloth,0.004518071461662907,0.0,0.0,0.0,0.004626309451560445,0.0,0.0,0.0,0.0,0.0010160423236914835,0.0
beer,0.016729818331102438,0.02014101622542182,0.0,0.017404275688759224,0.0,0.0,0.0,0.0,0.0,0.006030567805031499,0.0
winter,0.006356834640886144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008412533382342496,0.0016410408914698488,0.0
hair,0.003830438557975733,0.0,0.0,0.0,0.004055826501018999,0.0,0.0,0.0,0.00482050916121618,0.001411863802245657,0.0
bikini,0.0066231713800158345,0.0,0.0,0.0,0.00730980008886888,0.0,0.0,0.0,0.0,0.0015481079409871905,0.0
argument,0.0021141747636294625,0.0,0.0,0.0,0.0,0.0,0.0,0.0032059643755476437,0.0,0.0005911265710196785,0.0
basement,0.003963664822051328,0.0,0.0,0.0,0.004323834424458101,0.0,0.0,0.0,0.0,0.0009208332496121587,0.0
cooler,0.026104528989224458,0.03164871743910194,0.0,0.024578913118072265,0.028038789717751644,0.0,0.0,0.0,0.0,0.012263438807127812,0.006131719403563906
candy,0.007973605257783623,0.0,0.0,0.008205116044433275,0.0,0.0,0.0,0.0,0.0,0.001797635700246322,0.0
utensil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,0.0008018667579888433,0.0,0.0,0.0,0.0,0.0,0.0012101997638983212,0.0,0.0,0.0002235629468763516,0.0
