,all,relation,bird,mammal,no-cat,animal,food,object,communication,fish,vehicle,measure,mean,median
hawk,0.007065392895007565,0.0,0.007383726771681755,0.0,0.0,0.007511069915302347,0.0,0.007055054368233463,0.0,0.0,0.0,0.0,0.0024179369958520942,0.0
chinook,0.022776510432037194,0.0,0.0,0.0,0.0,0.024206002149349547,0.021468329280307605,0.02275080279316697,0.0,0.023748695649577604,0.0,0.0,0.009579195025369908,0.0
flicker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marabou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pigeon,0.0018216611828739356,0.0,0.0019294352095280858,0.0,0.0,0.0019315590450515647,0.0,0.0018175908433915291,0.0,0.0,0.0,0.0,0.0006250205234037596,0.0
airship,0.06732316998682006,0.0,0.0,0.0,0.0,0.0,0.0,0.06712574832628074,0.0,0.0,0.04427313855254459,0.0,0.014893504738803782,0.0
sky,0.007758586359168991,0.0,0.0,0.0,0.007284529919140915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001253593023192492,0.0
toy,0.0008180000598376136,0.0,0.0,0.0010996745637424238,0.0,0.0009127446022463864,0.0,0.0008157352711474103,0.0,0.0,0.0,0.0,0.0003038462080811528,0.0
seagull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
albatross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
helicopter,0.06470388630709985,0.0,0.0,0.0,0.0,0.0,0.0,0.06460665636227089,0.0,0.0,0.06113344624435985,0.0,0.01587033240947755,0.0
capsule,0.048202206441349135,0.0,0.0,0.0,0.05132503088816846,0.0,0.0,0.04804772562441305,0.06156372625911606,0.0,0.04773938826077137,0.0,0.021406506456151508,0.0
fowl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.000561773712522408,0.0,0.0007574357591072404,0.0,0.0,0.0006489163598330697,0.0,0.0005603817047118186,0.0,0.0,0.0,0.0,0.0002107089613478781,0.0
skylark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butterfly,0.0011981814378259918,0.0,0.0,0.0,0.0,0.0013170328904274645,0.0,0.0011948177319032174,0.0,0.0,0.0,0.0,0.0003091693383463895,0.0
craft,0.35379106404426547,0.0,0.0,0.0,0.0,0.0,0.0,0.3530648365854757,0.0,0.0,0.3244271231799304,0.0,0.08594025198413931,0.0
arrow,0.001162731757790888,0.0,0.0,0.0,0.0010466760229622895,0.0,0.0,0.0011602515216459339,0.001068480010251155,0.0,0.0,0.0,0.00036984494272085557,0.0
wing,0.004886634903306845,0.0,0.0,0.0,0.0,0.0,0.0,0.0048818330115649065,0.0,0.0,0.0,0.005478923122332269,0.0012706159197670016,0.0
loon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
machine,0.0015649023004555686,0.0,0.0,0.0,0.0,0.0,0.0,0.0015632144751538085,0.0,0.0,0.0014677204405453446,0.0,0.0003829864346795602,0.0
snowbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duck,0.00013129790859337054,0.0,0.00015182160368656133,0.0,0.0,0.00015432212822864938,0.00012329017205471904,0.0001310954164862198,0.0,0.0,0.0,0.00011651302463905698,6.736168780738142e-05,6.736168780738142e-05
robin,0.00029132709972876954,0.0,0.00034874988716645865,0.0,0.0,0.00033034774677500223,0.0,0.00029038228725615305,0.0,0.0,0.0,0.0,0.0001050672517438653,0.0
pheasant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woodpecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.10963908729357698,0.0,0.0,0.0,0.09431882132509917,0.0,0.0,0.10951731766612773,0.0,0.0,0.10605057686073814,0.0,0.03496048359546183,0.0
puffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truck,0.0005534479316572093,0.0,0.0,0.0,0.0,0.0,0.0,0.0005505596321877607,0.0,0.0,0.0005416928118406074,0.0,0.0001371416979737981,0.0
seal,0.002900786164764518,0.0033473640314049236,0.0,0.0031609290409981804,0.0,0.002938298147504721,0.0,0.0028631712282982144,0.0024829352617596265,0.0,0.0,0.0,0.0014744569895608487,0.0014744569895608487
titi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheepshead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
razorback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skimmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chick,0.0002900206468884345,0.0,0.00036279996030589125,0.0,0.0003225979613514463,0.0003603263092566592,0.0,0.0002940534408681652,0.0,0.0,0.0,0.0,0.00013581652655588305,0.0
bream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trailer,0.0004614722662802475,0.0,0.0,0.0,0.0,0.0,0.0,0.00045519074046452933,0.0003674558543207978,0.0,0.0005112551629212871,0.0,0.00014961450199890515,0.0
catfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roebuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schooner,0.0038619268437916072,0.0,0.0,0.0,0.0,0.0,0.0,0.003895879621264076,0.0,0.0,0.003525568184784472,0.0,0.000940281220820013,0.0
whistler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penguin,0.0010819326184839254,0.0,0.001230834174767493,0.0,0.0,0.0011532889014536712,0.0,0.0010748454946603112,0.0,0.0,0.0,0.0,0.00037840843244711674,0.0
haddock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
van,0.0003098239234927576,0.0,0.0,0.0,0.0,0.0,0.0,0.0003098868290758056,0.0,0.0,0.0002989633191203681,0.0,7.655617264074427e-05,0.0
silverback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tower,0.008339079933973382,0.0,0.0,0.0,0.0,0.0,0.0,0.008218692198913831,0.0,0.0,0.008401240770175457,0.0,0.002079917741921889,0.0
hind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tractor,0.0005604705938831922,0.0,0.0,0.0,0.0,0.0,0.0,0.0005562004392595767,0.0,0.0,0.0005266930138875032,0.0,0.00013694700391918933,0.0
car,0.0012390302130690762,0.0,0.0,0.0,0.0,0.0,0.0,0.0012347692603258446,0.0,0.0,0.0011968697721970105,0.0,0.00030588910379932764,0.0
barnacle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudd,0.00027454028047409733,0.0,0.0,0.0,0.0,0.00027609714738325013,0.0,0.0002724306972682917,0.0,0.00024097026114345071,0.0,0.0,8.866986552242416e-05,0.0
buffalo,0.0015921891147567288,0.0,0.0,0.0022724097825617333,0.0,0.0016826571487167325,0.0020238279254411805,0.0016109970097519443,0.0,0.0,0.0,0.0,0.00076517341510236,0.0
heap,0.011520542098228606,0.0,0.0,0.0,0.0,0.0,0.0,0.01145735596360313,0.010181549721952328,0.0,0.012320706808274382,0.013329702281214497,0.004900821406106079,0.0
emu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sharpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stallion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minnow,0.006271136916955928,0.0,0.0,0.0,0.0,0.006153869209587481,0.0,0.006237630077664793,0.0,0.006062285919834503,0.0,0.0,0.002060410177003559,0.0
minesweeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sloop,0.008288276521131744,0.0,0.0,0.0,0.0,0.0,0.0,0.008202493994546664,0.0,0.0,0.008026858121535075,0.0,0.0020431357197677903,0.0
poacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watchdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bobcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shark,0.0017393328707871625,0.0,0.0,0.0,0.0,0.0017844072851135955,0.0,0.001739386458292108,0.0,0.0018078587538498689,0.0,0.0,0.0005892487806702279,0.0
ostrich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiger,0.00022322148146922482,0.0,0.0,0.00023807229599076722,0.0,0.00021044752703835786,0.0,0.00022121988673458668,0.0,0.0,0.0,0.0,7.441343260274472e-05,0.0
armadillo,0.013859437826548703,0.0,0.0,0.013436795150496296,0.0,0.012856294362439622,0.0,0.013731977314820279,0.0,0.0,0.0,0.0,0.004490375387858742,0.0
grouper,0.00234660784431529,0.0,0.0,0.0,0.0,0.0026189770221160215,0.0031473113097414403,0.002377373673706991,0.0,0.0028249749428601416,0.0,0.0,0.0011096037327283238,0.0
bogie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stock,0.0001944498276947531,0.0002613145491630743,0.0,0.0002554259854820137,0.00019610852296845637,0.000194279788642054,0.00022863806880779708,0.00019359970183756655,0.00016160894444804496,0.0,0.0,0.0,0.00014045211575364666,0.00019359970183756655
mammal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrier,0.014284037937392526,0.01719308720983135,0.0,0.0,0.0,0.0,0.0,0.014225607858805021,0.0,0.0,0.014676534213577085,0.0,0.005031605601633832,0.0
clarence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ounce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
submarine,0.005095349472977282,0.0,0.0,0.0,0.0,0.0,0.00583435425148743,0.005101695033385313,0.0,0.0,0.005603614513901341,0.0,0.0018029177726459472,0.0
scull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knot,0.0073987229633134385,0.009206113148291008,0.007861819786069387,0.0,0.0,0.007633411946635963,0.0,0.007393905714635723,0.0,0.0,0.0,0.008231992321607621,0.003977163823379429,0.003977163823379429
pussy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundhog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0033238743307355783,0.0,0.0,0.0,0.0,0.0,0.0,0.0032968751361347345,0.0,0.0,0.0036044239101230874,0.0,0.0008520977814161167,0.0
junk,0.00032095101115831357,0.00039404405533628034,0.0,0.0,0.0,0.0,0.0,0.0003181941994544367,0.0,0.0,0.0003019103589664707,0.0,0.00011125830207629177,0.0
turtle,0.0010596316690006295,0.0,0.0,0.0,0.0008932014047948525,0.0011982852862220035,0.0,0.0010593086084527991,0.0,0.0,0.0,0.0,0.00035086891403919037,0.0
steamer,0.002305046968803939,0.0,0.0,0.0,0.0,0.002471499794421613,0.0027384961565279442,0.002281459605160422,0.0,0.0,0.0021382451936871865,0.0,0.0009945623098834254,0.0
interceptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabbit,0.001693683277333245,0.001972329020354976,0.0,0.0019450564419822324,0.0,0.001827705401046907,0.0019095400141372083,0.0016911425118373612,0.0,0.0,0.0,0.0,0.0009199547222243275,0.0009199547222243275
boat,0.009945416932490264,0.0,0.0,0.0,0.0,0.0,0.0,0.009858841314210295,0.0,0.0,0.009774610747908464,0.0,0.002464905749550752,0.0
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fryer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.0005868322517464171,0.0,0.0,0.0006643971844757703,0.0,0.0006279217128380473,0.0,0.0005828619358377242,0.0,0.0,0.0,0.0,0.00020516775707482993,0.0
shell,0.004180834138230723,0.00533625677233286,0.0,0.0,0.0,0.0,0.0,0.00414254449058042,0.0,0.0,0.003919531387229618,0.0,0.0014649305656978017,0.0
amberjack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saloon,0.004400955101813613,0.0,0.0,0.0,0.0,0.0,0.0,0.004341076990165582,0.0,0.0,0.0036874833379095086,0.0,0.0010357929524907252,0.0
ape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferry,0.021374960506921736,0.0,0.0,0.0,0.0,0.0,0.0,0.021259882340412473,0.0,0.0,0.02164329021076458,0.0,0.005356511088174899,0.0
deer,0.0017134172612877918,0.0,0.0,0.001799873540769888,0.0,0.001928596851553598,0.0,0.0017019618734673543,0.0,0.0,0.0,0.0,0.0005953207939232193,0.0
ship,0.02164627510588563,0.0,0.0,0.0,0.0,0.0,0.0,0.02154097443981103,0.0,0.0,0.022904803107223894,0.0,0.0055076710544100455,0.0
cart,0.0007245254793513037,0.0,0.0,0.0,0.0,0.0,0.0,0.0007254521255078129,0.0,0.0,0.0006956768742282414,0.0,0.00017880453992394653,0.0
chow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jalopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0016612656772589953,0.0,0.0,0.0,0.0,0.0,0.0,0.0016341838479604083,0.0,0.0,0.0017551256765134784,0.0,0.0004208812668110735,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
