,plant,no-cat,measure,relation,object,communication,hot,food,all,mean
cream,0.0,0.0,0.0,0.0,0.0025092360014284543,0.0,0.0,0.002880651862301336,0.002624392702379216,0.0008904756184565562
pomade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
countertop,0.0,0.0,0.0,0.0,0.021881033254110123,0.0,0.0,0.0,0.02096400017259252,0.004760559269633627
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toilet,0.0,0.0,0.0,0.0,0.004414082949236722,0.0,0.0,0.0,0.004194283414156589,0.0009564851514881457
freezer,0.0,0.0,0.0,0.0,0.009767960116816304,0.0,0.0,0.0,0.009632129584159451,0.0021555655223306396
table,0.0,0.0,0.0,0.0,0.0019274698485363233,0.0,0.0,0.001692454895621082,0.0018461644106032378,0.0006073432394178493
toe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fridge,0.0,0.0,0.0,0.0,0.009510661380028094,0.0,0.0,0.0,0.009190872714345594,0.0020779482327081874
laundry,0.0,0.0,0.0,0.0,0.002002974600858234,0.0,0.0,0.0,0.0019413255968102226,0.0004382555775187174
refrigerator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruitcake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice,0.0,0.0,0.0,0.0,0.0002581750971852655,0.0,0.0,0.00024205247102216388,0.0002568860375525381,8.412373397332973e-05
flowerpot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puzzle,0.0,0.0,0.0,0.0,0.0003669895895486685,0.0006641751764026894,0.0,0.0,0.000353824582636883,0.00015388770539869344
shoe,0.0,0.0,0.0,0.0,0.0010849758478889936,0.0,0.0,0.0,0.0010858412124980937,0.00024120189559856522
cheesecloth,0.0,0.0,0.0,0.0,0.029923980528833546,0.0,0.0,0.0,0.03027478976458639,0.006688752254824438
bikini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basement,0.0,0.0,0.0,0.0,0.0004185703714664903,0.0,0.0,0.0,0.00039769090334607413,9.069569720139605e-05
utensil,0.0,0.0,0.0,0.0,0.036359409566742065,0.0,0.0,0.0,0.03671304116242236,0.008119161192129382
problem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idea,0.0,0.0,0.0,0.0,0.0,0.00040776626670463526,0.0,0.0,0.0003284472802714242,8.180150521956215e-05
argument,0.0,0.0,0.0,0.0,0.0,0.0026853707659433416,0.0,0.0,0.001970128907967215,0.0005172777415456174
firewood,0.0,0.0,0.0,0.0,0.0,0.0,0.00776915382584654,0.0,0.00598533105087929,0.001528276097413981
flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0089482495692097,0.0,0.005861141651002192,0.0016454879133568768
spiciness,0.0,0.0,0.0,0.0,0.0,0.0,0.056364057256616175,0.0,0.03361720880165148,0.009997918450918627
enchiladas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.001582227035803783,0.0,0.0011372050762181673,0.0003021591235579945
fume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
campfire,0.0,0.0,0.0,0.0,0.0,0.0,0.010294061433001614,0.0,0.008790318966483837,0.002120486711053939
vinyl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
people,0.0,0.0,0.0,0.0,0.0,0.0,0.0011285570599923536,0.0,0.0009240477793835157,0.0002280672043750966
anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0006982121431609444,0.0,0.000549047990143601,0.0001385844592560606
river,0.0,0.0,0.0,0.0,0.0,0.0,0.0008780986180500122,0.0,0.0006501129938565533,0.0001698012902118406
atole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandwich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pizza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004614380085201579,0.004900854687294272,0.0010572483080550947
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001176093882496017,0.001089921918882293,0.0002517795334864789
syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009084971204002521,0.0007422498244131406,0.00018341632720148807
pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039183599383932725,0.037207530877451725,0.008487903362376049
cupcake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025154085954149173,0.021205816072725474,0.005151100225208294
pancake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003789825683845608,0.0034794415478787504,0.0008076963590804842
snack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005825709730706791,0.005451020630967983,0.001252970040186086
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06127240649705374,0.054108904288589936,0.012820145642849298
flatbread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13363970805564854,0.1172840320791792,0.02788041557053642
marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02371451407558507,0.020553445485759044,0.0049186621734826795
dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004151553315808802,0.0035045140744893763,0.0008506741544775753
pudding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007410094763607669,0.007911327759812256,0.0017023802803799917
sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011130541679569894,0.008340207565529624,0.0021634165827888355
puree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020691944085516417,0.016786991090057914,0.00416432613061937
tortilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fondue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34754044826842434,0.34038808836871787,0.07643650407079357
custard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029432547762077974,0.026604150085943457,0.0062262997608912695
noodle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1300311412489395,0.11948342564631657,0.027723840766139565
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sundae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yogurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009338533502662711,0.007675963265017124,0.0018904996408533148
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006298967251332481,0.0005831488752458547,0.00013478284448656695
