,animal,criminal,mammal,no-cat,measure,relation,fish,object,bird,communication,food,all,female,mean
sculptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012315372483211414,0.0,0.0,0.0,0.001249532143562473,0.0,0.00019085149168335494
junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013219173298994856,0.0,0.0,0.0,0.00013470120902977972,0.0,2.053022630920987e-05
choirmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandfather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003866084705749386,0.0,0.0,0.0,0.0003873774546087784,0.0,5.9537378860285926e-05
diplomat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004214534284781954,0.0,0.0,0.0,0.00042483447491510384,0.0,6.509906949179225e-05
monk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008778026491118449,0.0,0.0,0.0,0.0008868629359740692,0.0,0.0001357435065450703
sophomore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011881278327276396,0.0,0.0,0.0,0.001200787991190564,0.0,0.00018376275568601568
actor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001474594838744783,0.0,0.0,0.0,0.001489560711599901,0.0,0.00022801196541112953
baritone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018198972753020193,0.0,0.002702022122598716,0.0,0.0018494175236842228,0.0,0.0004901028401219198
godson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106763612915752,0.0,0.0,0.0,0.0010826249095711236,0.0,0.00016540469528681875
tenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015561099488945282,0.0,0.002346513589186157,0.0,0.001574495089561655,0.0,0.00042131681751094927
surveyor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007260503038966664,0.0,0.0,0.0,0.0007345642724454109,0.0,0.00011235496741092901
grandson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004602345574116347,0.0,0.0,0.0,0.0004633661367130746,0.0,7.104620724036225e-05
husband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000344711961755922,0.0,0.0,0.0,0.0003443941779959029,0.0,5.300816459629422e-05
philosopher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006953616514207417,0.0,0.0,0.0,0.0007114909274349192,0.0,0.00010821942914274315
superman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imposter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventurer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026150265243637585,0.0,0.0,0.0,0.0026583751093457696,0.0,0.00040564627951611757
chairman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030138585453316394,0.0,0.0,0.0,0.00030618725936789877,0.0,4.673639337700483e-05
manager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009806208985366455,0.0,0.0,0.0,0.0009940899343969672,0.0,0.0001519008333025856
headmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007872837479361726,0.0,0.0,0.0,0.0007997315668251959,0.0,0.00012207810113548987
god,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005652651564742576,0.0,0.0,0.0,0.005740096567164519,0.0,0.0008763652409159305
master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008659057963779354,0.0,0.0,0.0,0.0008791029854075617,0.0,0.00013423144475273056
czar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policeman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017075731784554746,0.0,0.0,0.0,0.0017353393241762885,0.0,0.00026483942327936637
prince,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015730535415488136,0.0,0.0,0.0,0.0015943916868565212,0.0,0.00024364963295425655
homeboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scorer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009562631350330955,0.0,0.0,0.0,0.0009722518057326449,0.0,0.0001483473031358262
biologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
driver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007888290435207858,0.0,0.0008725460770942128,0.0,0.0007978166460466337,0.0,0.00018916859743551016
liberal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002450136883364993,0.0,0.0,0.0,0.000246883373001291,0.0,3.783823548752234e-05
pioneer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000360024225354128,0.0,0.0,0.0,0.00036612565545507473,0.0,5.5857683139169443e-05
sidekick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hematologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godfather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bassist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009493384275537154,0.0,0.0,0.0,0.0009651675455955424,0.0,0.0001472696902422506
federalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hippy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001038477204237445,0.0,0.0,0.0,0.0010532355707468038,0.0,0.00016090098269109604
spokesman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005695351779944363,0.0,0.0,0.0,0.0005776088997077061,0.0,8.824185213093402e-05
assistant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005886438065956545,0.0,0.0,0.0,0.0005960313931492716,0.0,9.112886151884048e-05
idiot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034558197150118277,0.0,0.0,0.0,0.0037635970773451364,0.0,0.000555339753258228
duke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006476932007687087,0.0,0.0,0.0,0.0006541008058403632,0.0,0.00010013800050839016
brother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014968653172227953,0.0,0.0,0.0,0.0015113895005877034,0.0,0.00023140421675465374
tsar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004562888335250987,0.0,0.0,0.0,0.00045943787361736214,0.0,7.044051593403545e-05
masseur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freelancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008925119143758502,0.0,0.0,0.0,0.0009001001517336794,0.0,0.0001378932358545792
inmate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concierge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neurobiologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004777054019554187,0.0,0.0,0.0,0.0004840011121170929,0.0,7.397742415942397e-05
countertenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017323377864863095,0.0,0.0,0.0,0.0017434924495448542,0.0,0.0002673715566177818
lover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011188965966485921,0.0,0.0,0.0,0.0113742197756742,0.0,0.0017356296724738555
twin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009336365323581847,0.0,0.0,0.0,0.0009538742506855025,0.0,0.0001451931371572067
father-in-law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036589524689763417,0.0,0.0,0.0,0.003698596271772596,0.0,0.0005659652877499183
batman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012840521318230786,0.0,0.0,0.0,0.001289750085620686,0.0,0.00019798478595721265
comrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031007771628023726,0.0,0.0,0.0,0.0031347121883278577,0.0,0.00047965302701001773
psychologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009793728055122984,0.0,0.0,0.0,0.000993679513206378,0.0,0.00015177325528605202
trafficker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024774591996537962,0.0,0.0,0.0,0.025050312632015688,0.0,0.0038326849714272037
founder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006494169256519639,0.0,0.0,0.0,0.0006589672453412173,0.0,0.0001006449362302447
uncle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000662042258278517,0.0,0.0,0.0,0.0006692222885218461,0.0,0.00010240496513848948
refugee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lifeguard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monastic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002344060020640288,0.0,0.0,0.0,0.002385909295057662,0.0,0.0003638437935152269
suitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005241624170021801,0.0,0.0,0.0,0.005314032949219291,0.0,0.0008119736245570071
cofounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009202470405401098,0.0,0.0,0.0,0.0009266823512996132,0.0,0.0001420714916799787
hero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00486561348874266,0.0,0.0,0.0057636189836261405,0.004949264699814556,0.0,0.0011983459363217965
heir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001153496685401036,0.0,0.0,0.0,0.001163763001250535,0.0,0.0001782507451270439
ms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042572551216865226,0.0,0.004590399827153044,0.0,0.0006805888422184281
ogress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017364414349715286,0.017277536889111846,0.002664765479909779
cinderella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008794467861902463,0.008236569500176824,0.0013100797970830222
superwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
batwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007940574039754815,0.007211881728155698,0.0011655735206085008
mister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007713939070379515,0.0008307899587486644,0.0001232449127528166
robert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008535611035527226,0.0009150528427766005,0.00013604722664071716
