,vegetable,black,mammal,animal,fruit,bird,reptile,all,communication,relation,fish,object,food,plant,measure,mean
skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,0.0,0.0,0.00659368863679856,0.005249331707900009,0.0,0.0,0.0,0.004914917566737446,0.0,0.0,0.0,0.004800972588802906,0.0,0.0,0.0,0.001437260700015928
pig,0.0,0.0,0.001279215721262598,0.0011303151371630988,0.0,0.0,0.0,0.0010970224279367319,0.0,0.0,0.0,0.0010935206239210428,0.0,0.0,0.0,0.0003066715940188981
cat,0.0,0.0,0.0044705993877782475,0.0038845156280591466,0.0,0.0,0.0,0.003725205130269122,0.0,0.0,0.0,0.0036687375585572825,0.0,0.0,0.0,0.00104993718031092
weasel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
human,0.0,0.0,0.0019522805834619812,0.0016364920792542464,0.0,0.0,0.0,0.0016055998838772516,0.0,0.0,0.0,0.0015725075928704035,0.0,0.0,0.0,0.00045112534263092556
cow,0.0,0.0,0.0026870360788391616,0.00240042426313143,0.0,0.0,0.0,0.0025279108003317696,0.0,0.0,0.0,0.0024648510739064856,0.0,0.0,0.0,0.0006720148144139231
sheep,0.0,0.0,0.003976635326654435,0.00330191534689289,0.0,0.0,0.0,0.0033081175059419625,0.0,0.0,0.0,0.00321853471715161,0.0,0.0,0.0,0.00092034685977606
rat,0.0,0.0,0.0016468455069459228,0.001355262005951515,0.0,0.0,0.0,0.001202820704101862,0.0,0.0,0.0,0.0011875121737699717,0.0,0.0,0.0,0.0003594960260512847
zebra,0.0,0.0,0.0015732118124484067,0.001315988948028814,0.0,0.0,0.0,0.0011437552517545196,0.0,0.0,0.0,0.0011476403749349328,0.0,0.0,0.0,0.00034537309247777826
opossum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorilla,0.0,0.0,0.0009867634666402263,0.0008563717513873267,0.0,0.0,0.0,0.000717497547712716,0.0,0.0,0.0,0.0007178212235195151,0.0,0.0,0.0,0.0002185635992839856
raccoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potoroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.0,0.0,0.0033876753594592845,0.003012013252422416,0.0,0.0,0.0,0.0026176117228226136,0.0,0.0027167343018023415,0.0,0.0026036948898293883,0.0,0.0,0.0,0.0009558486350890697
rabbit,0.0,0.0,0.008326797444149435,0.007166247298652097,0.0,0.0,0.0,0.006518986663388977,0.0,0.006476978616914884,0.0,0.006494183628172031,0.006151105321629863,0.0,0.0,0.002742286598193819
dog,0.0,0.0,0.003538303559127811,0.003177738841796683,0.0,0.0,0.0,0.0029860823536895765,0.0,0.0,0.0,0.0029400727473844275,0.0029167775790832655,0.0,0.0,0.0010372650054054507
rhino,0.0,0.0,0.0016039056467149235,0.001389592371931706,0.0,0.0,0.0,0.0012550682945345526,0.0,0.0,0.0,0.0012258323718449338,0.0,0.0,0.0,0.0003649599123350744
fox,0.0,0.0,0.0013303513064578016,0.0011889032969239833,0.0,0.0,0.0,0.0013196655318206498,0.0,0.0012453026495020548,0.0,0.0012765631940273648,0.0,0.0,0.0,0.00042405239858212364
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viscacha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.008831200069595941,0.008009111182878169,0.0,0.0,0.0,0.008734591646391923,0.0,0.0,0.0,0.008192803450384877,0.0,0.0,0.0,0.0022511804232833938
lion,0.0,0.0,0.002748498884609112,0.002426833045683609,0.0,0.0,0.0,0.0025489546363981212,0.0,0.0,0.0,0.0024435580991835487,0.0,0.0,0.0,0.0006778563110582927
dolphin,0.0,0.0,0.002334869101417589,0.0021497279851362258,0.0,0.0,0.0,0.0020516056969933924,0.0,0.0,0.0034667506974093284,0.0019930678863094276,0.0,0.0,0.0,0.0007997347578177308
mussel,0.0,0.0,0.0,0.002767551844125327,0.0,0.0,0.0,0.0025341974204454824,0.0,0.0,0.0,0.0025500685340053486,0.002445256411117734,0.0,0.0,0.0006864716139795927
cockroach,0.0,0.0,0.0,0.008631418965772599,0.0,0.0,0.0,0.007210559430282993,0.0,0.0,0.0,0.007449701472551166,0.0,0.0,0.0,0.0015527786579071173
beetle,0.0,0.0,0.0,0.00030627465777398723,0.0,0.0,0.0,0.00025257564857291185,0.0,0.0,0.0,0.00026113664535022094,0.0,0.0,0.0,5.4665796779808e-05
millipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pelican,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crocodile,0.0,0.0,0.0,0.0018683983680830624,0.0,0.0,0.0025195504240243154,0.00165138434983667,0.0,0.0,0.0,0.0016172597986018064,0.0,0.0,0.0,0.0005104395293697236
snake,0.0,0.0,0.0,0.0045282985626874895,0.0,0.0,0.005389800622547008,0.004004076576991993,0.0,0.0,0.0,0.00395091742479063,0.0,0.0,0.0,0.0011915395458011414
hornet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
housefly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pipefish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insect,0.0,0.0,0.0,0.005859941270312617,0.0,0.0,0.0,0.005707968114789709,0.0,0.0,0.0,0.005758305445583702,0.0,0.0,0.0,0.0011550809887124018
penguin,0.0,0.0,0.0,0.0038108672320375063,0.0,0.003160938510677024,0.0,0.003343829888491182,0.0,0.0,0.0,0.0032965970063613304,0.0,0.0,0.0,0.0009074821758378028
lizard,0.0,0.0,0.0,0.0018681434283948375,0.0,0.0,0.002149604433990187,0.0015315021600027822,0.0,0.0,0.0,0.0014789028968007797,0.0,0.0,0.0,0.00046854352794590583
bird,0.0,0.0,0.0,0.0073898655026590635,0.0,0.0069900421805220644,0.0,0.006409300173610904,0.007031342005967511,0.0,0.0,0.0064623060870212905,0.006132758163883593,0.0,0.0,0.002694374274244295
crow,0.0,0.0,0.0,0.0035122592843418506,0.0,0.003308527715389402,0.0,0.003263816048325141,0.0,0.0,0.0,0.0032850499215189544,0.0,0.0,0.0,0.0008913101979716899
owl,0.0,0.0,0.0,0.0029959133977028084,0.0,0.002990267883791824,0.0,0.0023829452066384473,0.0,0.0,0.0,0.0024024919679219046,0.0,0.0,0.0,0.0007181078970703324
magpie,0.0,0.0,0.0,0.007660845342644283,0.0,0.007835401910359007,0.0,0.006801320944509463,0.0,0.0,0.0,0.006949604354857433,0.0,0.0,0.0,0.0019498115034913457
calf,0.0,0.0,0.0,0.0012435250102913256,0.0,0.0,0.0,0.0012195714394183986,0.0,0.001238530709414945,0.0,0.0012104026173921968,0.0,0.0,0.0,0.000327468651767791
woodpecker,0.0,0.0,0.0,0.0008443033590264454,0.0,0.0007247663272146603,0.0,0.0008216031758127031,0.0,0.0,0.0,0.0008214056609465592,0.0,0.0,0.0,0.00021413856820002452
currawong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starling,0.0,0.0,0.0,0.0020046233887731422,0.0,0.00228080150258728,0.0,0.0016020208097497607,0.0,0.0,0.0,0.0016283382857399753,0.0,0.0,0.0,0.0005010522657900105
toucanet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alligator,0.0,0.0,0.0,0.0019464463580980095,0.0,0.0,0.0022040703856032254,0.001860231794436594,0.0,0.0018089668484548263,0.0,0.0018162573257070927,0.0,0.0,0.0,0.0006423981808199832
ladybird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frog,0.0,0.0,0.0,0.0009637735047098401,0.0,0.0,0.0,0.0008867685219700802,0.0,0.0,0.0,0.0008567125321112962,0.0,0.0,0.0,0.00018048363725274778
lobster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.002238765205604917,0.0,0.0031764693578678603,0.0,0.0022258409455543212,0.0,0.0,0.0,0.002079229212185628,0.0,0.0,0.0,0.0006480203147475151
peacock,0.0,0.0,0.0,0.0006896306079362258,0.0,0.0007847388038436309,0.0,0.0006824475164738457,0.0,0.0,0.0,0.0006555837869722928,0.0,0.0,0.0,0.00018749338101506634
frogmouth,0.0,0.0,0.0,0.01068711359200415,0.0,0.01190671570984568,0.0,0.010385510073597849,0.0,0.0,0.0,0.009926113594762689,0.0,0.0,0.0,0.0028603635313473584
parrot,0.0,0.0,0.0,0.005747441192425751,0.0,0.006581586455582763,0.0,0.005672779170205671,0.0,0.0,0.0,0.00551763075681284,0.0,0.0,0.0,0.0015679625050018019
raisin,0.0,0.0,0.0,0.0,0.00705966918721733,0.0,0.0,0.007102844418679299,0.0,0.0,0.0,0.006908323113064574,0.007377295086996784,0.0,0.0,0.0018965421203971993
olive,0.0,0.0,0.0,0.0,0.06894890187439741,0.0,0.0,0.06309883742154396,0.0,0.0639121115015907,0.0,0.06192119313426081,0.06941154215277881,0.07014079308248078,0.0,0.02649555861113683
cherry,0.0,0.0,0.0,0.0,0.00753397280962998,0.0,0.0,0.006411363584195186,0.0,0.006556618572303686,0.0,0.006416350430471816,0.007061601893627405,0.007375037675979988,0.0,0.0027569963310805374
grape,0.0,0.0,0.0,0.0,0.014500976492959724,0.0,0.0,0.013212091044260688,0.0,0.0,0.0,0.013049595445264293,0.015391719701966648,0.015055190440900215,0.0,0.004747304875023437
coffee,0.0,0.0,0.0,0.0,0.006359901926679433,0.0,0.0,0.005868344339519903,0.0,0.005970961541077654,0.0,0.0057124310092930486,0.006569558299541492,0.00630694589226907,0.0,0.002452542867225374
apple,0.0,0.0,0.0,0.0,0.0012401893645206832,0.0,0.0,0.0013322568121055798,0.0,0.0,0.0,0.0013057365849729278,0.001329182807077108,0.0013778997514824168,0.0,0.000439017688010581
pear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avocado,0.0,0.0,0.0,0.0,0.005051583716857094,0.0,0.0,0.005060734877490105,0.0,0.0,0.0,0.0049141252635425126,0.0049801965895522205,0.0056500626603528704,0.0,0.0017104468738529867
raspberry,0.0,0.0,0.0,0.0,0.002244655911508219,0.0,0.0,0.002204338471904651,0.0029017636101669147,0.0,0.0,0.002153047335909144,0.0023167080566492567,0.0024867603605480074,0.0,0.0009538182497790796
corn,0.0,0.0,0.0,0.0,0.00032556795114798424,0.0,0.0,0.0002572664489788332,0.0,0.0002830916053658786,0.0,0.0002511253273085227,0.0003157605303053581,0.00036242788887092854,0.0,0.0001196826501318337
lime,0.0,0.0,0.0,0.0,0.002915425733154504,0.0,0.0,0.0030604099537906116,0.0,0.0033487171465086687,0.0,0.002953122906419705,0.0029610056122726875,0.0032660902064031504,0.0,0.0012336514372366218
glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002692274445312739,0.0,0.0,0.0,0.002530768764595798,0.0,0.0,0.0042199238274979265,0.0006295311358270975
pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010708764935988064,0.0,0.0,0.0,0.01042897898459582,0.0,0.0,0.0,0.0014091829280389256
blackboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048293211654985265,0.0,0.0,0.0,0.004699362305466633,0.0,0.0,0.0,0.0006352455647310105
pupil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008219390350362123,0.0,0.0,0.0,0.0008261104621184189,0.0,0.0,0.0,0.00010986996647697541
market,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001433828037755084,0.0,0.0,0.0,0.001413210591322263,0.0,0.0,0.0,0.00018980257527182313
gown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01048297895221217,0.0,0.0,0.0,0.010176716517079566,0.0,0.0,0.0,0.0013773130312861156
parka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007455835769067298,0.0,0.0,0.0,0.007533759702014834,0.0,0.0,0.0,0.000999306364738809
stocking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
night,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029620798545997855,0.0,0.0,0.0,0.0,0.0,0.0,0.03397635354412597,0.004239810139341588
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01753009370075983,0.0,0.0,0.0,0.01718665150708851,0.0,0.0,0.0,0.002314449680523223
tyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005385923414762008,0.0,0.0,0.0,0.0005207915628408999,0.0,0.0,0.0,7.062559362114005e-05
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010480121986036118,0.0,0.0,0.0,0.010426277150704174,0.0,0.0,0.0,0.0013937599424493528
pot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034531417060706623,0.0,0.00033239952590973713,0.0,0.00034477113244020936,0.0,0.0,0.0004411760045329046,9.757738889932783e-05
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016340771741604216,0.0,0.0,0.0,0.0015939693676029958,0.0,0.0,0.0,0.00021520310278422782
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014450145761926754,0.0,0.0,0.0,0.0001410183198665214,0.0,0.0,0.0,1.903465183238593e-05
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010892805441078957,0.0,0.0,0.0,0.0010662315270283612,0.0,0.0,0.0,0.00014370080474241712
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034464519597584585,0.0,0.0,0.0,0.03384056757185661,0.0,0.0,0.0,0.0045536724779627466
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02234481177368472,0.0,0.023173408570471808,0.0,0.021470929248881786,0.0,0.0,0.0,0.004465943306202554
tar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039262921833310173,0.0,0.00038040533981702586,0.0,0.00041194790888607433,0.0,0.0,0.0,7.89988311357468e-05
jean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011816133858461352,0.0,0.0,0.0,0.0011906429057799357,0.0,0.0,0.0,0.00015815041944173806
lantern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006505691645247984,0.0,0.0,0.0,0.006457702044740544,0.0,0.0,0.0,0.0008642262459992353
umbrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022086995000469255,0.0,0.0,0.0,0.002148144679806033,0.0,0.0,0.0,0.0002904562786568639
hair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06872984831296246,0.0,0.0,0.0,0.06909084066985094,0.0,0.0,0.08675008341165297,0.014971384826297758
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010661272478465971,0.0,0.011546193826990032,0.0,0.010338686703972061,0.0,0.0,0.0,0.002169743533961871
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combretum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004158320455660528,0.0,0.0042560229972625,0.0,0.0,0.0,0.0,0.0,0.0005609562301948684
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002600268622228192,0.0,0.0025000361836625563,0.0,0.0,0.0,0.0,0.0,0.00034002032039271655
sun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015577081778448262,0.0,0.0,0.0,0.0148998832497697,0.0,0.0,0.0,0.0020317976685478643
ketchup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003942063028289427,0.0,0.0,0.0,0.0,0.004862560371516894,0.0,0.0,0.0005869748933204214
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006949033132006863,0.0,0.006803368791311749,0.0,0.0,0.0,0.0,0.0,0.0009168267948879076
brick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064600231532051635,0.0,0.0,0.0,0.006346804789388129,0.0,0.0,0.0,0.0008537885295062194
weed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009803559752137331,0.0,0.009627008055010822,0.0,0.009633608809449617,0.009157206179044652,0.0,0.0,0.0025480921863761615
flower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00872009755812842,0.0,0.0,0.0,0.008458455759436889,0.0,0.010030992195143262,0.010698548164899284,0.0025272062451738566
carnation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048209090217504625,0.0,0.0,0.0,0.0046220175329432685,0.0,0.005326098799698426,0.0,0.0009846016902928104
rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002309949065624504,0.0,0.0,0.0,0.00022558561207555234,0.00027084874205502465,0.00030443978372769997,0.0,6.87912696280485e-05
supermarket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013894199793095911,0.0,0.0,0.0,0.0013534300554218612,0.0,0.0,0.0,0.0001828566689820968
fir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020799697941781235,0.0,0.0021608996380936057,0.0,0.0020127043609137855,0.0,0.0028806093755968094,0.0,0.0006089455445854882
honey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005637714132322174,0.0,0.0,0.0,0.005497669187515508,0.005035824051272855,0.0,0.0,0.0010780804914073691
pansy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004831706396198752,0.0,0.004999096735271036,0.0,0.0,0.005659312353049567,0.0,0.0,0.0010326743656346236
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007581999243015568,0.0,0.0,0.0,0.00741886089334849,0.0,0.0,0.009328392128888592,0.0016219501510168432
milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00416779943835988,0.0,0.004216140674934245,0.0,0.0,0.004342441500443809,0.0,0.0,0.0008484254409158623
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001592144871090664,0.0,0.0,0.0,0.001553343953966232,0.0020060138223232105,0.0,0.0,0.00034343350982534045
dogbane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
