,reptile,food,fish,communication,plant,no-cat,vehicle,all,mammal,relation,bird,object,measure,animal,mean
bay,0.0,0.0,0.0,0.0,0.00526585562744348,0.0,0.0,0.004562189782603785,0.004397772532454535,0.0,0.0,0.004562189527408427,0.0,0.004562189527408427,0.0016678712140941894
creeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.0,0.0,0.0,0.0,0.0,0.0025092711832375896,0.0025092711832375896,0.0023091829641456807,0.0019323465923559075,0.0,0.0,0.002309479684811266,0.0,0.002309479684811266,0.0009913593780428072
wolf,0.0,0.0,0.0,0.0,0.0,0.0024181072510841566,0.0,0.0018274876378351907,0.0017147239790131867,0.0,0.0,0.0018273061374583458,0.0,0.0018273061374583458,0.0006867807959178018
cob,0.0,0.0,0.0,0.0,0.0,0.004140451475873429,0.0,0.0035254971700941816,0.0035904218249368986,0.0,0.003490185396921546,0.003525544150142765,0.0,0.003525544150142765,0.0015569745834365417
hack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goldeneye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puppy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rodent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bulldog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bloodhound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07143425420849922,0.07342937300935333,0.0,0.0,0.07143425420849922,0.0,0.07143425420849922,0.020552295402489356
bear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007845434288613558,0.0007545170507583036,0.0,0.0,0.000784544049672845,0.0,0.000784544049672845,0.00022201061278323924
glutton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
otter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033808688303098274,0.0032657561350258393,0.0037123764082323913,0.0,0.0033808753690729755,0.0,0.0033808753690729755,0.0012229108651224292
mouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005332696555535682,0.0005059432086863278,0.0,0.0,0.0005332700680731637,0.0,0.0005332700680731637,0.00015041092859901595
fawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lynx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
painter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007037359925355887,0.0006312094033356937,0.0,0.0,0.0007037472796492851,0.0,0.0007037472796492851,0.000195888568226418
frog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003010295184339389,0.0,0.0,0.0,0.003010295184339389,0.0,0.003010295184339389,0.0006450632537870119
pug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
armadillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottlenose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000844614122165869,0.0007778986321738809,0.0,0.0,0.000844621589700144,0.0,0.000844621589700144,0.00023655399526714558
albatross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02965579903383717,0.0,0.0,0.03233667613917585,0.029656244906200297,0.0,0.029656244906200297,0.008664640356100973
mammal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032822749074506823,0.0030076235287420385,0.0,0.0,0.0032822188848152167,0.0,0.0032822188848152167,0.0009181668718445111
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flamingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panther,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
darter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindeer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013290965892822549,0.013150107651547659,0.0,0.0,0.013290733882681025,0.0,0.013290733882681025,0.00378732437926659
mankind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheldrake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hippo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023541274860711708,0.0229224694019286,0.0,0.0,0.023535613296516423,0.0,0.023535613296516423,0.0066810693468337965
retriever,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001854169390459875,0.0018691159084979717,0.0,0.0,0.001854169390459875,0.0,0.001854169390459875,0.0005308302914198284
primate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019002370223736747,0.0017590443075368612,0.0,0.0,0.0019004636154215616,0.0,0.0019004636154215616,0.0005328720400538327
deer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009163349429758019,0.009055267982645289,0.0,0.0,0.009163327733361355,0.0,0.009163327733361355,0.002610376634223287
gander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067675840592706996,0.0,0.0,0.007833925527978777,0.0067675840592706996,0.0,0.0067675840592706996,0.0020097626932707767
boar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003182502304690842,0.0004071540777747886,0.00042753536646811957,0.0,0.0003182502304690842,0.0,0.0003182502304690842,0.00012781715254644007
bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040176279822809816,0.0005070536928577559,0.0,0.0,0.00040176279822809816,0.0,0.00040176279822809816,0.00012231014911014644
livestock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013061702741661907,0.01621923518001789,0.0,0.0,0.013061702741661907,0.0,0.013061702741661907,0.003957453100357401
llama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006127823326294751,0.006941500973656285,0.0,0.0,0.006127823326294751,0.0,0.006127823326294751,0.0018089264966100387
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00587727068179512,0.007370038428287681,0.007452859530367306,0.0,0.00587727068179512,0.0,0.00587727068179512,0.0023181935717171676
canary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037521585152283945,0.0,0.0,0.004640355358519134,0.0037521585152283945,0.0,0.0037521585152283945,0.0011354879217288798
sparrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chamois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meadowlark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bonobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eagle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009575875697032498,0.0,0.0,0.0011891875583552878,0.0009575875697032498,0.001366285028689781,0.0009575875697032498,0.000387731092582487
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skylark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001202839976609991,0.0,0.0,0.0010918743154819386,0.001202839976609991,0.0,0.001202839976609991,0.00033574244609370796
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockatoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
springbok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bunting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025512283595858086,0.0,0.0,0.002910074156659381,0.0025512283595858086,0.0,0.0025512283595858086,0.0007545542311012005
robin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011021742617470349,0.0013943775934635637,0.0,0.0,0.0011021742617470349,0.0,0.0011021742617470349,0.0003357785984789049
colobus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
