,animal,fruit,plant,round,measure,relation,object,bird,food,all,mean
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.002664459621846224,0.0,0.003562486460581728,0.0030191638618231632,0.0009246109944251116
sphere,0.0,0.0,0.0,0.0,0.0,0.0,0.012479579905169916,0.0,0.0,0.011967220189270376,0.002444680009444029
disc,0.0,0.0,0.0,0.0,0.0,0.0,0.00439879179627775,0.0,0.0,0.004149048683626135,0.0008547840479903885
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0012882113909957436,0.0,0.001384482492472095,0.0013385077089108697,0.00040112015923787086
plunger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hubcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.005270379496337722,0.0,0.0,0.004949241932595305,0.0010219621428933026
ball,0.0,0.0,0.0,0.0,0.0,0.0,0.007995446534779816,0.0,0.0,0.007633861636954621,0.0015629308171734436
ashtray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planet,0.0,0.0,0.0,0.0,0.0,0.0,0.015352882965503325,0.0,0.0,0.01487740805259309,0.0030230291018096414
dresser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shoe,0.0,0.0,0.0,0.0,0.0,0.0,0.014895290304716074,0.0,0.0,0.014451962994949405,0.0029347253299665476
fondant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pizza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007670946884203324,0.007698235147577674,0.0015369182031780997
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052559944819789975,0.005149492844835512,0.001040548732681451
pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00911804669934592,0.008785769537877904,0.0017903816237223823
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01421771494178003,0.012209252199223605,0.0026426967141003634
pilaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pancake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003899643218067675,0.0037501295546795888,0.0007649772772747264
snack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044862803699512515,0.004214163208252292,0.0008700443578203542
marzipan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012341440039818153,0.011063722212983344,0.0023405162252801495
omelette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035704241696430605,0.03365954258295103,0.006936378427938164
curd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheeseburger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03388323999285292,0.03226062894284837,0.006614386893570129
doughnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005109643243070232,0.004786858397123857,0.0009896501640194089
dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010127507227262309,0.010326090083411744,0.0020453597310674055
pudding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069011799704213365,0.0065223251051706845,0.001342350507559202
patty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004357468729679644,0.00399809095832954,0.0008355559688009183
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007692394653355834,0.006982966185411875,0.001467536083876771
sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024159856597525758,0.002065072946061645,0.0004481058605814221
puree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01948937411602472,0.01753373380468343,0.0037023107920708146
matzah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01892797301594637,0.018763267454495657,0.0037691240470442027
custard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007401810160145544,0.006968564285793585,0.0014370374445939129
mozzarella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
popsicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003638224627725058,0.0037650907061900817,0.0007403315333915139
biscuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016117034874979622,0.015772291820022682,0.0031889326695002302
candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006064474500407795,0.005949396186948194,0.001201387068735599
samosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006224983579785959,0.005986667272583207,0.0012211650852369167
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coleslaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marshmallow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027722567321093127,0.0029601274476522767,0.0005732384179761589
cornmeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
